,Clue,Answer,Explanation
434,"Barking canine the politician indicated is no longer an issue (7,7) ",ANCIENT HISTORY,"Definition: no longer an issue
 **Anagram of** (barking) **CANINE** **+ THIS** (something indicated)** + TORY** (Conservative politician)
 **ANCIEN*** **T HIS TORY**"
435,Small U-boat contrived something to increase air intake (10) ,SALBUTAMOL,"Definition:  something to increase air intake
 **Anagram of** (contrived) **SMALL U BOAT**
 **SALBUTAMOL***"
436,Blackmail former number one communist after revolution (9) ,EXTORTION,"Definition: Blackmail
 **EX** (former) **+** (**NO** [number] **+ I** [Roman numeral for one] **+ TROT** [Trotskyist; communist]) **all reversed** (after revolution)
 **EX** (**TORT I ON**)<"
437,"Pig getting bloody upset, attacking sailor (7) ",BOARDER,"Definition: attacking sailor
 **BOAR** (male pig) **+ RED** (colour of blood; bloody) **reversed** (upset)
 **BOAR DER**<"
438,European tax shelter hides uplift (7) ,ELEVATE,"Definition:  uplift
 **E** (European) **+** (**LEE** [shelter] **containing** [hides] **VAT** [Value Added Tax])
 **E** **LE** (**VAT**) **E**"
439,"Dr No, Bertie Wooster’s clubmate? (5) ",DRONE,"Definition: Bertie Wooster’s clubmate
 **DR** (doctor) **+ ONE** (example of a number)
 **DR ONE**"
440,More little pickles spoiling sandwiches (4),LESS,"Definition: More little
 **LESS** (hidden word in [sandwiches] **PICKLES SPOILING**)
 **LESS**"
441,"Fed by father, old swimmer wearing rubber (7) ",FROGMAN,"Definition: swimmer wearing rubber
 **FR** (father) **+ O** (old) + **G-MAN** (an agent of the Federal Bureau of Investigation, also known as a **FED**)
 **FR O GMAN**"
442,"Small party on the left with grouch penning article? There’s 23 according to complainants! (7,4) ",DOMINIC,"Definition: 23 according to complainants!
 **DO** (party) **+ MINI** (small) **+** (**CRAB** [sour-tempered person; grouch] **containing** [penning] **A** [indefinite article]) **DO** is on the left of **MINI** as stated in the clue.
 **DO** **MINI C RA** (**A**) **B**"
443,Horse must pass round wide tree (5) ,ROWAN,"Definition: tree
 **ROAN** (a horse of the colour **ROAN**) **containing** (must pass round) **W** (wide)
 **RO** (**W**) **AN**"
444,"Anglican chore? Special team needed (4,5) ",TASK FORCE,"Definition: Special team needed
 **TASK **[chore] +** FOR **+** CE** (Church of England [Anglican]) i.e. chore for Anglicans
 **TASK FOR CE**"
445,"Coming in over time, I reach a second Irish assembly (10) ",OIREACHTAS,"Definition: Irish assembly
 (**I** **+ REACH**) **contained in** (coming in) (**O** [over] **+ T** [time]) **+ A + S** (second)
 **O** (**I** **REACH**) **T A S**"
446,What’s writ large for Alcyone deceived Olympian queen (4) ,HERA,"Definition: Olympian queen
 I’m struggling with the wordplay here, but I think it might be a reference to the capital letter (a letter write large) **A** at the beginning of **A**lcyone’s name, i.e. **HER A**
 I’m also a bit unsure about the relevance of ‘deceived’. I found something in Wikipedia that suggested that Alcyone and her husband Cyex called themselves Zeus and **HERA**, possibly as some deception of **HERA**.
 Tees is far more aware of Greek mythology than I shall ever be. Perhaps he will comment to say how far adrift my suggestions are."
447,Still he follows group on leaving class (11) ,NONETHELESS,"Definition: Still
 **NONET** (group of nine) **+ HE + LESSON** (class) **excluding** (leaving) **ON**
 **NONET HE LESS**"
448,"Cope with wife distressed in city after Satan deviously displays what he is? (1,5,5,2,4)",A NASTY PIECE,"Definition: what he is
 **Anagram of** (deviously) **SATAN** + (**an anagram of** [distressed] **COPE** and [with] **WIFE**]) **contained in** (in) **YORK** (a city)
 **A NAST*** **Y** (**PIECE OF W***) **ORK**"
449,Thick liquid drowning upright character in hotel lift (10) ,DUMBWAITER,"Definition: hotel lift
 **DUMB** (thick) **+** (**WATER** [liquid] **containing** [drowning] **I** [an upright letter [character])
 **DUMB** **WA** (**I**) **TER**"
450,Leader in media having no case to retreat back (9) ,EDITORIAL,"Definition: Leader
 **MEDIA** **excluding the outer letters** (having no case) **M** and **A** **+ TO + LAIR** (den or retreat) **reversed** (back)
 **EDI** **TO RIAL**<"
451,Bulb producing this lit up explosively (5) ,TULIP,"Definition: Bulb
 **Anagram of** (explosively) **LIT UP**
 **TULIP***"
452,Weapon not deployed at the front? (7) ,SIDEARM,"Definition: Weapon
 **SIDEARM** (as above, a weapon at the **SIDE** rather than at the front)
 **SIDE ARM**"
453,We might say this about yellow pants (1-6),Y-FRONTS,"Definition: pants
 **Y** **is the first letter of** **YELLOW** so **Y** **FRONTS** the word **YELLOW**
 **Y FRONTS**"
454,"Internal memo? (6,4) ",MENTAL NOTE,"Definition: Internal memo
 **MENTAL** (internal) **+ NOTE** (memo) – **cryptic definition**
 **MENTAL NOTE**"
455,Nick‘s short comment on chapter (5) ,NOTCH,"Definition: Nick
 **NOTE** (comment) **excluding the final letter** (short) **E + CH** (chapter)
 **NOT** **CH**"
456,Detectives meeting hood break down bit by bit (9) ,DISMANTLE,"Definition: break down bit by bit
 **DIS** (Detective Inspectors) **+ MANTLE** (a hood or network of fire-resistant material that becomes incandescent when exposed to a flame)
 **DIS MANTLE**"
457,Offend certain characters in room if forthright (4) ,MIFF,"Definition: Offend
 **MIFF** (**hidden word in** [certain characters in] **ROOM IF FORTHRIGHT**)
 **MIFF**"
458,Invaders in North or South Yemen deposing leader (8) ,NORSEMEN,"Definition: Invaders
 **N** (North) **+ OR + S** (South) **+ YEMEN** **excluding the first letter** (deposing leader) **Y**
 **N OR S EMEN**"
459,Rent at high level? (8),CREVASSE,"Definition: Rent at high level
 **CREVASSE** (glaciers are usually located at a high level) – **slightly cryptic definition**
 **CREVASSE**"
460,Patron having been upset by agent (10) ,BENEFACTOR,"Definition: Patron
 **Anagram of** (upset) **BEEN** **+ FACTOR** (agent managing estates)
 **BENE*** **FACTOR**"
461,Change menu and put in scarce chemical (9) ,NEPTUNIUM,"Definition: chemical
 **Anagram of** (change) **MENU** and **PUT IN**
 **NEPTUNIUM***"
462,"Hotel, poorly ventilated, unlocked perhaps? (8) ",HAIRLESS,"Definition: unlocked perhaps
 **H** (hotel) **+ AIRLESS** (poorly ventilated)
 **H AIRLESS**"
463,"Paid with radicchio, initially, that is found among mixed greens (8) ",SALARIED,"Definition: Paid
 (**R** [**first letter of** {initially} **RADICCHIO**] **+ IE** [id est; that is]) **contained in** (found among) **SALAD** (mixed greens)
 **SALA** (**R IE**) **D**"
464,Hot duck St Leonard eats? (6) ,STOLEN,"Definition: Hot
 (**ST** (saint) **+ LEN** [Leonard]) **containing** (eats) **O** (character representing zero; duck score in cricket)
 **ST** (**O**) **LEN**"
465,Pressure needed in bellows? I’m astounded! (6),CRIPES,"Definition: I’m astounded
 **P** (pressure) **contained in** (needed in) **CRIES** (bellows)
 **CRI** (**P**) **ES**"
466,"Farm animal behind another heard outside yard? Well done! (5,3,3)",BULLY,"Definition: Well done
 I can see **BULL** (a farm animal) and **YOU** (**sounds like** [heard] **EWE** [another farm animal]) and I can see the **Y** (yard) that **BULL** and **YOU** are outside the **Y**, but I’m struggling to parse the **FOR** part of the entry.
 **BULL** (**Y**) **FOR** **YOU**"
467,Colorado state prosecutor closing bars (4),CODA,"Definition: closing bars
 **CO** (Colorado) **+ DA** (District Attorney [state prosecutor in American states such as Colorado)
 **CO** **DA**"
468,A day in European city (Spain) – bliss (8) ,PARADISE,"Definition: bliss
 (**A** **+ D** [day]) **contained in** (in) **PARIS** (European city) **+ E** (International Vehicle Registration for Spain)
 **PAR** (**A D**) **IS** **E**"
469,Support about to be withdrawn for Olympic sportsperson (6) ,ARCHER,"Definition: Olympic sportsperson
 **ARCH** (supportive structure; support) **+ RE** (with reference to [about] **reversed** (to be withdrawn)
 **ARCH** **ER**<"
470,Determined club gets passed on to descendants (4-6) ,IRON WILLED,"Definition: Determined
 **IRON** ([golf] club) **+ WILLED** (bequeathed; gets passed on to descendants)
 **IRON WILLED**"
471,Serious passion seen in pursuit of daughter (4) ,DIRE,"Definition: Serious
 **D** (daughter) **+ IRE** (passion)
 **D IRE**"
472,Star girl recalled dance performances (not debut) (6),STELLA,"Definition: Star
 **BALLETS** (dance performances) **excluding the first letter** (not debut) **B** and then **reversed** (recalled)
 **STELLA**<"
473,Craftsmanlike film director all but crazy inside (4-4) ,WELL-MADE,"Definition: Craftsmanlike
 **MAD** (crazy) **contained in** (inside) **WELLES** (reference Orson **WELLES** [1915 – 1985], American film director) **excluding the final letter** (all but) **S**
 **WELL** (**MAD**) **E**"
474,Young female star backed accepting woman’s title (6) ,DAMSEL,"Definition: Young female
 **LEAD** (star performer) **reversed** (backed) **containing** **MS** [a title for a woman as an alternative to Miss or Mrs)
 **DA** (**MS**) **EL**<"
475,Web story not about to annoy (6) ,NETTLE,"Definition: to annoy
 **NET** (inter**NET**; web) **+** **TALE** (story) **excluding** (not) **A** (about)
 **NET TLE**"
476,"Nothing observed in outrageous clue, USA detective having no competence (8) ",CLOUSEAU,"Definition: detective having no competence
 **O** (character representing zero or nothing) **contained in** (observed in) **an anagram of** (outrageous) **CLUE USA**
 **CL** (**O**) **U****S****E****AU***"
477,"Ace, 22, seen around air aces with quantity of drink (6) ",CARAFE,"Definition: quantity of drink
 **Anagram of** (**FLYING** [entry at 22 down]) **ACE** **containing** (around) **RAF** (air aces)
 **CA** (**RAF**) **E***"
478,"Quite complex, without question, but not much of a case (4) ",ETUI,"Definition: not much of a case
 **Anagram of** (complex) **QUITE** **excluding** (without) **Q** (question)
 **ETUI***"
479,College cat lady unfortunately missing one with extra toes (10) ,POLYDACTYL,"Definition: with extra toes
 **POLY** (**POLY**technic college of old) **+ an anagram of** (unfortunately) **CAT LADY** **excluding** (missing) an **A** (one)
 **POLY DACTYL***"
480,Record keeper rubbed out cut by day before feast (6) ,SLEEVE,"Definition: Record keeper
 **SLEW** (killed; ‘rubbed out’ in slang terms) **excluding the last letter** (cut) **W** **+ EVE** (the night or day before a festival or feast)
 **SLE** **EVE**"
481,Irishman accepting quantity of work required by tense officer (8) ,SERGEANT,"Definition: officer
 (**SEAN** [name of an Irishman] **containing** [accepting] **ERG** [a unit or quantity of work]) **+ T** (tense)
 **S** (**ERG**) **EAN** **T**"
482,Repeat reasonable score? Nonsense (6) ,PARROT,"Definition: Repeat
 **PAR** (standard or reasonable score) **+ ROT** (nonsense)
 **PAR ROT**"
483,I engaged in sleep after upturn in discomfort (4) ,PAIN,"Definition: discomfort
 **I** **contained in** (in) **NAP** (sleep) **reversed** (in upturn; down entry)
 **PA** (**I**) **N**<"
484,Temper one shows amongst American university crowd (8) ,MITIGATE,"Definition: Temper
 **I** (Roman numeral for one) **contained in** (shows amongst) (**MIT** [Massachusetts Institute of Technology, American university] **+ GATE** [crowd at concert or sports event for example])
 **MIT** (**I**) **GATE**"
485,Makes a loud sound – a good pair of lungs? (7) ,BELLOWS,"Definition: pair of lungs
 **BELLOWS** (lungs) **double definition**
 **BELLOWS**"
486,Composer giving you a lot of help? (6) ,HANDEL,"Definition: Composer
 **H AND EL** (the letters **H** **AND** **EL** which together form three quarters of [a lot of] the word **HELP**)
 **H AND EL**"
487,One measuring concentration disturbed irate medic (10) ,ACIDIMETER,"Definition: One measuring concentration
 **Anagram of** (disturbed) **IRATE MEDIC**
 **ACIDIMETER***"
488,Resent move coming about for one Republican (8) ,BEGRUDGE,"Definition: Resent
 **BUDGE** (move) **containing** (coming about) (**EG** (for example; for one] **+ R** (Republican])
 **B** (**EG R**) **UDGE**"
489,"Smart cars, large? Use Minis when travelling round Ohio (10) ",LIMOUSINES,"Definition: Smart cars
 **L** (large) **+** (**an anagram of** [when travelling] **USE MINIS** **containing** (round) **O** [Ohio])
 **L** **IM** (**O**) **USINES***"
490,Idle hero of children’s books? (8) ,DOLITTLE,"Definition: hero of children’s books
 **DO LITTLE** ([be] idle)
 **DO** **LITTLE**"
491,Writers in wartime possibly being censored badly (8) ,ENCODERS,"Definition: Writers in wartime
 **Anagram of** (badly) **CENSORED**
 **ENCODERS***"
492,No good in upperclass blade (7) ,CUTLASS,"Definition: blade
 **CUTGLASS** (upper class or refined) **excluding** (no) **G** (good)
 CUTLASS"
493,"Noticed energy peaked, with a thousand running out (6) ",ESPIED,"Definition: Noticed
 **E** (energy) **+ SPIKED** (peaked) **excluding** (running out) **K** (symbol for 1000)
 **E SPIED**"
494,Very brief affair around end of February (6) ,FLYING,"Definition: Very brief
 **FLING** (affair) **containing** (around) **Y** (**last letter of** [end of] **FEBRUARY**)
 **FL** (**Y**) **ING**"
495,Champion bridge team to ruminate? (4) ,CHEW,"Definition: ruminate
 **CH** (champion) **+ EW** (East and West together form a bridge team)
 **CH EW**"
496,In dining room English crazy about French ladies (8) ,MESDAMES,"Definition: French ladies
 (**Anagram of** [about] [**E** {English} and **MAD** {crazy}]) **contained in** (in) **MESS** (dining room for a group of people, especially in the armed forces)
 **MES** (**DAME***) **S**"
497,Musician in north cutting cost (6) ,PRINCE,"Definition: Musician
 **N** (north) **contained in** (cutting) **PRICE** (cost)
 **PRI** (**N**) **CE**"
498,Purchase a raven 20 18 kept (4) ,GRIP,"Definition: Purchase
 **GRIP** (name of the raven kept by **CHARLES** [20d] **DICKENS** [18d]) **double definition**
 **GRIP**"
499,"Fickle folk, English, tucking into fruit after tea (10) ",CHAMELEONS,"Definition: Fickle folk
 **CHA** (tea) **+** (**E** [English] **contained in** [tucking into] **MELONS** [fruit])
 **CHA** **MEL** (**E**) **ONS**"
500,Condition in maths reworked attracting top grade (6) ,ASTHMA,"Definition: Condition
 **Anagram of** (reworked) **MATHS** **+ A** (top grade)
 **ASTHM*** **A**"
501,Compulsory turnout? (8) ,EVICTION,"Definition: Compulsory turnout
 **EVICTIONS** often happen with the force of law or other conditions, making the turnout compulsory **cryptic definition**
 **EVICTION**"
502,"6A’s observation on excessive tabloid exposure? (1,2,3,4,1,3,3) ",I AM TOO MUCH,"Definition: 6A’s observation on excessive tabloid exposure
 For the cryptic definition, the clue is referring to **PRINCE** Harry and his opinion he appears too much in the tabloid newspaper The Sun. Possibly also a reference to his ‘son’ relationship to Charles, Diana and Camilla)
 **I AM TOO MUCH** [**I’ THE SUN**]"
503,Native American doctrine unfinished (4) ,CREE,"Definition: Native American
 **CREED** (doctrine) **excluding the final letter** (unfinished) **D**
 **CREE**"
504,Hero unemployed reportedly (4) ,IDOL,"Definition: Hero
 **IDOL** (**sounds like** [reportedly]** IDLE** [unemployed])
 **IDOL**"
505,Faultless conception of a particular religion? (10) ,IMMACULATE,"Definition: Faultless
 **IMMACULATE** (reference the concept of the **IMMACULATE** Conception [the Roman Catholic {a particular religion} dogma that the Virgin Mary was conceived without original sin, first proclaimed as an article of faith in 1854 {not the same as the Virgin Birth}]) **double definition**
 **IMMACULATE**"
506,In the 20s perhaps champion advances rapidly (8) ,SCORCHES,"Definition: advances rapidly
 **CH** (champion) **contained in** (in) **SCORES** (twenties)
 **SCOR** (**CH**) **ES**"
507,Gulag has thirty guards filled with terror (6) ,AGHAST,"Definition: filled with terror
 **AGHAST** (**hidden word in** [guards] **GULAG HAS THIRTY**)
 **AGHAST**"
508,"Finch, outside science rooms, backing participant in rally? (6,4) ",TENNIS BALL,"Definition: participant in rally
 (**LINNET** [common finch]) **containing** [outside] **LABS **[laboratories;** ** science rooms]) ** all reversed** (backing)
 **TENNI** (**S BAL**<) **L**<"
509,Use phone when abroad ring to break strike? (4) ,ROAM,"Definition: Use phone when abroad
 **O** (character shaped like a ring) **contained in** (to break) **RAM** (beat hard; strike)
 **R** (**O**) **AM**"
510,"Seat moved, by sailors, towards the rear (6) ",ASTERN,"Definition: towards the rear
 **Anagram of** (moved) **SEAT** **+ RN** (Royal Navy; sailors)
 **ASTE*** **RN**"
511,Grass surrounding lake after dump transformed (8),RESTYLED,"Definition: transformed
 **REED** (tall stiff marsh or water grass) **containing** (surrounding) (**STY** [dump] **+ L** [lake])
 **RE** (**STY L**) **ED**"
512,Continents considered as a whole one in ruined US area (7) ,EURASIA,"Definition: Continents considered as a whole
 **I** (Roman numeral for one) **contained in** (in) **an** **anagram of** (ruined) **US AREA**
 **EURAS** (**I**) **A***"
513,"Where conflict arises at sea, these charges may be dropped (5) ",DEPTH,"Definition: Where conflict arises at sea, these charges may be dropped
 This is just a cryptic definition as **DEPTH** **charges** are frequently **dropped** in wars or conflicts at sea
 **DEPTH**"
514,Locus for enthusiasts regularly using revolutionary toy (7) ,MECCANO,"Definition: toy
 **MECCA** (place heavily visited by, or with a special attraction for, a particular person or group. Locus for enthusiasts) **+ ON** (using, as in ‘he/she is on drugs’) **reversed** (revolutionary)
 **MECCA NO**<"
515,Furious book by 6A 25 (5) ,SPARE,"Definition: Furious
 **SPARE** (title of the recently published memoir [book] by **PRINCE** [6a] **HARRY**‘s [25d]) **double definition**
 **SPARE**"
516,Irritable character in 18 sent up having accepted six shillings (7),PEEVISH,"Definition: Irritable
 **HEEP** (reference Uriah **HEEP**, a character in **DICKENS**‘ [18d] novel David Copperfield) **reversed** (sent up) and then **containing** (having accepted) (**VI** [Roman numeral for six] **+ S** [shillings])
 **PEE** (**VI** **S**) **H**<"
517,"Similar in every detail, papers a client misplaced (9) ",IDENTICAL," **ID** ([identity] papers) **+ an anagram of** (misplaced) **A CLIENT**
 **ID** **ENTICAL***"
518,Rook with flatfish brings comfort when distressed (7) ,CONSOLE,"Definition: comfort when distressed
 **CON** (swindle; rook) **+ SOLE** (a flatfish)
 **CON SOLE**"
519,Give encouraging cry during ecstasy (9) ,TOLERANCE,"Definition: Give
 **OLÉ** (encouraging cry) **contained in** (during) **TRANCE** (ecstatic state)
 **T** (**OLE**) **RANCE**"
520,Muslims occasionally seen in German city (3) ,ULM," **ULM** (**letters 2, 4 and 6** [occasionally] of **MUSLIMS**)
 **ULM**"
521,Elevated hero in Scotland knows devil (7) ,DICKENS,"Definition: devil
 **CID** (reference **EL CID** [approx 1043 – 1099], a national hero of Spain) **reversed** (elevated; down entry) **+ KENS** (Scottish word for ‘knows’)
 **DIC**< **KENS**"
522,25’s old man in check on French city (7) ,CHARLES,"Definition: 25’s old man
 **CH** (check) **+ ARLES** (French city)
 **CH ARLES**"
523,"With a will, the nation bans heroin (7) ",TESTATE,"Definition: With a will
 **THE STATE** **excluding** (bans) **H** (heroin)
 **TESTATE**"
524,Part of flight with one 19D? (5) ,STAIR,"Definition: Part of flight
 **I** (Roman numeral for one) **contained in** (**I**‘) **STAR** (**THE SUN**) where **I’ THE SUN** is the entry at 19d
 **STA** (**I**) **R**"
525,Badger would be dangerous with one coming in for a run (5) ,HARRY,"Definition: Badger
 **HARRY** would become **HAIRY** (dangerous) if one of the **R**s (a run) **was replaced by** (for) **I** (Roman numeral for one)
 **HARRY**"
526,"Works out Princess Royal is Olympic athlete (6,6) ",FIGURE SKATER,"Definition: Olympic athlete
 **FIGURES** (follows as a logical consequence; works out) **+ KATE **(reference **KATE** Middleton, Princess of Wales, among other titles) **+ R** (royal – **R** is listed in Collins as a standalone abbreviation for Royal). Possibly OLYMPIC is in there because Princess Anne, the Princess Royal is a 
 **FIGURE S** **KATE R**"
527,"Demand Far East buses can request this (5,4) ",EXACT FARE,"Definition: buses can request this
 **EXACT** (demand and obtain) **+ FAR + E** (East)
 **EXACT FAR E**"
528,Record love making event for dancers (5) ,DISCO,"Definition: event for dancers
 **DISC** (record) **+ O** (character representing zero, the love score in tennis)
 **DISC O**"
529,South American can start to need car (6) ,SALOON,"Definition: car
 **SA** (South American) **+ LOO** (toilet; can is an informal term for the toilet) **+ N** (**first letter of** [start to] **NEED**)
 **SA LOO N**"
530,"Make error, literally picking up the perfect woman to marry (8) ",MISWRITE,"Definition: Make error, literally
 **MISWRITE** (**sounds like** [picking up] **MISS** [woman] **+ RIGHT** [perfect] – **MISS RIGHT** is often portrayed as the perfect lady to marry)
 **MIS WRITE**"
531,I am jumping into river in German city (6) ,WEIMAR,"Definition: German city
 **I’M** (I am) **contained in** (jumping into) **WEAR** (river in north-eastern England)
 **WE** (**IM**) **AR**"
532,"Care of tree rather dull and old fashioned (5,3) ",FIRST AID,"Definition: Care
 **FIR** (tree) **+ STAID** (rather dull and old fashioned)
 **FIR ST AID**"
533,"Wear thin pants, as God intended (2,3,3) ",IN THE RAW,"Definition: as God intended
 **Anagram of** (pants) **WEAR THIN**
 **IN THE RAW***"
534,"Idiots going back over the hill (4,2) ",PAST IT,"Definition: over the hill
 (**TIT** [contemptible person idiot] **+ SAP** [**SAP**head {idiot] giving idiots) **all reversed** (going back)
 (**PAS T IT**)<"
535,"Kinky porn sale, in private (8) ",PERSONAL,"Definition: private
 Anagram of (kinky) **PORN SALE**
 **PERSONAL***"
536,On a cold and ultimately windy estate (6) ,LEGACY,"Definition: estate
 **LEG** (on side in cricket) **+ A + C** (cold) **+ Y** (**last letter of** [ultimately] **WINDY**)
 **LEG ****A C Y**"
537,Son caught with rotten food (5) ,SCOFF,"Definition: food
 **S** (con) **+ C** (caught) **+ OFF** (not up to standard or well past it’s best to have become rotten)
 **S C OFF**"
538,"Tell me explosive is put around Communist leader (4,2,3) ",SPIT IT OUT,"Definition: Tell me
 **Anagram of** (explosive) **IS PUT** **containing** (around) **TITO **(reference Josep Broz **TITO** [1892 – 1980], once Communist leader of the former state of Yugoslavia)
 **SPI** (**T IT O**) **UT***"
539,"Scolding German for beginning to destroy robe (8,4) ",DRESSING GOWN,"Definition: robe
 **DRESSING DOWN** (scolding) **with G** (GERMAN) **replacing** **D** (**first letter of** [beginning to] **D**ESTROY) to form **DRESSING GOWN**
 **DRESSING GOWN**"
540,Female ne’er-do-well upset woodcutter (7) ,FRETSAW,"Definition: woodcutter
 **F** (female) **+ WASTER** (good-for-nothing; ne’er-do-well) **reversed** (upset; down entry)
 **F** **RETSAW**<"
541,Left organised grand uprising – one is seen in Knotty Ash? (5) ,GNARL,"Definition: one is seen in Knotty Ash
 (**L** [left] **+ RAN** [organised] **+ G** [grand]) **all reversed** (uprising; down entry)
 (**G NAR L**)<"
542,"I earn a lot jiggling, in theory (9) ",RATIONALE,"Definition: theory
 **Anagram of** (jiggling) **I** **EARN A LOT**
 **RATIONALE***"
543,Small animal dropping (4) ,SCAT,"Definition: animal dropping
 **S** (small) **+ CAT** (animal)
 **S CAT**"
544,Outrageous report of two canines getting drink before meal (8) ,APERITIF,"Definition: drink before meal
 **APERITIF** (**sounds like** [report] **A PAIR** [two] **O** [of] **TEEF** [one way of pronouncing teeth; canines]) – Eccles does say it’s an outrageous homophone
 **APERITIF**"
545,Stop old women getting grant (5) ,ENDOW,"Definition: grant
 **END** (finish; stop) **+ O** (old) **+ W** (women)
 **END O W**"
546,Hopeful spat with Iran can be sorted out (8) ,ASPIRANT,"Definition: Hopeful
 **Anagram of** (can be sorted out) **SPAT** and **IRAN**
 **ASPIRANT***"
547,"Venetian magistrate naked on vacation, showing butt (3-3) ",DOG-END,"Definition: butt
 **DOGE** (Venetian magistrate) **+ ND** (**letters remaining in NAKED when the central letters AKE are removed** [on vacation])
 **DOG E** **ND**"
548,Forces United and Italian team to get people regularly dropped (8),INTERPOL,"Definition: Forces United
 **INTER** (reference IItalian football team **INTER** Milan) **+ POL** (**letters remaining in PEOPLE when EPE, letters 2, 4 and 6** [regularly] **are removed** [dropped])
 **INTER POL**"
549,Bar welcomes large group drooling (9) ,SLAVERING,"Definition: drooling
 (**SAVE** [except; bar] **containing** [welcomes] **L** [large]) **+ RING** (arrangement or group)
 **S** (**L**) **AVE RING**"
550,"Lancashire lass returns with seeds, oddly, for badgers (8) ",HARASSES,"Definition: badgers
 **SARAH** (reference actress **SARAH** Lancashire [born 1964], recently seen starring in the TV series Happy Valley) **reversed** (returns) **+ SES** (**letters 1, 3 and 5** [oddly] of **SEEDS**)
 **HARAS**< **SES**"
551,Single politician is hot and playful (6) ,IMPISH,"Definition: playful
 **I** (Roman numeral for one; single) **+ MP** (Member of Parliament; politician) **+ IS + H** (hot)
 **I MP IS H**"
552,"How to tell if top is too tight to get flirty with someone (3,2,2) ",TRY IT ON,"Definition: How to tell if top is too tight
 **TRY IT ON** (attempt to do something risky or audacious to see how far one can go unscathed; e.g. flirt with someone) **double definition**
 **TRY IT ON**"
553,Put forward assassin? (5) ,OFFER,"Definition: Put forward
 **OFFER** (a person who **OFFS** [kills, in United States slang]; assassin) **double definition**
 **OFFER**"
554,"Excited by nothing as much as you like (1,4) ",A GOGO,"Definition: as much as you like
 **AGOG** (excited) **+ O** (character representing zero; nothing)
 **A GOG O**"
555,Dictator’s important little national symbol (4) ,KIWI,"Definition: national symbol
 **KIWI** (sounds like [dictator speaking to someone writing down the words] **KEY** [important] **WEE** [little])
 **KI WI**"
556,"Clothing for baseball umpire enforcedly exhibits a distinguishing feature (4,4) ",BLUE EYES,"Definition: a distinguishing feature
 **BL** (**outer letters of** [clothing for] **BASEBALL**) + **UE** (**outer letters of** [clothing for] **UMPIRE**) + **EY** (**outer letters of** [clothing for] **ENFORCEDLY**) + **ES** (**outer letters of** [clothing for] **EXHIBITS**)
 **BL UE EY ES**"
557,Overthrow of government initially letting everyone have sex (6) ,COUPLE,"Definition: have sex
 **COUP** (**COUP** [**D’ETAT**] – a violent or subversive action resulting in a change of government or state policy) **+ LE** (**first letters of each of** [initially] **LETTING EVERYONE**)
 **COUP** **LE**"
558,Greek philosopher greeting power flower (5) ,HIPPO,"Definition: Greek philosopher
 **HI** (a greeting) **+ P** (power) **+ PO** (Italian river; flower)
 **HI P PO**"
559,Carry On Poet cures disorder (9) ,PROSECUTE,"Definition: Carry On
 **Anagram of** (disorder) **POET CURES**
 **PROSECUTE***"
560,Europeans swearing on Carnage (10) ,NORWEGIANS,"Definition: Europeans
 **Anagram of** (carnage) **SWEARING ON**
 **NORWEGIANS***"
561,Air therefore no good (4) ,SONG,"Definition: Air
 **SO** (therefore) **+ NG** (no good)
 **SO NG**"
562,Night flyers welcome neutral periods (6) ,MONTHS,"Definition: periods
 **MOTHS** (insects that habitually fly at night) **containing** (welcome) **N** (neutral)
 **MO** (**N**) **THS**"
563,Cheap lawyers win (7) ,BARGAIN,"Definition: Cheap
 **BAR** (legal profession; lawyers) **+ GAIN** (win)
 **BAR GAIN**"
564,Understanding old giant breaks horse (7) ,GETTING,"Definition: Understanding
 **ETTIN** (archaic [old] word for a giant) **contained in** (breaks) **GG** (gee-gee; child’s word for a horse)
 **G** (**ETTIN**) **G**"
565,"Tie nun up harmoniously (2,4)",IN TUNE,"Definition: harmoniously
 **Anagram of** (up) **TIE NUN**
 **IN TUNE***"
566,A large number start to retch at the back of the boat (4) ,RAFT,"Definition: A large number
 **R** (**first letter of** [start to] **RETCH**) **+ AFT** (nautical term for ‘towards the stern or back of the boat’)
 **R AFT**"
567,Happy to keep MI6 steady (10) ,CONSISTENT,"Definition: steady
 **CONTENT** (happy) **containing** (to keep) **SIS** (Secret Intelligence Service; MI6)
 **CON** (**SIS**) **TENT**"
568,Tell story backwards during scripture lesson (6) ,RELATE,"Definition: Tell
 **TALE** (story) **reversed** (backwards) and **contained in** (during) **RE** (religious education; scripture lesson)
 **R** (**ELAT**<) **E**"
569,Ditch everybody in times showing great cruelty (8) ,BRUTALLY,"Definition: showing great cruelty
 (**RUT** [ditch] **+ ALL** [everybody]) **contained in** (in) (**BY** [multiply; times])
 **B** (**RUT** **ALL**) **Y**"
570,Losing what Unite accepts (6),BEHIND,"Definition: Losing
 **BIND** (unite) **containing** (accepts) **EH** (a word expressing enquiry; what?)
 **B** (**EH**) **IND**"
571,Top university job includes a hairdo (9) ,UPPERMOST,"Definition: Top
 (**U** [university] **+ POST** [job]) **containing** (includes) **PERM** (**PERM**anent wave; hairdo)
 **U** **P** (**PERM**) **OST**"
572,Say concert I organised is all about me (10) ,EGOCENTRIC,"Definition: all about me
 **EG** (for example; say) **+ an anagram of** (organised) **CONCERT** and **I**
 **EG** **OCENTRIC***"
