,Clue,Answer,Explanation
4424,Tribe met in the wars turn hostile (8),EMBITTER,"Definition: turn hostile
(TRIBE MET)*"
4425,Palm Monsieur put in his wine as ‘food factor’ (7),VITAMIN,"Definition: food factor
ITA (“the miriti palm”) M in VIN"
4426,Deadly poison I included in a short story (7),ACONITE,"Definition: Deadly poison
I in A CONTE"
4427,Extract of bromine also strengthens (5),NEALS,"Definition: strengthens
Hidden in bromiNE ALSo – a variant of “anneals”"
4428,Spectator is fancily dressed – showing –– esprit perhaps (5),ASCOT,"Definition: Spectator is fancily dressed – showing –– esprit perhaps
Composite anagram &lit (SPECTATOR IS)* = ASCOT ESPRIT, with reference to the fancy outfits worn at Ascot races"
4429,"Acres typical of lord, landed (4)",ALIT,"Definition: landed
A + LIT (drunk “as a lord”)"
4430,"Moved on,w switching parts of advantage (4)",GEED,"Definition: Moved on
EDGE with its two halves swapped (I’ve shown the clue as it was published, with a superfluous w)"
4431,"Inside a kind of beach hotel, in shy and quiet Murray, a drink (6)",SHANDY,"Definition: a drink
H[otel] in SANDY (kind of beach); AND in SHY; SH + ANDY (Murray, tennis player) – having three cryptic indications in one clue must be some kind of record"
4432,"Old timer (6,4)",SECOND HAND,"Definition: Old
Double definition"
4433,"Exceptional person in a short skirt to ravish when stripped (4,4)",RARA AVIS,"Definition: Exceptional person
RA-RA + [r]AVIS[h] – literally meaning “rare bird”, this expression comes the Roman poet Juvenal’s *Satires*"
4434,"Bimbo extremely lewd, perhaps come up and use a figleaf (10)",BOWDLERISE,"Definition: use a figleaf
B[imb]O + LEWD* + RISE"
4435,"Puzzle from the south of France all right, you said (6)",SUDOKU,"Definition: Puzzle
SUD + OK + “you”"
4436,"Type of roast beef foul, not half nasty (8)",SPITEFUL,"Definition: nasty
SPIT [type of roast] + halves of beEF foUL"
4437,Phoneboxes endlessly vandalised? I blame immigrants (9),XENOPHOBE,"Definition: I blame immigrants
Anagram of PHONEBOXE[s]"
4438,Compiler the woman would dump in the outhouse (4),SHED,"Definition: Compiler
SHE’D, plus three definitions"
4439,Starts to stir up serious trouble out of a success story? That’s helpful! (9),ACCESSORY,"Definition: That’s helpful
A SUCCESS STORY less (in order) the first letters of Stir Up Serious Trouble"
4440,"To accumulate win, snob needs the lot (8)",SNOWBALL,"Definition: To accumulate
W in SNOB + ALL"
4441,"Partly explains it, untouched and unmoved (2,4)",IN SITU,"Definition: unmoved
Hidden in explaINS IT Untouched"
4442,Presence of an entry in Cinderella’s timetable? (10),ATTENDANCE,"Definition: Presence
Cinderella’s timetable might say “AT TEN: DANCE”. Do we know the Prince’s ball was at ten? This seems a bit vague"
4443,"It’s right, in love, to get protection (6)",ARMOUR,"Definition: protection
R in AMOUR"
4444,Steady start to trade in fur stalls (6),STABLE,"Definition: stalls
T[rade] in SABLE, and two definitions"
4445,Figure includes Newton’s fourth law (7),STATUTE,"Definition: law
[new]T[on] in STATUE"
4446,Siege with intent to produce lamentation (5),ALAMO,"Definition: Siege
Lamentation is an anagram of ALAMO + INTENT"
4447,Debate such set-up ignored is corrupt (7),DEBAUCH,"Definition: corrupt
DEBATE SUCH minus the reverse of SET"
4448,Jenny‘s cake (6),ECLAIR,"Definition: Jenny
Double definition – Jenny is this comedian, for those that don’t know of her"
4449,Kinky lovers use the Guardian — emphatically so (9),OURSELVES,"Definition: the Guardian — emphatically so
(LOVERS USE)*"
4450,Talk about events? (7),DISCUSS,"Definition: Talk about
A “false plural” of DISCUS (event), or you could think of events = event + S = discus + S"
4451,"Clean male, captivated by weapon, becomes adventurous (13)",SWASHBUCKLING,"Definition: adventurous
WASH BUCK in SLING"
4452,Finished warhead steering into swamp (9),OVERWHELM,"Definition: swamp
OVER + W[ar] + HELM"
4453,Songs in a traditional setting for him (7),SINATRA,"Definition: him
Hidden in songS IN A TRAditional, and kind of &lit"
4454,Plain instinct to enter contest (7),EVIDENT,"Definition: Plain
ID (as in Freudian theory) in EVENT"
4455,Following up in reproductive unit: erythematous uterine disorder (7),RETINUE,"Definition: Following
Hidden in reverse of reproductivE UNIT ERythematous, and UTERINE*"
4456,Light gold carriage (6),LANDAU,"Definition: carriage
LAND (to light) + AU"
4457,"“Sir”, as he is British originally (5)",SAHIB,"“Sir”, as he is British originally (5)
First letters &lit"
4458,News reader? (7),COMPASS,"Definition: News reader
You can read the cardinal points (N E W S) on a compass"
4459,Bean you are told to put in liqueur (7),CURACAO,"Definition: liqueur
UR (homophone of “you are”) in CACAO"
4460,"Anchor just lifted, ready for a journey (5)",ATRIP,"Definition: Anchor just lifted
A TRIP – the word describes an anchor that is “just drawn out of the ground”"
4461,Bore to babble about English goal (9),PENETRATE,"Definition: Bore
E NET in PRATE"
4462,"Golf range played over par? Not by him! (4,6)",GREG NORMAN,"Definition: him
G + NORM in RANGE*"
4463,Language of email service without vowels (4),HTML,"Definition: Language
HOTMAIL without its vowels. In fact the name of Hotmail – the first major web-based email service – was based on the name HTML, and it was originally styled as HoTMaiL"
4464,Negotiator: I translate secrets into Norwegian (11),INTERCESSOR,"Definition: Negotiator
I + SECRETS* in NOR"
4465,"Tramp’s uberpuzzle — over a billion approve (6,5)",RUBBER STAMP,"Definition: approve
B in (TRAMP’S UBER)*"
4466,Told small joke (4),SPUN,"Definition: Told
S+PUN (“told” as in “spun a yarn”)"
4467,Dog sprinted after socialist’s bone for fruit (10),REDCURRANT,"Definition: fruit
RED + CUR RAN + T[-bone]"
4468,“Defender‘s daughter kidnapped by young man” — by this paper (not the Scotsman) (9),BODYGUARD,"Definition: Defender
D in BOY + GUARDIAN less IAN (Scotsman)"
4469,Hiding behind executive table (5),INDEX,"Definition: table
Hidden in behIND EXecutive – not sure the cryptic grammar works here"
4470,"With stream flowing, it’s most relaxing (7)",WARMEST,"Definition: most relaxing
W + STREAM*"
4471,Turn? I can’t — it’s enormous! (7),TITANIC,"Definition: enormous
(I CAN’T IT)*"
4472,Storm protection (6),CHARGE,"Definition: Storm
Double definition – storm as in an attack, and protection as in “in my charge”"
4473,Hawk lifts royal sheep above the tops of elm trees (6),MARKET,"Definition: Hawk
Reverse of K RAM + E[lm] T[rees]"
4474,Supplements that might cause grumbling? (10),APPENDICES,"Definition: Supplements
Double definition – the online version gives this spelling, but I think it could equally well be APPENDIXES"
4475,Great manager (5),SUPER,"Definition: Great
Double definition – manager as in super[visor] or super[intendent]"
4476,"Fabulous creature presses on each star thistle, for example (9)",CENTAUREA,"Definition: star thistle, for example
CENTAUR + EA. Centaurea is a genus of plants that incudes the Star Thistle"
4477,Schedule time and relaxation — otherwise heads roll! (4),ROTA,"Definition: Schedule
Initial letters of Time And Relaxation Otherwise, “rolled” by two positions (or just an anagram of them)"
4478,Correct a chess move — take it back! (8),CHASTISE,"Definition: Correct
Reverse of IT in (A CHESS)*"
4479,Ruler‘s sexy lover gets gold and diamonds (8),OVERLORD,"Definition: Ruler
LOVER* + OR + D"
4480,"Vegetable, green and sweet (10)",PEPPERMINT,"Definition: sweet
PEPPER (vegetable) + MINT (shade of green)"
4481,A cucubebe? (9),TESSERACT,"Definition: A cucubebe
A tesseract is 4-dimensional cube, whose 3-d representration can look like a cube inside a cube, i.e. cu(cube)be."
4482,This can shoot down Spooner’s top boast (8),CROSSBOW,"Definition: This can shoot
Spoonerism of “boss crow”. The word “down” seems redundant in the cryptic reading, but perhaps a crossbow could show down a bird?"
4483,It’s more ridiculous — I’m lost for words after Australian has bowled Root (8),ABSURDER,"Definition: It’s more ridiculous
A (Australian) + B[owled] + SURD (a mathematical expression involving square (or other) roots) + ER (sound of hesitation)"
4484,Plot flirts with danger (6),GARDEN,"Definition: Plot
DANGER*"
4485,A vehicle with 50% engine capacity lacks motor co-ordination (6),ATAXIC,"Definition: lacks motor co-ordination
A + TAXI + C (half of CC = engine capacity) – I think the definition would work better with “lacking” instead of “lacks”"
4486,Trainee pet bites revolting little man (5),CADET,"Definition: Trainee
ED rising or “revolting” in CAT"
4487,Fit in baguette? (4),AGUE,"Definition: Fit
Hidden in bAGUEtte"
4488,"Turning head, see about top issue (6)",ESCAPE,"Definition: issue
CAP (top) in ESE (SEE with its “head turned”)"
4489,"Good, Devon and Cornwall overturned action (2-5)","GO-SLOWS
Norway","Definition: action
G + reverse of SW"
4490,Women on stage overdoing hoax savage in act (4-3),WHAM-BAM,"Definition: savage in act
W + HAM (overdoing things on stage + BAM (a hoax – this was new to me) – a reference to the phrase “wham, bam, thank you Ma’am”, defined in Chambers as “quick impersonal sexual intercourse that brings speedy satisfaction to the male” , hence “savage in act”"
4491,Circus in school (10),"HIPPODROME
Italy","Definition: Circus
HIP (in, fashionable) + POD (school, of whales etc)"
4492,Old ruler conspiring with night owl cries off (4),INCA,"Definition: Old ruler
IN CA[HOOTS]"
4493,Thick-skinned types take in hot drink (10),"CROCODILIA
East Timor","Definition: Thick-skinned types
R in COCOA"
4494,"Admitted to “retro” University, one’s exhibiting cunning with wickedness (12)","INIQUITOUSLY
Ecuador","Definition: with wickedness
I in reverse of UNI, + SLY"
4495,"Commander cracks on the subject of something finely poised (7,5)","ROCKING STONE
Jamaica","Definition: something finely poised
OC in RE"
4496,"Perhaps SPECTRE agent is an oddball, wearing dodgy syrups (7,3)",RUSSIAN SPY,"Definition: Perhaps SPECTRE agent
(IS AN)* in SYRUPS*"
4497,Business centre revolutionised by ticking boxes (4),CITY,"Definition: Business centre
Hidden in (“boxed by”) reverse of bY TICking"
4498,Prison sentence’s upper limit (10),"TIMBER-LINE
Germany","Definition: upper limit
TIME (prison sentence)"
4499,Leak: phosphorus beginning to appear (4),PEEP,"Definition: to appear
PEE (leak) + P"
4500,Attempt to evacuate corrupt politicians (7),"TAMMANY
Jordan","Definition: corrupt politicians
T[R]Y"
4501,Order something that’s silvery-white on the table (6),"CAPIAS
Samoa","Definition: Order
CS is the chemical symbol for Caesium, a silvery-white metal"
4502,"Sort of acid (blah, blah, blah)(8)","ETHANOIC
Vietnam","Definition: Sort of acid
ETC"
4503,Day visiting Greek island? They’ll likely be drawn (11),"COMPARISONS
France","Definition: They’ll likely be drawn
MON in COS"
4504,Way to waste time that is contemptible! (3),PAH,"Definition: that is contemptible
PATH less T"
4505,"Architectural feature’s old, very old, look! (5)",OVOLO,"Definition: Architectural feature
O V O LO"
4506,American’s apparently neutral deity (3),LAR,"Definition: deity
A “between L[eft] and R[ight]”"
4507,Greer’s kind in pool not making either end? (6),WIMMIN,"Definition: Greer’s kind
[S]WIMMIN[G] – though I don’t know whether Germaine Greer has ever been one to use this particular kind of feminist language."
4508,"Calculating pair admitting love, opening whisky dispenser (13)","OPPORTUNISTIC
Tunisia","Definition: Calculating
O in PR, all in OPTIC"
4509,100 on head of sex god’s a sizeable wedge (5),CHUNK,"Definition: a sizeable wedge
C + HUNK"
4510,"“Part of Campania” is sign over football club on day of pranks (4,2,5)",ISLE OF CAPRI,"Definition: Part of Campania
IS + LEO + FC + APR I (April Fools’ Day)"
4511,"Withdraw organisation with HQ in New York, perhaps (5)",UNSAY,"Definition: Withdraw
UN (has HQ in New York) + SAY (perhaps)"
4512,What lifts non-Christians? (8),"HEATHENS
Greece","Definition: non-Christians
Reverse of EH (“what?”)"
4513,Gold stars … (6),"AURIGA
Latvia","Definition: stars
AU. Auriga is a constellation, the name meaning “charioteer”."
4514,"… for separating an area, of course (5)",APRON,"Definition: area, of course
PRO in AN. Apparent;y an apron is the name for an area next to the green on a golf course, though Chambers doesn’t give this meaning."
4515,The taxman’s covering letter (3),ETA,"Definition: letter
Hidden in thE TAxman"
4516,"Angela‘s supporter, backing the Queen, briefly (6)",BRAZIL,"Definition: Angela
BRA + reverse of LIZ. Angela Brazil was (or indeed is) famous for her schoolgirl stories"
4517,"In a very short time, girl to be quiet (6)",MODISH,"Definition: In
MO + DI + SH"
4518,8 doubt expressed before using most of federal capital (6),HUMBER,"Definition: 8
HUM + BER[N] (capital of the Swiss Confederation)"
4519,"Renegade postgraduate reformed, no longer taking drug (8)",APOSTATE,"Definition: Renegade
POSTGRADUATE* less DRUG – Otterden likes these subtractive anagrams – see also 7d"
4520,8 to end socialist setback (4),ODER,"Definition: 8
[t]O + reverse of RED"
4521,"8 working on NHS, getting ahead (10)",SHENANDOAH,"Definition: 8
(ON NHS AHEAD)*"
4522,"Most of us have at least one bluff relation (4,7)",BANK ACCOUNT,"Definition: Most of us have at least one
BANK (bluff, as a geographical feature) + ACCOUNT (relation, a telling) – a rather unhelpful definition, I thought"
4523,"8 instrument approached afresh — just one of five! (3,7)",SAN JOAQUIN,"Definition: 8
BANJO with its first letter changed (though with no indication of what to change to) + A QUIN (one of five). It’s a river in California"
4524,8 cockney fixer (4),NILE,"Definition: 8
Cockney pronunciation of “nail”"
4525,"Dispersed in Serbia, now residents elsewhere in Europe (8)",IBERIANS,"Definition: residents elsewhere in Europe
(IN SERBIA)*"
4526,8 drink to be served up not even ready (6),MURRAY,"Definition: 8
Reverse of RUM (“up” in an across clue?) + odd letters of ReAdY – the Murray is the longest river in Australia"
4527,8 index in article by the Scotsman (6),AMAZON,"Definition: 8
“A-Z” (index) in A MON (Scots form of “man”)"
4528,8 one departing from Niagara Falls (6),ANGARA,"Definition: 8
NIAGARA* less I – a thousand-mile-long river in Siberia"
4529,Old liner is able to get carrier by radio (8),CANBERRA,"Definition: Old liner
CAN (is able) + a not very close homophone “bearer”. The *Canberra* was a P&O liner"
4530,8 is under grit spreader (6),TIGRIS,"Definition: 8
GRIT* + IS"
4531,8 firm ushers in lots of real trouble (8),COLORADO,"Definition: 8
CO + first letters of Lots Of Real + ADO"
4532,Stamped out first sign of megalomania in former Prime Minister (6),MINTED,"Definition: Stamped out
M[egalomania] + IN TED (Heath)"
4533,Limits us in Bond novel (6),BOUNDS,"Definition: Limits
Anagram of US + BOND. It looks as if the clue should mean US in BOND*, but I suppose you can put US in BOND and then take the anagram"
4534,He takes care of one to shrug away from violation of human rights (6),HITMAN,"Definition: He takes care of one
(HUMAN RIGHTS)* less SHRUG"
4535,"Runner, with broken right toe, a curse (11)",WATERCOURSE,"Definition: Runner
W[ith] + (R TOE A CURSE)*"
4536,State rescue vessel comes back to a massive explosion (8),KRAKATOA,"Definition: massive explosion
Reverse of AK (Alaska) + ARK, + TO A"
4537,"Old lady has money for Indian food (3,5)",NAN BREAD,"Definition: Indian food
NAN (old lady) + BREAD (money)"
4538,8 reported beer after school (6),GAMBIA,"Definition: 8
GAM (school of whales) + “beer”"
4539,8 25% reduction of electric power to audio visual aid (6),VLTAVA,"Definition: 8
V[O]LT + AVA – the Volt isn’t a measure of power in the technical sense, but colloquially I think it’s OK. However I’m not keen on “25% reduction” meaning “remove one letter from inside the word”, though I suppose it’s accurate enough. I know the name of this Czech river (also called the Moldau) from the music of the same name by Smetana, but I pity anyone who doesn’t know it trying to solve on the bus.."
4540,"8 needs to begin joint, otherwise he was desperate (6)",JORDAN,"Definition: 8
J[oint] + OR + DAN (Desperate Dan, character in *The Dandy**)*"
4541,African dictator involved in no good calling (6),NAMING,"Definition: calling
(Idi) AMIN in N G"
4542,"American stars encountered in amusement park (3,6)",BIG DIPPER,"Definition: American stars
Double definition – Big Dipper is the American name for the constellation we call the Plough; paradoxically, it’s now a more British term for the fairground ride"
4543,Elevate one among many (5),HOIST,"Definition: Elevate
I in HOST"
4544,Storm created by Shakespeare (7),TEMPEST,"Definition: Storm
Double defintion (just about), or maybe just an extended single definition"
4545,Skinhead frisked and betrayed to the police (7),SHOPPED,"Definition: betrayed to the police
S[kin] + HOPPED"
4546,Trouble caused by a small number in New York (5),ANNOY,"Definition: Trouble
A + NO in NY"
4547,"Winning measure from brusque school principal (5,4)",SHORT HEAD,"Definition: Winning measure
SHORT (brusque) + HEAD"
4548,"Exaggerated accounts submitted by salesmen? (10,5)",TRAVELLERS’ TALES,"Definition: Exaggerated accounts
Definition with an extra hint"
4549,Shame! Say it’s wrong (9),DISCREDIT,"Definition: Shame
Double definition (though again, only just)"
4550,Infant left in tower here (5),BABEL,"Definition: tower here
BABE + L"
4551,Sentimental girl takes nothing back (7),MAUDLIN,"Definition: Sentimental
MAUD + reverse of NIL"
4552,Looks for a friendly word (7),REGARDS,"Definition: Looks
Double definition"
4553,Short summary concerning capital investment (5),RECAP,"Definition: Short summary
RE (concerning) + CAP (short for capital investment?)"
4554,"Graduate repeatedly brought in to reform old university (4,5)",ALMA MATER,"Definition: old university
MA + MA in ALTER"
4555,It’s taken out in wool-gathering (10),ABSTRACTED,"Definition: taken out
Double definition"
4556,This can provide an image that includes love — for oneself? (8),EGOMANIA,"Definition: for oneself
O in (AN IMAGE)*"
4557,Left one extremely out of sorts (6),LIVERY,"Definition: out of sorts
L+ I + VERY – perhaps seen more often in this sense as “liverish”"
4558,Identify the precise location (4),SPOT,"Definition: Identify
Double definition"
4559,"A strict, or a liberal, gentleman? (10)",ARISTOCRAT,"Definition: gentleman
(A STRICT OR A)*"
4560,It currently controls rose that is rambling (8),RHEOSTAT,"Definition: It currently controls
(ROSE THAT IS)* – a rheostat is a device that provides variable electrical resistance, and hence varies the current"
4561,"Cheeky, but attractive, feature (6)",DIMPLE,"Definition: Cheeky, but attractive, feature
Cryptic definition"
4562,Boss to pore over books endlessly (4),STUD,"Definition: Boss
STUD[y]"
4563,"Christian virtue fills a need, somehow (4-6)",SELF-DENIAL,"Definition: Christian virtue
(FILLS A NEED)*"
4564,An opening revelation (10),DISCLOSURE,"Definition: An opening
Double definition, though the “opening” meaning is probably obsolete (and in any case very close to “revelation”)"
4565,Deerstalkers’ comedowns? (8),EARFLAPS,"Definition: Deerstalkers’ comedowns
Cryptic definition"
4566,"Bear I let out — yes, let out! (8)",LIBERATE,"Definition: let out
(BEAR I LET)*"
4567,Spring changes course (6),SOURCE,"Definition: Spring
COURSE*"
4568,"Great girl, marrying unlawfully (6)",BIGAMY,"Definition: marrying unlawfully
The familiar BIG AMY"
4569,Doctor about to get an increase (4),MORE,"Definition: an increase
MO + RE"
4570,Storm caused by parking on drive (4),RAMP,"Definition: Storm
RAM (drive) + P – I was going to question the definition, but Chambers gives “to rage” as one of the meanings of RAMP"
4571,A cheat simply becomes abstruse (12),METAPHYSICAL,"Definition: abstruse
(A CHEAT SIMPLY)*"
4572,Institution has a lot that’s not perfect (7),UNIDEAL,"Definition: not perfect
UNI + DEAL (as in “a raw deal” for one’s lot, I suppose) – rather a strange word, but presumably Chifonie painted himself into a corner here."
4573,Opposed to old church in biblical town (7),ANTIOCH,"Definition: biblical town
ANTI + O + CH"
4574,Communication when school rejected sanction (7),NOTELET,"Definition: Communication
Reverse of ETON + LET (sanction, in the sense of “allow”. See also 17d and 18d)"
4575,Walk in nature’s strange way (7),SAUNTER,"Definition: Walk
NATURES*"
4576,Creates questionnaires (5),FORMS,"Definition: Creates
Double definition"
4577,Reprobates ultimately bomb boats (9),BLIGHTERS,"Definition: Reprobates
[bom]B + LIGHTERS"
4578,Others lie about hosts (9),HOTELIERS,"Definition: hosts
(OTHERS LIE)*"
4579,Crew try fruit (5),MANGO,"Definition: fruit
MAN (crew, as a verb) + GO (try)"
4580,Each heavenly body belonging to an outstanding group (3-4),ALL-STAR,"Definition: belonging to an outstanding group
ALL (each) + STAR"
4581,Subsequently the French turned sideways (7),LATERAL,"Definition: sideways
LATER + reverse of LA"
4582,Eastern Nevada promises to be green (7),ENVIOUS,"Definition: green
E + NV + IOUS"
4583,Willing to examine a note (7),TESTATE,"Definition: Willing
TEST A TE"
4584,"Don appears after ironing formal wear (7,5)",EVENING DRESS,"Definition: formal wear
EVENING (ironing) + DON – I don’t like “don” = “dress” as they are not really equivalent"
4585,Man inhales oxygen that’s less dry (7),MOISTER,"Definition: less dry
O in MISTER"
4586,"Doctor helps at mountain range (3,4)",THE ALPS,"Definition: mountain range
(HELPS AT)*"
4587,Friend has a supply of food that’s tasty (9),PALATABLE,"Definition: tasty
PAL + A TABLE"
4588,Youth leader ’appily listens a long time (5),YEARS,"Definition: a long time
Y + [h]EARS – with “’applily” being there only to indicate the dropped H"
4589,"Clued up and enthusiastic about University College Hospital (2,5)",IN TOUCH,"Definition: Clued up
INTO UCH"
4590,Messenger has porter keeping mail (7),APOSTLE,"Definition: Messenger
POST in ALE"
4591,"Expression doctor hears up front (4,2,6)",TURN OF PHRASE,"Definition: Expression
(HEARS UP FRONT)* – second use of “doctor” as an anagram indicator"
4592,"Ought, in more difficult circumstances, to stop here (4,8)",HARD SHOULDER,"Definition: stop here
SHOULD in HARDER"
4593,Spoke to rudely about American being cut off (9),INSULATED,"Definition: cut off
A in INSULTED"
4594,"Test authorised on reflection here in Israel (3,4)",TEL AVIV,"Definition: here in Israel
Reverse of VIVA (test) + LET – second use of “let”"
4595,Allow insulating material is a disappointment (3-4),LET DOWN,"Definition: a disappointment
LET (and again!) + DOWN (insulating material)"
4596,Mike arranged siesta for artist (7),MATISSE,"Definition: artist
M (Mike in the phonetic alphabet) + SIESTA*"
4597,Operatic heroine partners French invaders (7),NORMANS,"Definition: French invaders
NORMA (title character in opera by Bellini) + N S (partners in Bridge)"
4598,Tree product initially stopped during check (5),RESIN,"Definition: Tree product
S[topped] in REIN"
4599,Caught god’s part in Sophocles play? (6),CHORUS,"Definition: part in Sophocles play
 C + HORUS (Egyptian god)"
4600,"Boring 13s of play a trial (3,3)",DRY RUN,"Definition: a trial
 DRY (boring) + RUN (series of performances of a play)"
4601,"Noted work based on play, say, 12 twice (6)",OTELLO,"Definition: Noted work based on play
 TELL (say) in O (“the round”) twice – Verdi’s opera (a “noted” work) based on the play “Othello”"
4602,Current book in mess distorted playwright’s principles (8),IBSENISM,"Definition: playwright’s principles
 I (electric current) + B + (IN MESS)*"
4603,Players from station on the radio (4),CAST,"Definition: Players
 Homophone of “caste”"
4604,"Hot, tense leading man — and, for Brecht, plays may be seen thus (2,3,5)",IN THE ROUND,"Definition: plays may be seen thus
 IN (hot, fashionable) + T[ense] + HERO + UND (German “and”)"
4605,"Playing eg Willy Loman, retiring chap’s arrested by police (11)",PERFORMANCE,"Definition: Playing
 Reverse of REP (Willy Loman is the eponymous character in Arthur Miller’s “Death of a Salesman”) + MAN in FORCE"
4606,"Way to play with voice, capturing large bird (10)",ALLEGRETTO,"Definition: Way to play
 L EGRET in ALTO – Italian word (diminutive of “allegro”) used in music to indicate a lively performance"
4607,They’re played in Hawaii and here by two card players (4),UKES,"Definition: They’re played in Hawaii
 UK (here) + E S (players in bridge); the ukulele originated in Hawaii"
4608,Sordid party offers something to play (8),BASEBALL,"Definition: something to play
 BASE (sordid) + BALL (party)"
4609,Pretty daughter is not back in play (6),DAINTY,"Definition: Pretty
 D + AIN’T + [pla]Y"
4610,What Puck will make in play is what happens before PM arrives (6),AMENDS,"Definition: What Puck will make in play
 Before afternoon starts, AM ENDS. The reference is to the last couplet of “A Midsummer Night’s Dream”, where Puck, aka Robin Goodfellow, says “Give me your hands if we be friends,/And Robin shall restore amends.”"
4611,"Playmaker, one running round Arsenal’s No 7 (6)",MILLER,"Definition: Playmaker
 [arsena]L in MILER"
4612,What 17 plays finding obstacle in course (8),ROULETTE,"Definition: What 17 plays
 LET in ROUTE – not all betters play roulette, so this should perhaps read “What 17 may play..”"
4613,Player of monsters to pull old samurai’s clothing (6),LUGOSI,"Definition: Player of monsters
 LUG + O + S[amura]I – Bela Lugosi famously played Dracula, and also Frankenstein’s monster, and probably others"
4614,Greek plays Brahms and Liszt trio with ease (8),ORESTEIA,"Definition: Greek plays
 (TRIO EASE)* – “Brahms and Liszt” is rhyming slang for “pissed”=drunk"
4615,"Healthy food, fare for Hollywood player (6)",BRANDO,"Definition: Hollywood player
 BRAN + DO (fare, as in “fare you well”)"
4616,"Rest international player, holding six-footer back (6)",CATNAP,"Definition: Rest
 Reverse of ANT (insect, six-footer) in CAP (international sportsperson)"
4617,Making slow movement in song that’s playing (6),NOSING,"Definition: Making slow movement
 (IN SONG)*"
4618,"Play with Italian footballers lacking freshness (7,4)",WINTER’S TALE,"Definition: Play
 W[ith] + INTER (Inter Milan, football team) +STALE. To be picky the title of the play is actually *The* Winter’s Tale"
4619,Contest to put in crosses for these players? (8),FORWARDS,"Definition: players
 WAR in FORDS (crosses a river)"
4620,Conservative government skewered by revolutionary writer in 25 play (8),CRUCIBLE,"Definition: 25 play
 Reverse of BIC in C RULE – again, the title of Miller’s play is *The* Crucible"
4621,American player not in love with a shaggy-haired creature (6),ALPACA,"Definition: shaggy-haired creature
 AL PACINO less IN O, + A"
4622,Race to enter competition with right player (6),BETTER,"Definition: player
 TT (motorbike races) in BEE (competition) + R"
4623,"In Barcelona, the regular number of players (6)",ELEVEN,"Definition: number of players
 EL (“the” in both Spanish and Catalan) + EVEN (regular)"
4624,"Ogle diva regularly? I see plays here (3,3)",OLD VIC,"Definition: plays here
 Alternate letters of OgLe DiVa + I C (no homophone needed: “see” is the spelled-out name of the letter C)"
4625,"Those with a common ancestor, see, put on board (5)",CLADE,"Definition: Those with a common ancestor
C (see) + LADE"
4626,"Initially rather proper, before love (5)",PRIMO,"Definition: Initially
PRIM + O"
4627,It doesn’t necessarily mean rhyming in deployment of note/lote round hokku’s end (13),HOMEOTELEUTON,"Definition: It doesn’t necessarily mean rhyming
HOME (in) + [hokk]U in (NOTE LOTE)* – it’s “the use or occurrence of similar word endings”"
4628,Tea supplying energy after study (5),CONGO,"Definition: Tea
CON (study) + GO"
4629,Drunken bar where diamonds are found? Jewellers made it up (7),MIRBANE,"Definition: Jewellers made it up
BAR* in MINE (diamonds are found in a mine). Chambers says it’s “an apparently meaningless word… a name for nitrobenzene, as used in perfumery” – so should the jewellers in the clue have been perfumiers?"
4630,"Baptismal robe, most rich in embroidery (8)",CHRISTOM,"Definition: Baptismal robe
(MOST RICH)*"
4631,SI unit end of a lecture brought to the fore (5),KATAL,"Definition: SI unit
A TALK with K moved to the front"
4632,It enables a gun to pivot in turn when moved about (8),TRUNNION,"Definition: It enables a gun to pivot
(IN TURN)* + ON (about)"
4633,Descriptive of a valve sat uncomfortably in stomach (8),BISTABLE,"Definition: Descriptive of a valve
SAT* in BIBLE (one of the stomachs of a ruminant)"
4634,Master at a loss with hard insolence (5),MOUTH,"Definition: insolence
M + OUT + H"
4635,"I may play composition of Satie, with 50% Chopin (8)",PIANISTE,"Definition: I may play
Anagram of SATIE + [cho]PIN, and “semi-&lit” as both composers wrote mostly for the piano"
4636,Flowers ships conveyed westwards (7),DAHLIAS,"Definition: Flowers
Reverse of SAIL HAD"
4637,Bones? Studied old couple from Roman times (5),RADII,"Definition: Bones
RAD (old form of “read”) + II (Roman 2)"
4638,"It disperses fevers, in fairness (13)",DEFERVERSCENCY,"Definition: It disperses
FEVERS* in DECENCY"
4639,Touches of yellow and red distinguishing some gardens (5),YARDS,"Definition: gardens
First letters of Yellow And Red Distinguishing Some"
4640,"Found in tea glass, we should be sent back! (5)",ALGAE,"Definition: Found in tea glass, we should be sent back
Hidden in reverse of tEA GLAss, &lit"
4641,An old woman with sun screen above her little darling (11),CHICK-A-BIDDY,"Definition: little darling
CHICK (Anglo-Indian sun screen) + A BIDDY (old woman)"
4642,Sub with chart entered wee stretch of water (6),LOCHAN,"Definition: wee stretch of water
CH[art] in LOAN (sub)"
4643,Special deal for atomiser? Write off (8),AMORTISE,"Definition: Write off
ATOMISER*"
4644,Wrinkly holds one up saying no (6),DENIAL,"Definition: saying no
A in reverse of LINED"
4645,Loaf little one’s consumed in pen (6),STOTTY,"Definition: Loaf
TOT in STY"
4646,"Gunners, model side on the outside, clobbered, losing heart (11)",DEMORALISED,"Definition: losing heart
RA in (MODEL SIDE)*"
4647,Grand border but it’s lacking light (4),GLIM,"Definition: light
G + LIM[it]"
4648,A single leg bone (6),PERONE,"Definition: leg bone
PER (a) + ONE – another name for the tibia"
