,Clue,Answer,Explanation
1874,Seafarers in midst of bankrupt state,KRILL,"Definition: Seafarers
<ban>**KR**<upt> (“in midst of” means middle letters only) + ILL (=state, i.e. Illinois); cryptically, as marine organisms, krill are “seafarers”"
1875,Serve woman after getting attention in pub,BEAR ARMS,"Definition: Serve 
[EAR (=attention, as in to have someone’s ear) in BAR (=pub)] + MS (=woman)"
1876,"Father, lingering outside earlier, heads mass frozen",FLOE,"Definition: mass frozen
**F**<ather> **L**<ingering> **O**<utside> **E**<arlier>; “heads” means initial letters only"
1877,Judge’s male friends visiting Gulf State,OMBUDSMAN,"Definition: Judge
[M (=male) + BUDS (=friend)] in OMAN (=Gulf State)"
1878,Imbecile getting university degree that’s bogus,ASSUMED,"Definition: bogus
ASS (=imbecile) + U (=university) + M Ed (=degree, i.e. Master of Education)"
1879,Agent for washers frequently seen in residence writing up,SOFTENER,"Definition: Agent for washers
OFTEN (=frequently) in SER (RES=residence; “writing up” indicates vertical reversal)"
1880,European providing rolling news,FINN,"Definition: European
FI (IF=providing; “rolling” indicates reversal) + N N (2 x N=new)"
1881,Ex-sportsman’s depression returned during lawsuit regularly,AGASSI,"Definition: Ex-sportsman
GAS (SAG=depression; “returned” indicates reversal) in <l>**A**<w>**S**<u>**I**<t> (“regularly” means alternate letters only); the reference is to US tennis player Andre Agassi (1970-)"
1882,"After reflecting, fixed line that is besetting new piece of poetry",SIXAINE,"Definition: piece of poetry
SIXA (AXIS=fixed line; “after reflecting” indicates reversal) + [N (=new) in I.E. (=that is)]; a sixaine is a stanza of six lines"
1883,"Tropical fishes, as temperature drops, stress",ANGST,"Definition: stress
T-ANGS (=tropical fishes, sea-surgeons); “temperature (=T) drops” means letter “t” moves to end of word"
1884,Aquatic traveller downsized workroom,SCULLER,"Definition: Aquatic traveller
**SCULLER**<y> (=workroom; “downsized” means last letter dropped"
1885,Broadcaster upset costume designers essentially,BRAGG,"Definition: Broadcaster
BRAG (GARB=costume; “upset” indicates vertical reversal) + <desi>**G**<ners> (“essentially” means middle letter only); the reference is to UK broadcaster Melvyn Bragg (1939-)"
1886,Winner of Manx beauty contest reportedly a bombshell?,MISSILE,"Definition: a bombshell
Homophone (“reportedly”) of “Miss Isle (of Man)” (=winner of Manx beauty contest)"
1887,Some dressing restriction by parents inhibits one,BAND-AIDS,"Definition: Some dressing
BAN (=restriction) + [I (=one) in DADS (=parents)]"
1888,Copper emotional about grand chap who’s been deceived,CUCKOLD,"Definition: chap who’s been deceived
CU (=copper) + [K (=grand, i.e. 1000) in COLD (=unemotional)]"
1889,Idiotic adherent’s fruit dropping on Lib Dem MP,LEMMING,"Definition: Idiotic adherent
**LEM**<on> (=fruit; “dropping on” means letters “on” are dropped) + MING (=Lib Dem MP, i.e. Ming Campbell)"
1890,Very old soldier seen in retirement homes,IGLOOS,"Definition: homes
SO (=very) + OL’ (=old) + GI (=soldier); “seen in retirement” indicates reversal"
1891,Cath’s outside branch entrance,CHARM,"Definition: entrance
**C**<at>**H** (“outside” means first and last letters only) + ARM (=branch)"
1892,“Love x” seals first two letters,BABY,"Definition: Love
A B (=first two letters, i.e. of alphabet) in BY (=x, as in 6m x/by 3m)"
1893,Cut probability of loss entailed in gamble,BRISKET,"Definition: Cut 
RISK (=probability of loss) in BET (=gamble)"
1894,Like shingle layer around when tide goes out,PEBBLY,"Definition: Like shingle
EBB (=when tide goes out) in PLY (=layer, e.g. 2-ply tissues)"
1895,Essential to restructure private income when officer’s retired,IMPERATIVE,"Definition: Essential
*(**PRIVATE I**<nco>**ME**); “when officer’s (=NCO) retired” means letters “nco” have been dropped from anagram, indicated by “restructured”"
1896,Monitors // badgers,BUGS,"Definition: Monitors // badgers
Double definition"
1897,I eat Kent whelks prepared for dodgy one that might cause chain reaction?,THE WEAKEST LINK,"Definition: dodgy one that might cause chain reaction?
*(I EAT KENT WHELKS); “prepared” is anagram indicator"
1898,Property lawyer has designated area – it’s useful when one’s job on the line,CONVEYOR BELT,"Definition: it’s useful when one’s job on the line
CONVEYOR (=property lawyer) + BELT (=designated area, as in green belt, consumer belt); the “line” in the definition is a production line"
1899,"As for addiction, kick it here",REHAB,"Definition: here
RE (=as for) + **HAB**<it> (=addiction; “kick it” means letters “it” are dropped)"
1900,Member of student union turned Muslim,SUNNI,"Definition: Muslim
IN NUS (=member of student union, i.e. National Union of Students); “turned” indicates reversal"
1901,Move from rundown street by central Bellevue,RESETTLE,"Definition: Move from
*(STREET) + <bel>**LE**<vue> (“central” means middle letters dropped); “rundown” is anagram indicator"
1902,"Naughty child knocking over firework I set off at end of display, being impervious to threat?",IMPREGNABILITY,"Definition: being impervious to threat
IMP (=naughty child) + REGNAB (BANGER=firework; “knocking over” indicates reversal) + I + LIT (=set off, e.g. firework) + <displa>**Y** (“end of” means last letter only)"
1903,"Country pursuing a myth, becoming detached",ALIENATION,"Definition: becoming detached
A + LIE (=myth) + NATION (=country)"
1904,"To win award for reporting, get involved",MEDDLE,"Definition: get involved
Homophone (“for reporting”) of “medal” (=award)"
1905,"Pull a face, biting off first piece of tough fish",GURNARD,"Definition: fish
GURN (=pull a face) + <h>**ARD** (=tough; “biting off first piece” means first letter dropped); a gurnard is a fish with a large, bony-plated angular head"
1906,"False head of tribe, outwardly religious and self-important",BUMPTIOUS,"Definition: self-important
BUM (=false) + [**T**<ribe> (“head of” means first letter only) in PIOUS (=religious)]"
1907,Female temptress heading off to the Orient,IRENE,"Definition: Female
<s>**IREN** (=temptress; “heading off” means first letter dropped) + E (=the Orient, i.e. East)"
1908,Up-and-coming minister held by pull of wickedness,KNAVERY,"Definition: wickedness
REV (=minister, i.e. reverend) in YANK (=pull); “up-and-coming” indicates (here full) vertical reversal"
1909,"Doing this, start off attacking with terror – upset, I’ll chip in",TRICK-OR-TREATING,"Definition: this
I in [<a>**TTACKING** + TERROR]; “start off” means first letter dropped; “upset” is anagram indicator"
1910,Papers served on Queen by one preparing suit?,PRESSER,"Definition: one preparing suit
PRESS (=(news)papers) + ER (=Queen); the “presser” here is one ironing a suit"
1911,Headgear of Spooner’s to hamper movement of cricketer,BOBBLE HAT,"Definition: Headgear
Spoonerism of “hobble (=hamper movement of) + bat (=cricketer)”"
1912,What fire may need to get started,LOG ON,"Definition: to get started
A fire may need a log on it to burn better"
1913,"No ordinary cooker, energy-approved and regarded with awe",VENERATED,"Definition: regarded with awe
<o>**VEN** (=cooker; “no ordinary (=O)” means letter “o” is dropped) + E (=energy) + RATED (=approved)"
1914,Cheekily flirt with date towards end of romantic film?,BOLLYWOOD,"Definition: romantic film?
BOL-D-LY WOO (=cheekily flirt); “with date (=D) towards end” means letter “d” moves to end of answer)"
1915,Churlish fellow hauled over coals?,INGRATE,"Definition: Churlish fellow
Cryptically, someone literally “hauled over coals” would find himself in the grate of a fireplace!"
1916,"One’s in PR, missing nothing in contortions",SPINNER,*(<o>**NE’S IN PR**); “missing nothing (=O)” means letter “o” is dropped; “in contortions” is anagram indicator; & lit.
1917,I disagree – this is how I see things,MY EYE,"Definition: I disagree
Cryptically, my eye is how I see things, what I see with"
1918,"Within carriages, inch forward",INTRA,"Definition: Within
TRA-IN (=carriages); “inch (=IN) forward” means letters “in” are moved to front of word"
1919,Slender people and small one join imperceptibly,SLIP-STITCH,"Definition: join imperceptibly
SLIPS (=slender people, as in a slip of a girl) + TITCH (=small one, i.e. small person)"
1920,School traps large bluebottle,PLOD,"Definition: bluebottle
L (=large) in POD (=school, e.g. of whales)"
1921,"Make changes in pub round, bigger at the end?",INNOVATE,"Definition: Make changes 
INN (=pub) + OVATE (=round, bigger at the end, i.e. egg-shaped)"
1922,Barker first catalogued Mozart work in the past,YORKIE,"Definition: Barker
K1 (=first catalogued Mozart work, in the Köchel catalogue) in YORE (=the past); the “barker” concerned is the Yorkshire terrier dog!"
1923,I’m serious judge in recess before end of case,NO JOKE,"Definition: I’m serious 
[J (=judge) in NOOK (=recess)] + <cas>**E** (“end of” means last letter only)"
1924,Container for sandwiches // or meat and two veg?,LUNCH BOX,"Definition: Container for sandwiches // or meat and two veg?
Double definition, the second of the two referring to a strategic part of the male anatomy!"
1925,Jet possibly having Kentucky as a location,INKY,"Definition: Jet 
IN KY (=possibly having Kentucky as a location, where KY is the abbreviation for the US state of Kentucky)"
1926,"Strain is terrible, engulfing American Kremlin expert?",RUSSIANIST,"Definition: Kremlin expert?
US (=American) in *(STRAIN IS); “terrible” is anagram indicator"
1927,Legislation as a whole restricting French and producing small figures,STATUETTES,"Definition: small figures
ET (=French and, i.e. the French word for and) in STATUTES (=legislation as a whole)"
1928,Lead for earth sheathed by bloody short live wire,GOER,"Definition: live wire
**E**<arth> (“lead for” means first letter only) in **GOR**<y> (=bloody; “short” means last letter dropped)"
1929,Fish in lock with no tall plants,TREELESS,"Definition: with no tall plants
EEL (=fish) in TRESS (=lock, of hair)"
1930,"Religious woman cheers in Rome, shunning a papal ambassador",NUNCIO,"Definition: papal ambassador
NUN (=religious woman) + **CI**<a>**O** (=cheers in Rome, i.e. informal Italian expression for goodbye; “shunning a” means letter “a” is dropped)"
1931,Eastern Slavic man losing very simply,EASILY,"Definition: simply
E (=Eastern) + <v>**ASILY** (=Slavic man, i.e. a Slavic male forename; “losing very (=V)” means letter “v” is dropped)"
1932,Wishing well statement with deduction of variable in brief period of activity,BLESS YOU,"Definition: Wishing well statement
[LESS (=with deduction of) + Y (=variable, in algebra)] in **BOU**<t> (=period of activity; “brief” means last letter is dropped)"
1933,Rip off back of loose garment,ROBE,"Definition: garment
ROB (=rip off, con) + <loos>**E** (“back of” means last letter only)"
1934,Intended receivers to notice returns on commercial clothing style,ADDRESSEES,"Definition: Intended receivers
AD (=commercial) + DRESS (=clothing style) + EES (SEE=notice; “returns” indicates reversal)"
1935,It’s so funny accepting incorporated name for city,LINCOLN,"Definition: city
[INC (=incorporated) in LOL (=It’s so funny, i.e. “laugh out loud”, in mobile phone speak)] + N (=name)"
1936,Spray containing radioactive thorium splitting is seen somehow to do light energy conversion,PHOTOSYNTHESISE,"Definition: to do light energy conversion
[HOT (=radioactive, in slang) in POSY (=spray, of flowers)] + [TH (=thorium in *(IS SEEN)]; “somehow” is anagram indicator"
1937,Somewhat unpleasant person such as grass cut down,TO A DEGREE,"Definition: Somewhat
TOAD (=unpleasant person) + E.G. (=such as) + **REE**<d> (=grass; “cut down” means last letter is dropped)"
1938,Support for training ploughmen turning all but edges,TRELLIS,"Definition: Support for training
T-ILLER-S (=ploughmen); “turning all but edges” means that all but first and last letters are reversed; gardeners train plants over trellises"
1939,"Composer’s skilful, transposing middle and bottom parts",HAYDN,"Definition: Composer
HA-N-D-Y (=skilful); “transposing middle and bottom parts” means that the central and last letters swap places; the reference is to Austrian composer Joseph Haydn (1732-1809)"
1940,Equality in addition seeing so complicated a method of unaided multiplication,PARTHENOGENESIS,"Definition: a method of unaided multiplication
PAR (=equality) + THEN (=in addition) + *(SEEING SO); “complicated” is anagram indicator; according to Chambers, parthenogenesis is reproduction by means of an unfertilised ovum"
1941,"Zero less than zero divided by zero, giving a negative sign?",OMINOUS,"Definition: giving a negative sign?
O (=zero) + [O (=zero) in MINUS (=less than zero)]"
1942,Hollow cries with nine crushed,INSINCERE,"Definition: Hollow 
*(CRIES + NINE); “crushed” is anagram indicator"
1943,Violent storm split flap,TORNADO,"Definition: Violent storm 
TORN (=split) + ADO (=flap, fuss)"
1944,"Raising sum owed, established trial arrangement",TEST BED,"Definition: trial arrangement
DEBT (=sum owed) + SET (=established, fixed); “raising” indicates (here full) vertical reversal"
1945,Extended play does live poetry event,EPISODE,"Definition: event
EP (=extended play) + IS (=does live) + ODE (=poetry)"
1946,High-society madam’s partly visible roots,ETYMA,"Definition: roots
Hidden (“partly visible”) in “high-soci**ETY** **MA**dam’s”; etyma are the roots, true origins of words, hence etymology"
1947,"Observed at church, entering married[AT + CH (=church)] in WED (=married)",WATCHED,Definition: Observed
1948,"Judge: without question one has a French nameJ (=judge) + [QU (=question) in ACE (=one, in cards)] + ‘S (=has)",JACQUES,Definition: a French name
1949,"Some coppers and officer leave the train here!SM (=officer, i.e. sergeant-major) + ALL CHANGE (=leave the train here!)",SMALL CHANGE,Definition: Some coppers
1950,Sporting honour accepted by Celtic apparentlyHidden (“accepted”) in “CeltiC APparently”,CAP,Definition: Sporting honour
1951,Ignore newly-developed area(IGNORE); “newly-developed” is anagram indicator,REGION,Definition: area
1952,"Someone making great effort as school teacherS (=school, as in LSE) + TRAINER (=trainer)",STRAINER,Definition: Someone making great effort
1953,"Fruit // machine?Double definition: a BlackBerry is a wireless handheld telecommunications device, hence “machine”",BLACKBERRY,Definition: Fruit // machine?
1954,"Northerner having time to back small businessS (=small) + CO (=business, i.e. company) + T (=time)",SCOT,Definition: Northerner
1955,"Person rewarding good service has no money in bankTI<pp>ER (=person rewarding good service); “has no money” means that letters “pp”, i.e. 2 x p=penny/pence, are dropped",TIER,Definition: bank
1956,A container left by one in part of town? That’s sweet[A + BAG (=container) + L (=left) + I (=one)] in ZONE (=part of town),ZABAGLIONE,Definition: sweet
1957,Love girl in a fresh novelO (=love) + (GIRL IN A); “fresh” is anagram indicator,ORIGINAL,Definition: novel
1958,Entertains two Americans with Last of the MohicansAM (=American) + US (=American) + <th>E <Mohican>S (“last of” means last letters only),AMUSES,Definition: Entertains
1959,Country without fashionable resortSPA<in> (=country); “without fashionable (=in)” means the letters “in” are dropped,SPA,Definition: resort
1960,Furniture // stripper?The reference is to the work of cabinet-maker Thomas Chippendale and to male strippers The Chippendales,CHIPPENDALE,Definition: Furniture // stripper?
1961,"Northern team made determined advances, reportedlyHomophone (“reportedly”) of “pressed on” (=made determined advances)",PRESTON,
1962,I spy … almost spy … an amphibious creatureSP<y> (“almost” means last letter dropped) + OTTER (=amphibious creature),SPOTTER,Definition: I spy
1963,"Ruler of the Caribbean, say, is more enlightenedWI’s ER (=ruler of the Caribbean, say, i.e. the Queen of the West Indies)",WISER,Definition: more enlightened
1964,"Hurry, failing to finish mealTEA<r> (=hurry); “failing to finish” means last letter is dropped",TEA,Definition: meal
1965,"I’ll steer, say, beyond either side of high slopesH (“either side of high”, i.e. first or last letter) + I’LL + homophone (“say”) of “ox” (=steer)",HILLOCKS,Definition: slopes
1966,Hard left supporting up-and-coming modern-day writerDA (AD=modern-day; “up-and-coming” indicates vertical reversal) + H (=hard) + L (=left); the reference is to British writer Roald Dahl (1916-90),DAHL,Definition: writer
1967,"Caretaker’s case with nothing in after bank holiday?JAN 1 (=bank holiday, i.e. New Year’s Day) + [O (=nothing) in TRIAL (=case)]",JANITORIAL,Definition: Caretaker’s
1968,Every other bit of current article is Greek to meC<u>R<r>E<n>T (“every other bit of” means alternative letters only are used) + AN (=article),CRETAN,Definition: Greek to me
1969,"Right-wingers caught infiltrating union, briefly wanting us out{[CONS (=right-wingers, i.e. conservatives) + C (=caught)] in UNIO<n> (“briefly” means last letter dropped)} + US",UNCONSCIOUS,Definition: out
1970,"US shop in street arranged to stock dearer merchandise at last[UP (=dearer, of prices) + <merchandis>E (“at last” means last letter only)] in (STREET); “arranged” is anagram indicator; a superette is a small local supermarket in Australia and North America",SUPERETTE,Definition: US shop
1971,Millions captivated by terribly vain reggae idolM (=millions) in (VAIN REGGAE); “terribly” is anagram indicator,GRAVEN IMAGE,Definition: idol
1972,"Maybe uncle grabs a kiss for fun?[A + X (=kiss, e.g. on letter)] in RELATION (=maybe uncle)",RELAXATION,Definition: fun
1973,"Toast initially burnt too much: order drinkB<urnt> (“initially” means first letter only) + OTT (=too much, i.e. over-the-top) + OM (=order, i.e. Order of Merit) + SUP (=drink)",BOTTOMS UP,Definition: Toast
1974,"Lover joins officer dancingFLAME (=lover) + NCO (=officer, i.e. non-commissioned officer)",FLAMENCO,Definition: dancing
1975,Daughter and I would get place to sleep somewhere in OxfordshireD (=daughter) + I’D (=I would) + COT (=place to sleep),DIDCOT,Definition: somewhere in Oxfordshire
1976,Weapon Egyptian leader kept in boxE<gyptian> (“leader” means first letter only) in SPAR (=box),SPEAR,Definition: Weapon
1977,"Round piano, see us making musicO (=round, in shape) + P (=piano) + US",OPUS,Definition: music
1978,"It’s at the back, silly, not the front<d>AFT (=silly); “not the front” means first letter is dropped",AFT,Definition: at the back
1979,24D’s beast eating another by a railway,CASSOWARY,"Definition: 24D
[ASS (=another beast) in COW (=beast)] + A + RY (=railway); the definition here and in all other across clues is “bird” (=entry at 24D)"
1980,"24D’s salesman, one parking in reverse",PIPER,"Definition: 24D
REP (=salesman) + I (=one) + P (=parking); “in reverse” indicates (here full) reversal"
1981,24D’s Christopher Marlowe’s end,KITE,"Definition: 24D
KIT (=Christopher, i.e. short form) + <marlow>**E** (“end” means last letter only)"
1982,24D’s pompous Republican conceals capital,BUDGERIGAR,"Definition: 24D
RIGA (=capital, of Latvia) in [BUDGE (=pompous, stiff) + R (=Republican)]"
1983,24D’s the usual nonsense,PARROT,"Definition: 24D
PAR (=the usual) + ROT (=nonsense)"
1984,24D’s sunfish?,STARLING,"Definition: 24D
STAR (=sun) + LING (=fish)"
1985,24D’s flower trick,FALCON,"Definition: 24D
FAL (= “flower”, i.e. river, in Cornwall) + CON (=trick)"
1986,24D’s outlaw cheers Frenchman,BANTAM,"Definition: 24D
BAN (=outlaw) + TA (=cheers, i.e. thank you) + M (=Frenchman, i.e. Monsieur)"
1987,24D’s ring of fire?,FLAMINGO,"Definition: 24D
Cryptically, a “flaming O (from shape)” would be a “ring of fire”"
1988,"24D’s sending off: way out for player, to begin with",REDCAP,"Definition: 24D
RED CA-RD (=sending off, in football); “way out for player, to begin with” means letters “rd” (=way, i.e. road) are replaced by letter “p”<layer> (“to begin with” means first letter only)"
1989,"24D’s number, say, Hieroglyph paid back after court",WOOD PIGEON,"Definition: 24D
WOO (=court, as verb) + DPIGEON (NO=number + E.G. (=say) + I (=Hieroglyph, i.e. setter of this puzzle) + PD (=paid); “back” indicates reversal)"
1990,24D’s pub grub after losing key game,BARB,"Definition: 24D
BAR (=pub) + <gru>**B** (“after losing key (=G, in music) + RU (=game, i.e. rugby union”) means letters “gru” are dropped); amongst other things, a barb is a dark-coloured fancy pigeon!"
1991,24D’s learner in lake,MERLE,"Definition: 24D
L (=learner) in MERE (=lake)"
1992,24D’s my second outburst,CORMORANT,"Definition: 24D
COR (=my, as exclamation) + MO (=second, i.e. moment) + RANT (=outburst)"
1993,Very much at home before a meal,FARINA,"Definition: meal
FAR (=very much) + IN (=at home) + A; farina is ground corn, a mealy powder, cf. la farine=flour in French"
1994,Man perhaps excised start of passage,ISLE,"Definition: Man perhaps
<a>**ISLE** (=passage); “excised start of” means first letter is dropped"
1995,Women held in roadside robbery in the first instance talk with officer in pairs,TWO BY TWO,"Definition: in pairs
[W (=women) in TOBY (=roadside robbery)] + **T**<alk> **W**<ith> **O**<fficer> (“in the first instance” means first letters only)"
1996,Most dry areas limit journey time,ARIDEST,"Definition: Most dry
[RIDE (=journey) in AS (areas, where a=area)] + T (=time)"
1997,Excited learners following notes at English Department,TITILLATED,"Definition: Excited 
TI TI (=notes, 2 x ti) + L L (=learners, 2 x L=learner) + AT + E (=English) + D (=Department)"
1998,A new northern university’s in style every year,PER ANNUM,"Definition: every year
[A + N (=new) + N (=northern) + U (=university)] in PERM (=style)"
1999,Olympian chap runs about,HERA,"Definition: Olympian
HE (=chap, i.e. a male) + R (=runs, in cricket) + A (=about)"
2000,Bad loser admits procedure left examples to be followed,ROLE MODELS,"Definition: examples to be followed
[MODE (=procedure) + L (=left)] in *(LOSER); “bad” is anagram indicator"
2001,Adherent of retuning Liberal subordinate,FOLLOWER,"Definition: Adherent
FO (OF; “returning” indicates reversal) + L (=liberal) + LOWER (=subordinate)"
2002,"A companion paper for e.g. Ofqual, Ofsted",ACRONYMS,"Definition: e.g. Ofqual, Ofsted
A + CRONY (=companion) + MS (=paper, i.e. manuscript); for example, Ofsted is the acronym used for the Office for Standards in Education"
2003,Dances thus on pitch when in the ascendant,BOLEROS,"Definition: Dances
SO (=thus) + RE (=on) + LOB (=pitch, throw); “when in the ascendant” indicates vertical reversal"
2004,Catch fish in the Netherlands,NAIL,"Definition: Catch
AI (=fish, i.e. small edible Japanese fish) in NL (=the Netherlands, in IVR)"
2005,Notorious Australian bishop accepted holy books,ARRANT,"Definition: Notorious
A (=Australian) + RR (=bishop, i.e. Right Reverend) + A (=accepted) + NT (=holy books, i.e. New Testament)"
2006,Try restraining right winger,BIRD,"Definition: winger
R (=right) in BID (=try); cryptically, a “winger” is a bird in that it has wings and flies; this gateway clue provides the definition for all across clues"
2007,German city forgetting name of Australian composer,BERLIOZ,"Definition: composer
**BERLI**<n> (=German city; “forgetting name (=N)” means letter “n” is dropped) + OZ (=Australian); the reference is to French composer Hector Berlioz (1803-69)"
2008,Collects a million geese,AMASSES,"Definition: Collects
A + M (=million) + ASSES (=geese, i.e. foolish people)"
2009,Fleet about to secure introduction of marine post,SNAIL MAIL,"Definition: post
[NAIL (=to secure) + **M**<arine> (“introduction of” means first letter only)] in SAIL (=FLEET, i.e. to pass or float smoothly along)"
2010,S-sorry trail,SPOOR,"Definition: trail
S + POOR (=sorry, as in a sorry state of affairs)"
2011,One trying teaching post with little hesitation,MASTER,"Definition: One trying teaching
MAST (=post, as on ship) + ER (=little hesitation)"
2012,"Russian writer, endless swell, swilling vodka, missing day",BULGAKOV,"Definition: Russian writer
**BULG**<e> (=swell; “endless” means last letter dropped) + *(**VO**<d>**KA**); “missing day (=D)” means letter “d” is dropped from anagram, indicated by “swilling”; the reference is to Russian writer Mikhail Bulgakov (1891-1940), best known for The Master and Margarita (1967, published posthumously), alluded to in 11 and 16"
2013,Not entirely right to apprehend father as a traitor,JUDAS,"Definition: a traitor
DA (=father, in dialect) in **JUS**<t> (=right; “not entirely” means last letter dropped)"
2014,One corrects theatre’s song expert?,REPAIRMAN,"Definition: One corrects
REP (=theatre, i.e. repertory) + AIR MAN (=song expert, cryptically)"
2015,Suffer cut applied to public transport – nightmares,INCUBUSES,"Definition: nightmares
**INCU**<r> (=suffer; “cut” means last letter dropped) + BUSES (=public transport)"
2016,Queen’s love accepted by Kings – that’s a mistake,ERROR,"Definition: a mistake
ER (=Queen) + [O (=love, i.e. zero score) in R R (=Kings, i.e. 2 x R=Rex)]"
2017,H<orrible> (“head of” means first letter only) in [BEE + MOTH (=insects)],BEHEMOTH,
2018,Roman official affected by religion recently,PILATE,"Definition: Roman official
PI (=affected by religion, pious) + LATE (=recently); the reference is to Pontius Pilate, the fifth prefect of the province of Judaea, best known for presiding over the trial of Jesus"
2019,Banish? Be better to show change of heart,EXPEL,"Definition: Banish
EX-C-EL (=be better than); “to show change of heart” means middle letter is replaced, here from “c” to “p”"
2020,What mayoral candidate offers to do? One shouldn’t believe it,MENDACITY,"Definition: One shouldn’t believe it
Cryptically, a mayoral candidate offers to “mend a (broken) city” if elected"
2021,Greek city recognises no women’s alarm-call,KNOSSOS,"Definition: Greek city
**KNO**<w>**S** (=recognises; “no women (=W)” means letter “w” is dropped) + SOS (=alarm call); the reference is to the ancient Greek city of Knossos, on Crete, now Heraklion"
2022,Be told to fill quantity of computer memory (mostly committed to memory),BY HEART,"Definition: committed to memory
HEAR (=be told) in **BYT**<e> (=computer memory; “mostly” means last letter dropped)"
2023,Sweeper to live thus before start of match,BESOM,"Definition: Sweeper
BE (=to live) + SO (=thus) + **M**<atch> (“start of” means first letter only)"
2024,Hard to participate in pop music and disco dancing with ecstatic feeling,RHAPSODIC,"Definition: with ecstatic feeling
[H (=hard) in RAP (=pop music)] + *(DISCO); “dancing” is anagram indicator"
2025,Complaint is about student getting school punishment I avoided,ILLNESS,"Definition: Complaint
[L (=student, learner) + **L**<i>**NES** (=school punishment; “I avoided” means letter “i” is dropped)] in IS"
2026,Blaze always involved fire,ZEAL,"Definition: fire
Hidden (“involved”) in “bla**ZE** **AL**ways”"
2027,Versatile naval officer drawn in by a couple of pounds prize money,ALL-PURPOSE,"Definition: Versatile
PO (=naval officer, i.e. petty officer) in [A + L L (=couple of pounds, i.e. 2 x L=pound) + PURSE (=prize money, for boxing bout)]"
2028,"One gets on with it, picking up spear",ASSEGAI,"Definition: spear
I (=one) + AGES (=gets on (in years)) + SA (=it, i.e. sex appeal); “picking up” indicates vertical reversal"
2029,Singular wine – something sensational?,SHOCK,"Definition: something sensational?
S (=singular, in grammar)+ HOCK (=wine)"
2030,Tear finally shed in reinvention of screen writer,SCRIVENER,"Definition: writer
**RIV**<e> (=tear, as verb; “finally shed” means last letter dropped) in *(SCREEN); “reinvention of” is anagram indicator; scrivener is another word for a scribe, hence “writer”"
2031,Girl with them is misrepresented in newspaper,IRISH TIMES,"Definition: newspaper
IRIS (=girl, i.e. girl’s name) + *(THEM IS); “misrepresented” is anagram indicator"
2032,Event enabling you to live out of time?,JAILBREAK,"Cryptic definition, where “(doing) time” refers to serving a prison sentence"
2033,Cocktail to damage front of golden tiara badly,MARGARITA,"Definition: Cocktail
MAR (=to damage) + **G**<olden> (“front of” means first letter only) + *(TIARA); “badly” is anagram indicator"
2034,"Gets vaguely through wretched, sad period, losing heart",BUMBLES,"Definition: Gets vaguely through
BUM (=wretched, despicable) + **BL**<u>**ES** (=sad period; “losing heart” means middle letter is dropped)"
2035,Hot water supply set up – cheers accepted – comments after departure,EPITAPH,"Definition: comments after departure
TA (=cheers, thank you) in [EPIPH (H (=hot) + PIPE (=water supply)]; “set up” indicates vertical reversal; the “departure” of the definition is death, cf. dearly departed"
2036,Greeting parish priest with love in holy man’s residence,HIPPO,"Definition: holy man’s residence
HI (=greeting) + PP (=parish priest) + O (=love, i.e. zero score); the reference is to early Christian theologian Saint Augustine of Hippo (354-430)"
2037,European borders of Germany – point identifying country,EGYPT,"Definition: country
E (=European) + **G**<erman>**Y** **P**<oin>**T** (“borders of” means first and last letters only)"
2038,Fail to notice some bread rising,SNUB,"Definition: Fail to notice
BUNS (=some bread); “rising” indicates vertical reversal"
2039,Pass on perhaps in Hebridean location,COLONSAY,"Definition: Hebridean location
COL (=pass, in mountains) + ON + SAY (=perhaps); Colonsay is an island in the Inner Hebrides"
2040,Call over Conservative historian and poet,BELLOC,"Definition: historian and poet
BELL (=bell, telephone) + O (=over, in cricket) + C (=Conservative); the reference is to Anglo-French historian and poet Hilaire Belloc (1870-1953)"
2041,Pair perhaps unwelcome in this trial marriage,TEST MATCH,"Definition: Pair perhaps unwelcome in this
TEST (=trial) + MATCH (=marriage); a pair is a(n unwelcome) score of no runs in both innings of a cricket match"
2042,Erstwhile partner works in return for bonus,EXTRA,"Definition: bonus
EX (=erstwhile partner) + TRA (ART=works; “in return” indicates reversal)"
2043,One lighting fire butler put out with claret,TRACER BULLET,"Definition: One lighting fire
*(BUTLER + CLARET); “put out” is anagram indicator; a tracer bullet has a small pyrotechnic charge in its base, hence “one lighting fire”, cryptically"
2044,Girl denied introduction creates atmosphere,AURA,"Definition: atmosphere
<l>**AURA** (=girl); “denied introduction” means first letter dropped"
2045,Tees here required leave for clues to be rewritten,GOLF COURSE,"Definition: Tees here
GO (=leave) + *(FOR CLUES); “to be rewritten” is anagram indicator: the reference here is to golf supports and not to the compiler of this puzzle!"
2046,City folk demanding fresh deliveries,NEW YORKERS,"Definition: City folk
NEW (=fresh) + YORKERS (=deliveries, balls, in cricket)"
2047,Does // spiritual work,ACTS,"Definition: Does // spiritual work
Double definition: Acts is the fifth book of the New Testament, hence “spiritual work”"
2048,Put back into service on assignment to keep constant order,RECOMMISSION,"Definition: Put back into service
[C (=constant) + OM (=order, i.e. Order of Merit)] in [Re (=on, regarding) + MISSION (=assignment)]; for example, a recommissioned power station is one that is put back into service"
2049,Nonsense about Indy causes stir,ROUST,"Definition: stir
US (=Indy, i.e. this newspaper) in ROT (=nonsense)"
