,Clue,Answer,Explanation
3961,"Axe short tree trunk, one overshadowed by tree (7)",ABOLISH,"Definition: Axe
An envelope (‘overshadowed by’) of BOL[e] (‘tree trunk’) minus its last letter (‘short’) plus I (‘one’) in ASH (‘tree’)."
3962,"Commonly a chain letter — I define it differently (3,10,7)",THE INDEFINITE ARTICLE,"Definition: Commonly a
An anagram (‘differently’) of ‘chain letter I define it’. I like it."
3963,"Opportunists, possibly, those grasping Persians (13)",CARPETBAGGERS,"Definition: Opportunists
Definition and literal interpretation, with ‘Persians’ indicating carpets."
3964,Matched question put in to worry journalist (7),EQUATED,"Definition: Matched
An envelope (‘put in’) of QU (‘question’) in EAT (‘worry’) plus ED (‘journqalist’)."
3965,Immovable barrier straddled by a six-footer (7),ADAMANT,"Definition: Immovable
An envelope (‘streaddled by’) of DAM (‘barrier’) in ‘a’ plus ANT (insect, ‘six-footer’)."
3966,"Broadcast appears over and over again (4,5)",SOAP OPERA,"Definition: Broadcast appears over and over again
An anagram (‘broadcast’) of ‘appears’ plus O O (‘over and over again’). A very neat &lit."
3967,Villain in white van keeps coming round (5),KNAVE,"Definition: Villain
A hidden (‘in’) reversed (‘coming round’) answer in ‘whit**E VAN K**eeps’."
3968,Welsh representation in Midlands town (4),LEEK,"Definition: Welsh representation
Double definition. The town is in Staffordshire."
3969,A gem of a game? (9),SOLITAIRE,"Definition: gem
A cryptic cum double definition; a SOLITAIRE is a gem, particularly a diamond, set by itself."
3970,"Hearts lost to Jesus in, for example, part of church (8)",SACRISTY,"Definition: part of church
An envelope (‘in’) of C[h]RIST (‘Jesus’) minus the H (‘hearts lost’) in SAY (‘for example’)."
3971,“Climbing record broken by English team” — small picture feature (5),PIXEL,"Definition: small picture feature
An envelope (‘broken by’) of E (‘English’) plus XI (eleven, ‘team’) in LP (‘record’), all reversed (‘climbing’ in a down light)."
3972,"Victims of WW1 the result of power station closure? (4,10)",LOST GENERATION,"Definition: Victims of WW1
Definition and literal interpretation."
3973,"Destructive force moving mountains? No, no! (7)",TSUNAMI,"Definition: Destructive force
An anagram (‘moving’) of ‘m[o]u[n]tains’ minus NO (‘No no’)."
3974,Holy Joe restricting foul crone’s base benefit (9),PRIVILEGE,"Definition: benefit
A charade of PRIVILEG, an envelope (‘restricting’) of VILE (‘foul’) in PRIG (‘Holy Joe’, a military chaplain, or, here, a sanctimonious or self-righteous person) plus E (‘cron**E**‘s base’)."
3975,Declared source of funding for EU members (6),CZECHS,"Definition: EU members
Sounds like (‘declared’) CHEQUES (‘source of funding’)."
3976,"Recording to cover item put on by gents after game (8,6)",SHOOTING JACKET,"Definition: item put on by gents after game
A charade of SHOOTING (‘recording’ of a film) plus JACKET (‘cover’); ‘after game’ refers to the animals being shot."
3977,Support train loses time taking 100 aboard (9),ENCOURAGE,"Definition: Support
An envelope (‘taking … aboard’) of C (‘100’) in EN[t]OURAGE (‘train’) minus the T (‘loses time’). The C is a direct replacement for the T, but the clue does not tell you that."
3978,"Weariest jockeys, in a way (2,2,4)",AS IT WERE,"Definition: in a way
An anagram (‘jockeys’) of ‘weariest’."
3979,"Constant truncated, presumably (7)",ENDLESS,"Definition: Constant
Double definition."
3980,This may bore lawman caught up in affray (7),BRADAWL,"Definition: This may bore
An envelope (‘caught up in’) of DA (District Attorney, American ‘lawman’) in BRAWL (‘affray’). Or you might take ‘up’ as indicating a reversal, in which case the first A, rather than the second, is the one belonging with the D. Same difference."
3981,"Such words are equivocal, as wife takes stand (6)",WEASEL,"Definition: Such words are equivocal
A charade of W (‘wife’) plus EASEL (‘stand’)."
3982,Wartime show mounted to conceal a fiddle (5),AMATI,"Definition: fiddle
An envelope (‘to conceal’) of ‘a’ in ITMA (even I can say that it is a bit before my time; ITMA – It’s That Man Again – was a popular radio comedy programme featuring Tommy Handley which was broadcast during and a little after the Second World War), all reversed (‘mounted’ in a down light), for the family of violin makers (or, as the clue indicates, one of their products), most famously Nicolo. I suspect that some people have learned a lot from a five-lettered answer!"
3983,Port in Scottish house inspiring caller (7),CLARION,"Definition: inspiring caller
An envelope (‘in’) of RIO (‘port’) in CLAN (‘Scottish house’)."
3984,"5 bored with stage on reflection, one gathered (7)",GIELGUD,"Definition: 5
An envelope (‘gathered’) of I (‘one’) in GELGUD, a reversal (‘on reflection’) of DUG (‘bored’) plus LEG (‘stage’), for John Gielgud, actor."
3985,"One in opposition, for example, seen in anger, I suspect (9)",GAINSAYER,"Definition: One in opposition
An envelope (‘seen in’) of SAY (‘for example’) in GAINER, an anagram (‘suspect’) of ‘anger I’."
3986,Decent play’s ending for Puck (5),FAIRY,"Definition: Puck
A charade of FAIR (‘decent’) plus Y (‘pla**Y**‘s ending’)."
3987,Fish-eating pigs — they fly! (8),SPARROWS,"Definition: they fly
An envelope (‘-eating’) of PARR (‘fish’) in SOWS (‘pigs’)."
3988,Jack‘s weary (4),FLAG,"Definition: Jack
Double definition."
3989,Game counters in ring (4),LOOP,"Definition: ring
A reversal (‘counters’) of POOL (‘game’)."
3990,"Source of great wealth, or a potential danger (4,4)",GOLD MINE,"Definition: Source of great wealth
A charade of GOLD (‘or’) plus MINE (‘a potential danger’)."
3991,"Yet a non-starter, American Beauty (5)",VENUS,"Definition: Beauty
A charade of [e]VEN (‘yet’) minus its first letter (‘non-starter’) plus US (‘American’)."
3992,A client is fantastically uncompromising (9),INELASTIC,"Definition: uncompromising
A anagram (‘fantastically’) of ‘a client is’."
3993,"Some capital, I’m assuming (4)",LIMA,"Definition: Some capital, I’m assuming
A hidden answer (‘some’) in ‘capita**L I**‘**M A**ssuming’, with an extended definition."
3994,"Fish in plain lines at the supermarket? (3,4)",BAR CODE,"Definition: lines at the supermarket?
An envelope (‘in’) of COD (‘fish’) in BARE (‘plain’). The question mark is to cover the fact that bar codes are not only found at a supermarket."
3995,"Parting call, figure having bagged point as 5 (7)",CONNERY,"Definition: 5
A double envelope (‘parting’ and inner ‘having bagged’) of N (north, ‘point’) in ONE (‘figure’) in CRY (‘call’), for Sean Connery, actor."
3996,Otherwise 5 of G last to drive (4),ELSE,"Definition: Otherwise
A charade of ELS (crossword’s favourite golf champion, ‘5 of G’) plus E (‘last to driv**E**‘)."
3997,"Fish, skin in batter, is fish (8)",BRISLING,"Definition: Fish
A charade of BR (‘skin in **B**atte**R**‘) plus ‘is’ plus LING (‘fish’)."
3998,A bit like people who search for a ball (6),GOOGLY,"Definition: A bit like people who search
Double definition: a whimsical formation to describe people who Google, and a cricket delivery."
3999,Incorrectly describe the winning beauty of art? (8),MISSTATE,"Definition: Incorrectly describe
A whimsical contest winner MISS TATE!"
4000,5 of G in peaked cap and coat (6),PLAYER,"Definition: 5 of G
A charade of P **(‘****P**eaked cap’) and LAYER (‘coat’), for Gary Player, a player of golf."
4001,"Hooker, one sounding rough? (4)",BURR,"Definition: Hooker
Double definition: a hooked seed-case of a plant such as cleavers or burdock, and a rough throaty r sound (I think that the question mark might cover the doubtful ‘one’, referring to the sound, or to the word ‘hooker’, which could be pronounced with a burr if you are so inclined)."
4002,Rebel ruins revolutionary chap (9),INSURGENT,"Definition: Rebel
A charade of INSUR, an anagram (‘revolutionary’) *of ‘ruins’ *plus GENT (‘chap’)."
4003,5 of G has short drop to execute (5),FALDO,"Definition: 5 of G
A charade of FAL[l] (‘drop’) minus its last letter (‘short’) plus DO (‘execute’), for Nick Faldo, Sir Nicholas Alexander Faldo to you, a champion golfer not so well known to crossword solvers."
4004,5 of G — his tools? (5),WOODS,"Definition: 5 of G
Double definition: Tiger Woods, golf player par excellence, and some of his clubs, still called woods even though now generally made of metal."
4005,Outlaws fit into gangs (8),BRIGANDS,"Outlaws fit into gangs (8)
An envelope (‘into’) of RIG (‘fit’, verb) in BANDS (‘gangs’)."
4006,"Heartless African in outskirts of Leipzig, 5 of the P (4,4)",LANG LANG,"Definition: 5 of the P
An envelope (‘in’) of ANG[o]LAN (‘African’) minus its middle letter (‘heartless’) in LG (‘outskirts of **L**eipzi**G**‘), for the Chinese piano player."
4007,5 about right for swamp (6),DRENCH,"Definition: 5
An envelope (‘about’) of R (‘right’) in DENCH (Judy, actor)."
4008,"Result of 1980 Wimbledon Men’s final, fifth of titles for 5 of the P (6,5)",VICTOR BORGE,"Definition: 5 of the P
VICTOR: BORG (‘result of 1980 Wimbledon Men’s final’; Björn Borg beat John McEnroe) plus E (‘fifth of titl**E**s’), for the comedic piano player."
4009,"Terrible leader, I lead (4)",IVAN,"Definition: Terrible leader
A charade of ‘I’ plus VAN (‘lead’)."
4010,"Maybe she’s Mary, 5 of the P (4,4)",MYRA HESS,"Definition: 5 of the P
An anagram (‘maybe’) of ‘she’s Mary’, for the piano player, best remembered for her piano arrangement of *Jesu, Joy of Man’s Desiring*, and the organization of a series of lunchtime concerts throughout the Second World War – starting in the Blitz."
4011,"Expert carrying weight right away (2,4)",AT ONCE,"Definition: right away
An envelope (‘carrying’) of TON (‘weight’) in ACE (‘expert’)."
4012,"Obstinate objections, on reflection, natural (8)",STUBBORN,"Definition: Obstinate
A charade of STUB, a reversal (‘on reflection’) of BUTS (‘objections’) plus BORN (‘natural’; as in “he is a born comedian”)."
4013,Woeful gripe about wicked entitlement (9),PRIVILEGE,"Definition: entitlement
An envelope (‘about’) of VILE (‘wicked’) in PRIGE, an anagram (‘woeful’) of ‘gripe’."
4014,Recurring idea in myth emerging (5),THEME,"Definition: Recurring idea
A hidden answer in ‘my**TH EME**rging’."
4015,Church working to conserve condition with fine fabric (7),CHIFFON,"Definition: fabric
An envelope (‘to conserve’) of IF (‘condition’) plus F (‘fine’) in CH (‘church’) plus ON (‘working’)."
4016,Concoction of hot lemon lacking nothing in flavouring (7),MENTHOL,"Definition: flavouring
An anagram (‘concoction’) of ‘h[o]t lemon’ minus one O (‘lacking nothing’)."
4017,"Match excludes gymnastic apparatus (8,4)",PARALLEL BARS,"Definition: gymnastic apparatus
A charade of PARALLEL (‘match’? Close, but not, I think, a very good definition) plus BARS (‘excludes’)."
4018,New sharpness in component causing complication (12),ENTANGLEMENT,"Definition: complication
An envelope (‘in’) of N (‘new’) plus TANG (‘sharpness’) in ELEMENT (‘component’)."
4019,Inspector left with novel problem (7),DILEMMA,"Definition: problem
A charade of DI (Detective ‘Inspector’) plus L (‘left’) plus EMMA (‘novel’ by Jane Austen, which it happens that I am about to reread)."
4020,Fearful urge set in motion (7),GESTURE,"Definition: motion
An anagram (‘fearful’ – I suppose that a synonym such as quaking justifies its use as an anagrind, and it gives the misdirection of looking like the clue’s definition) of ‘urge set’."
4021,Work out sequence (5),TRAIN,"Definition: Work out
Double definition."
4022,"Playing a viola, not without benefit (2,2,5)",TO NO AVAIL,"Definition: without benefit
An anagram (‘playing’) of ‘a viola not’."
4023,Rabbit finally caught by a smarter animal (8),ANTEATER,"Definition: animal
An envelope (‘caught by’) of T (‘rabbi**T** finally’) in ‘a’ plus NEATER (‘smarter’)."
4024,Cure obtained by me in revolutionary therapy finally (6),REMEDY,"Definition: Cure
An envelope (‘in’) of ‘me’ in RED (‘revolutionary’) plus Y (‘therap**Y** finally’)."
4025,Factor that’s warped space and time (6),ASPECT,"Definition: Factor
An anagram (‘warped’) of ‘space’ plus T (‘time’)."
4026,Source of old outfit at home (6),ORIGIN,"Definition: Source
A charade of O (‘old’) plus RIG (‘outfit’) plus IN (‘at home’)."
4027,Feature about free trade zone with one leader (9),CHIEFTAIN,"Definition: leader
An envelope (‘about’) of EFTA (European Free Trae Association, ‘free trade zone’) plus I (‘one’) in CHIN (‘feature’)."
4028,"The group protecting nation and millions with a good method of detection (7,7)",THERMAL IMAGING,"Definition: method of detection
An envelope (‘protecting’) of MALI (‘nation’) plus M (‘millions’) plus ‘a’ plus G (‘good’) in ‘the’ plus RING (‘group’)."
4029,Stick to disrupting prohibition (5),BATON,"Definition: Stick
An envelope (‘disrupting’) of ‘to’ in BAN (‘prohibition’)."
4030,"Wild dove, enthralling bird above (8)",OVERHEAD,"Definition: above
An envelope (‘enthralling’) of RHEA (‘bird’) in OVED, an anagram (‘wild’) of ‘dove’."
4031,"Pointers, small, not required (8)",NEEDLESS,"Definition: not required
A charade of NEEDLES (‘pointers’ eg of a compass) plus S (‘small’)."
4032,"A learner just foolishly assuming old man is philosopher (4-4,6)",JEAN-PAUL SARTRE,"Definition: philosopher
An envelope (‘assuming’) of PA (‘old man’) in JEANULSARTRE, an anagram (‘foolishly’) of ‘a learner just’."
4033,Settles on sleeveless garment for painting (9),LANDSCAPE,"Definition: painting
A charade of LANDS (‘settles’) plus CAPE (‘sleeveless garment’)."
4034,Cheers after check about goal in dispute (8),VENDETTA,"Definition: dispute
An envelope (‘about’) of END (‘goal’) in VET (‘check’) plus TA (‘cheers’)."
4035,"Loyal from outset, accepting poor law (8)",STALWART,"Definition: Loyal
An envelope (‘accepting’) of ALW, an anagram (‘poor’) of ‘law’ in START (‘outset’)."
4036,Signal to restrain renegade member of clergy (6),CURATE,"Definition: member of clergy
An envelope (‘to restrain’) of RAT (‘renegade’) in CUE (‘signal’)."
4037,Truly relating to partner (6),REALLY,"Definition: Truly
A charade of RE (‘relating to’) plus ALLY (‘partner’)."
4038,Spiritual sustenance essential to human nature (5),MANNA,"Definition: Spiritual sustenance
A hidden answer (‘essential to’) in ‘hu**MAN NA**ture’."
4039,"Put in picture, mount­ed, then taken out (7)",UPDATED,"Definition: Put in picture
A charade of UP (‘mounted’) plus DATED (‘taken out’)."
4040,Head in control of ITV revised The Prisoner (7),CAPTIVE,"Definition: The Prisoner
An envelope (‘in control of’) of TIV, an anagram (‘revised’) of ‘ITV’ in CAPE (‘head’)."
4041,"Guide snubs one, so has he lost it? (4)",PLOT,"Definition: it?
Last in, and I cannot say that I like it: P[i]LOT (‘guide’) minus (‘snubs’?) I (‘one’), and if your guide had ‘lost the PLOT’ he or she might snub you. It seems so far-fetched that I feel I have missed something. Of course, in looking at 14A, I had hoped it might give me some help here, but no such luck."
4042,Doctor called in to nurse royal prince’s favourite (10),CINDERELLA,"Definition: prince’s favourite
An envelope (‘to nurse’) of ER (‘royal’, the current holder of the title) in CINDELLA, an anagram (‘doctor’) of ‘called in’."
4043,"Classy medic and artist tour Italy, or part of it (6)",UMBRIA,"Definition: part of it
An envelope (‘tour’) of I (‘Italy’) in U (‘classy’) plus MB (‘medic’) plus RA (‘artist’)."
4044,"Verse feature that sounds wrong? Check out Frost, say (3,5)",EYE RHYME,"Definition: Verse feature that sounds wrong?
A charade of EYE (‘check out’) plus RHYME, which sounds like (‘say’) RIME (‘frost’). Frost would be the poet Robert."
4045,Burst in about 10 roughly and stop (9),INTERRUPT,"Definition: stop
An envelope (‘about’) of NTE, an anagram (‘roughly’) of TEN (’10’) in IRRUPT (‘burst in’). I do not think that the closeness of IRRUPT and INTERRUPT in derivation and meaning adds any lustre to the clue."
4046,Language test went up by a penny (5),PROSE,"Definition: Language test
A charade of P (‘penny’) plus ROSE (‘went up’). That leaves ‘language test’ as the definition, which seemed at first a little odd, but Chambers gives among the definitions of PROSE “a passage of prose for translation from or *usu* into a foreign language, as an exercise”."
4047,Good writer’s opening room for another one (5),GRIMM,"Definition: another one
Tricky. A charade of G (‘good’) plus RIMM, an envelope (‘opening’) of I’M (‘writer’s’ i.e.”the writer is”) in RM (‘room’). The ‘one’ being another writer (actually a pair of them , the brothers Jacob and Wilhelm; there are other GRIMMs who might be described as ‘writer’ solo, but 19A and other clues point to the famous pair)."
4048,"17 character‘s present holiday in Kent? (4,5)",SNOW WHITE,"Definition: 17 character
An envelope (‘in’) of NOW (‘present’) plus WHIT (‘holiday’) in SE (‘Kent’). Here ’17’ is the clue answer, the brothers GRIMM."
4049,"Mac, a cool guy from Zagreb, runs to the front (8)",RAINCOAT,"Definition: Mac
A twisted charade of ‘a’ plus IN (‘cool’) plus CROAT (‘guy from Zagreb’, unannounced indication by example) with the R from CROAT moved up (‘runs to the front’)."
4050,"A barber’s in dispute (2,4)",AT ODDS,"Definition: in dispute
A charade of ‘a’ plus TODD’S (‘barber’s’; Sweeney Todd, of Fleet Street)."
4051,"Angela’s one means of communication (4,6)",HIGH GERMAN,"Definition: Angela’s one
Double definition, Angela Merkel being the high German (Chancellor being about as high as you can go)."
4052,Princess’s partner for playing golf (4),FROG,"Definition: Princess’s partner
A charade of FRO, an anagram (‘playing’) of ‘for’ plus G (‘golf’)."
4053,Delicacy father sacrificed for speed (7),AGILITY,"Definition: speed
[fr]AGILITY (‘delicacy’) minus FR (‘father sacrificed’)."
4054,Shops retain current accounts (7),STORIES,"Definition: accounts
An envelope (‘retain’) of I (‘current’, common symbol for the physical quantity) in STORES (‘shops’)."
4055,What vamp wants to do for coach (7),PULLMAN,"Definition: What vamp wants to do
Double definition."
4056,Daisy needs a bit taken off behind (5),ASTER,"Definition: Daisy
ASTER[n] (‘behind’) minus its last letter (‘needs a bit taken off’)."
4057,"Name inscribed in cake in plain language (2,5)",EN CLAIR,"Definition: in plain language
An envelope (‘inscribed in’) of N (‘name’) in ÉCLAIR (‘cake’)"
4058,Old relatives occasionally upset inside? So be it (6),APEMEN,"Definition: Old relatives
An envelope (‘inside’) of PE (‘occasionally u**P**s**E**t’) in AMEN (‘so be it’)."
4059,"First estate’s service provider? (3,6)",THE CHURCH,"First estate’s service provider? (3,6)
Cryptic definition."
4060,Very old smokers tackle European books (7),VOLUMES,"Definition: books
An envelope (‘tackle’) of E (‘European’) in V (‘very’) plus O (‘old’) plus LUMS (chimneys, ‘smokers’)."
4061,"Start tale thus or continue a poem willy-nilly? (4,4,1,4)",ONCE UPON A TIME,"Definition: Start tale thus
An anagram (‘willy-nilly’) of ‘continue a poem’."
4062,Food on board people in hamlet prepared (9),EMMENTHAL,"Definition: Food on board
An envelope (‘in’) of MEN (‘people’) in EMTHAL, an anagram (‘prepared’) of ‘hamlet’. The ‘board’ is evidently a cheese board."
4063,Each department head in group delivers lesson (7),READING,"Definition: lesson
An envelope (‘in’) of EA (‘each’) plus D (‘**D**epartment head’) in RING (‘group’)."
4064,"Stand with headgear on upside down, tense (7)",WHATNOT,"Definition: Stand 
A charade of W (‘with’) plus HAT (‘headgear’) plus NO, a reversal (‘upside down’ in a down light) of ‘on’ plus T (‘tense’)."
4065,Swimmer‘s story about day beside river (7),TADPOLE,"Definition: Swimmer
An envelope (‘about’) of D (‘day’) plus (‘beside’) PO (‘river’ in Italy) in TALE (‘story’)."
4066,Side of Nottingham that supplies mast or masts (6),FOREST,"Definition: Side of Nottingham
Definition and cryptic definition: Nottingham Forest is the soccer club, and a forest can provide ‘mast’ – nuts of beech, oak etc. – or masts – for sailing ships."
4067,Tender chest? Remove top (5),OFFER,"Definition: Tender
[c]OFFER (‘chest’) minus its first letter (‘remove top’)."
4068,"A trimming of lace, one gathered (5)",RUCHE,"A trimming of lace, one gathered (5)
Cryptic definition."
4069,"He trips and hits the floor noisily (3,6)",TAP DANCER,"He trips and hits the floor noisily (3,6)
A rather obvious cryptic definition, and my first in."
4070,"Endorse bill for Scotch (3,4,2)",PUT PAID TO,"Definition: Scotch
Definition and literal interpretation. An ingenious idea which I think does not quite work (TO seems a little awkward to me) – and of course the capital letter for ‘Scotch’ is misleading."
4071,It’s understood Tom came back with it (5),TACIT,"Definition: It’s understood
A charade of TAC, a reversal (‘came back’) of CAT (‘Tom’, indication by example) plus (‘with’) ‘it’."
4072,Cross opponent of the Middle Ages (7),SARACEN,"Cross opponent of the Middle Ages (7)
Cryptic definition."
4073,"Possibly asleep, certainly inactive (7)",DORMANT,"Possibly asleep, certainly inactive (7)
Definition."
4074,"Bird’s tidy up? No, down! (5)",PREEN,"Bird’s tidy up? No, down! (5)
Cryptic definition."
4075,Title is backed by right (3),SIR,"Definition: Title
A charade of SI, a reversal (‘backed’) of ‘is’ plus (‘by’) R (‘right’)."
4076,Gershwin tune heartless and angry (5),IRATE,"Definition: angry
A charade of IRA (‘Gershwin’, not composer George, but his brother and frequent lyricist) plus TE (‘**T**un**E** heartless’)."
4077,"Trade is bad, though up (7)",ASTRIDE,"Definition: up
An anagram (‘bad’) of ‘trade is’."
4078,He will be called to account (7),AUDITOR,"He will be called to account (7)
Cryptic definition."
4079,Grim prospect for yachtsman trying to catch rival (5),STERN,"Definition: Grim
Definition and cryptic definition – ‘prospect’ meaning view."
4080,"One who is often up for trial (4,5)",TEST PILOT,"One who is often up for trial (4,5)
Cryptic definition."
4081,Gets lost in proverb (9),HESITATES,"Gets lost in proverb (9)
“He who hesitates is lost” being the proverb."
4082,More sage is planted in middle of flower bed (5),WISER,"Definition: More sage
An envelope (planted in’) of ‘is’ in WER (‘middle of flo**WER** bed’)"
4083,Support a rugby player (4),PROP,"Definition: Support
Double definition."
4084,Artful secret of not having to pay a thing! (4-4),SCOT-FREE,"Definition: not having to pay a thing!
An anagram (‘artful’) of ‘secret of’. Rufus at his best – simple but so apposite."
4085,"Small serving of carrots, say, given to a big star (4)",VEGA,"Definition: big star
A charade of VEG (‘small serving of carrots, say’, this time with an acknowledged – ‘say’ – indication by example, and ‘small serving’ giving the abbreviation) plus (‘given to’) ‘a’."
4086,Boss sent out those still learning (8),STUDENTS,"Definition: those still learning
A charade of STUD (‘boss’) plus ENTS, an anagram (‘out’) of ‘sent’."
4087,At university remain champion (6),UPHOLD,"Definition: champion
A charade of UP (‘at university’) plus HOLD (‘remain’ as in “the centre will not hold”). ‘Champion’ as a verb."
4088,Brain behind smart denim fashion? (10),MASTERMIND,"Definition: Brain behind
An anagram (‘fashion’) of ‘smart denim’"
4089,Twice Bill and I get together in a gum tree (6),ACACIA,"Twice Bill and I get together in a gum tree (6)
A charade of AC (‘bill’) plus AC (‘twice’) plus ‘I’ plus (ignoring ‘in’) ‘a’. The term ‘gum tree’ is not exact, but generally refers to various eucalypts, but the gum arabic tree is an acacia, so that the “definition” is at best an indication by example."
4090,A small piece of wood — pine? (4),FRET,"Definition: A small piece of wood
Double definition."
4091,Cuttlefish product very good in salt water (5),SEPIA,"Definition: Cuttlefish product
An envelope (‘in’) of PI (‘very good’) in SEA (‘salt water’)."
4092,Service chief’s hotel at one US city (10),CINCINNATI,"Definition: US city
A charade od C-IN-C (commander-in-chief, ‘service chief’) plus INN (‘hotel’) plus ‘at’ plus I (‘one’, Roman numeral or impersonal personal pronoun)."
4093,The king trapped one of them (5),THEIR,"Definition: of them
An envelope (‘trapped’) of I (‘one’) in ‘the’ plus R (*Rex*, ‘king’)."
4094,"About to start, seas break over ship — so reconsider (8)",REASSESS,"Definition: reconsider
A charade of RE (‘about’; ‘to start’ emphasizes that this is the first particle) plus ASSESS, an envelope (‘over’) of SS (the first pair, ‘ship’) in AESS, an anagram (‘break’) of ‘seas’."
4095,"Pupils who draw on their teacher’s guidance (3,5)",ART CLASS,"Pupils who draw on their teacher’s guidance (3,5)
Cryptic definition."
4096,It may give me this belief in God (6),THEISM,"Definition: belief in God
An anagram (‘it may give’) of ‘me this’."
4097,Property of the Orient Express (6),ESTATE,"Definition: Property
A charade of E (‘Orient’) plus STATE (‘express’)."
4098,Staff officer with small house in London area (4),SOHO,"Definition: London area
A charade of SO (‘Staff Officer’) plus HO (‘small house’). Also an area of Manhattan, named not after the London area (although that might have been involved to some extent), but because it is south of Houston Street (which is pronounced how-ston, being named after a different fellow from the Sam Houston after whom the Texas city is named)."
4099,Service accommodation (4),PEWS,"Service accommodation (4)
Cryptic definition."
4100,Call time (4),TERM,"Definition: Call
Double definition."
4101,A period of denial at home in the midst of a famous victory (9),VALENTINE,"A period of denial at home in the midst of a famous victory (9)
An envelope (‘in the midst of’) of ‘a’ plus LENT (‘period of denial’) plus IN (‘at home’) in VE (Victory in Europe, celebrated on VE Day, 8 May 1945, ‘a famous victory’)."
4102,Food for tea needed by two adjacent sitters at table (5),JAMES,"Food for tea needed by two adjacent sitters at table (5)
A charade of JAM (‘food for tea’) plus E S (‘two adjacent sitters at table’, East and South at a bridge table)."
4103,From where hospital’s left to get short cut (9),WENCESLAS,"From where hospital’s left to get short cut (9)
A charade of W[h}ENCE (‘from where’) minus the H (‘hospital’s left’) plus SLAS[h] (‘cut’) minus its last letter (‘short’)."
4104,US criminal and what he fought against (5),ALBAN,"US criminal and what he fought against (5)
A charade of AL (Capone, ‘US criminal’) plus BAN (prohibition, ‘what he fought against’. Did he?)"
4105,This old mum is taking the place of one (6),THOMAS,"This old mum is taking the place of one (6)
‘th[i]s’ with O MA (‘old mum’) replacing (‘is taking the place of’) I (‘one’)."
4106,HE establishment no more? Grumble (8),POLYCARP,"HE establishment no more? Grumble (8)
A charade of POLY (polytechnic, a term no longer used in the UK for an institute of higher education, ‘HE establishment no longer’ plus CARP (‘grumble’)."
4107,Turned up to collar doctor (7),AMBROSE,"Turned up to collar doctor (7)
An envelope (‘to collar’) of MB (‘doctor’) in AROSE (‘turned up’)."
4108,Game that maybe Derby lost (7),BRIDGET,"Game that maybe Derby lost (7)
A charade of BRIDGE (‘game’) plus T, ‘t[hat]’ minus HAT (maybe Derby lost’)."
4109,Backward-looking VIP I confront (8),BONIFACE,"Backward-looking VIP I confront (8)
A charade of BON, a reversal (‘backward-looking’) of NOB (‘VIP’) plus ‘I’ plus FACE (‘confront’)."
4110,A tree through which sun can be seen (6),ANSELM,"A tree through which sun can be seen (6)
An envelope (‘through which … can be seen’) of S (‘sun’) in AN ELM (‘a tree’)."
4111,Article about G&S character (5),AIDAN,"Article about G&S character (5)
An envelope (‘about’) of IDA (the eponymous Princess, from one of the lesser-known Gilbert and Sullivan comic operas, ‘G&S character’)"
4112,"Jazz fan, the fellow crossing Ireland (9)",CATHERINE,"Jazz fan, the fellow crossing Ireland (9)
An envelope (‘crossing’) of ERIN (‘Ireland’) in CAT (‘jazz fan’) plus HE (‘the fellow’)."
4113,Man’s group of seven including knight? (5),AGNES,"Man’s group of seven including knight? (5)
An envelope (‘including’) of N (chess notation, ‘knight’) in AGES (‘man’s group of seven’, a reference to Jaques’ famous speech in *As You Like It).*"
4114,"Beans munched, fizzy drink swallowed (9)",SEBASTIAN,"Beans munched, fizzy drink swallowed (9)
An envelope (‘swallowed’) of ASTI (spumante, ‘fizzy drink’) in SEBAN, an anagram (‘munched’) of ‘beans’."
4115,Knight with good heart in battle (6),GARETH,"Definition: Knight
A charade of G (‘good’) plus ARETH, an anagram (‘in battle’) of ‘heart’. Gareth was one of the Knights of the Round Table."
4116,Novice offering nothing — crewmen worried about that (8),NEWCOMER,"Definition: Novice
An envelope (‘about that’) of O (‘nothing’) in NEWCMER, an anagram (‘worried’) of ‘crewmen’."
4117,Lack of action from saint the way things are (6),STASIS,"Definition: Lack of action
A charade of ST (‘saint’) plus AS IS (‘the way things are’)."
4118,"Puny chap burying head, awfully miserable (7)",UNHAPPY,"Definition: miserable
An anagram (‘awfully’) of ‘puny’ plus ‘[c]hap’ minus its first letter (‘burying head’)."
4119,French annoyance over islands to the north (6),GALLIC,"Definition: French
A charade of GALL (‘annoyance’; a little loose perhaps, but maybe better in the sense of an oak gall) plus IC, a reversal (‘to the north’ in a down light) of CI (Channel ‘Islands’)."
4120,"Mistresses are had for meal, turning up to be hugged by ambassador (8)",HETAERAE,"Definition: Mistresses
An envelope (‘to be hugged by’) of ETAERA, a reversal (‘turning up’) of ‘are’ plus ATE (‘had for meal’) in HE (His Excellency, formal title for an ‘ambassador’)."
4121,Obscure band beginning to blow old trumpet (4),BLUR,"Definition: Obscure
A charade of B (‘beginning to **B**low’) plus LUR (‘old trumpet’).* As pointed out by the man himself, this clue contains a double definition.
 *"
4122,Desolate area is no good for shelter — fix up here for the night? (8),MOORINGS,"Definition: fix up here for the night?
An envelope (‘for shelter’ – is that the wrong way round?) of NG (‘no good’) in MOOR (‘desolate area’) plus ‘is’."
