,Clue,Answer,Explanation
2176,"Treat me with transplanted nerve tissue (5,6)",WHITE MATTER,"Definition: nerve tissue
(Treat me with)*"
2177,Adolescent right to leave wooden utensils (4),TEEN,"Definition: Adolescent
T[**r**]EEN=small wooden articles, especially eating utensils; with **r**[ight] leaving"
2178,"Around the end of night shift, concierge becomes selfish (10)",EGOCENTRIC,"Definition: selfish
(concierge)* around [nigh]T"
2179,Clarify dodgy clue that’s holding a little back (9),ELUCIDATE,"Definition: Clarify
(clue)*, plus I.E.=’that is’=”that’s” around TAD reversed=”a little back”"
2180,"Muscle, a little thing in the ear (5)",MIGHT,"Definition: Muscle
sounds like (“in the ear”) ‘mite’=”a little thing”"
2181,Get ready to stop mum’s bagpipes (7),MUSETTE,"Definition: bagpipes
a type of French bagpipe. SET=”Get ready”, inside (“to stop”) MUTE=”mum” as in ‘keep mum’."
2182,He runs down animal outside stall — tail sliced off (7),DECRIER,"Definition: He runs down
‘run down’ as in to speak badly of. DEER=”animal” around CRI[b]=”stall – tail sliced off”"
2183,"Call for quiet, say, being tactless (6)",GAUCHE,"Definition: tactless
sounds like ‘go shhh’=”Call for quiet, say”"
2184,"Large tile exactly placed around edges of plinth (3,3)",TOP HAT,"Definition: Large tile
“tile” is slang for hat. ‘to a T’=”exactly”, around P[lint]H"
2185,Bicker over one dispatching a member of the flock (10),WORSHIPPER,"Definition: member of the flock
ROW=”Bicker”, reversed (“over”); plus SHIPPER=”one dispatching”"
2186,Barney scratches head — terrible itch (5),YEARN,"Definition: itch
([B]arney)*"
2187,"Classified status protects English constitution (3,6)",TOP SECRET,"Definition: Classified status
(protects E[nglish])*"
2188,Rise up behind parent (4),REAR,"Definition: Rise up
Triple definition"
2189,Corroborate where Nabokov placed comma? (8),UNDERPIN,"Definition: Corroborate
Nabokov, a lepidopterist, would have placed a comma butterfly UNDER a PIN"
2190,"Providing funds, though die in the red? (8)",ENDOWING,"Definition: Providing funds
END OWING=”die in the red”"
2191,"Tremendous novel, so romantic (10)",ASTRONOMIC,"Definition: Tremendous
(so romantic)"
2192,Pop round letter bearing oven bill inside (9),ORANGEADE,"Definition: Pop
O=”round *letter*” plus E=”*bearing*“~~“letter”~~, with RANGE=”oven” and AD=”bill” inside. *Edit thanks to Gaufrid*"
2193,"Firing squad place inventor in line (4,4)",SWAT TEAM,"Definition: Firing squad
James WATT the Scottish engineer, inside SEAM=”line”"
2194,"Salad ingredient or Spooner’s green nightmare? (4,4)",PINE NUTS,"Definition: Salad ingredient
Spoonerism of ‘nine putts’, which might be a nightmare on a golfing green"
2195,Good cook rehashes Italian starters for a spell (6),GRIGRI,"Definition: spell
=an African charm or spell. G[ood], plus RIG=”cook” plus R[ehashes] I[talian]"
2196,Duck! A wheels’s worked free from the motorbike (6),SCOTER,"Definition: Duck
SCO[**o**]TER=”motorbike”, losing an **O** or “wheel” – I assume “wheels’s” is a typo"
2197,Faith burned missing mat (5),CREED,"Definition: Faith
CRE[**mat**]ED=”burned” miissing the **mat**"
2198,Intimate clinch in TV part (4),HINT,"Definition: Intimate
Hidden in [clinc]H in T[V]"
2199,Agent is fine performer (6),FACTOR,F[ine] plus ACTOR=”performer”
2200,"An originator does, when about to endorse an agreement (8)",DESIGNER,DEER=”does” i.e. more than one doe; around SIGN=”endorse an agreement”
2201,Supporting member left technology company (6),LINTEL,L[eft] plus INTEL=”technology company”
2202,A dimple absorbs her devotee (8),ADHERENT,A DENT=”dimple” around HER
2203,"Puzzles about son’s dispute (5,6)",CROSS SWORDS,CROSSWORDS=”puzzles” around S[on]
2204,Shoot several mostly training (7),TENDRIL,"TEN=”several”, plus DRIL[L]=”mostly training”"
2205,Doctor rescued flirt (7),SEDUCER,(rescued)*
2206,"Rosie Lee ran off into the country (6,5)",SIERRA LEONE,(Rosie Lee ran)*
2207,Prepared rare list of promotions (8),TRAILERS,(rare list)*
2208,Pluck model instrument (6),SPINET,"a instrument similar to a small harpsichord. SPINE=courage=”Pluck”, plus the Ford “model” T"
2209,Soldier spoils vegetables (8),RADISHES,"R[oyal] A[rtillery]=”Soldier”, plus DISHES=”spoils” – ‘dish’ as a verb can mean ‘to ruin’"
2210,Degenerate pinches piece of china (6),FRIEND,"FRIEND=mate=china plate in rhyming slang. FIEND=”Degenerate”, around R[ook]=a chess “piece”"
2211,Many practise religion on Sunday (6),DOZENS,DO=”practise” plus ZEN=”religion” plus S[unday]
2212,Nurse takes in rebel found in the kitchen (10),TENDERISER,TENDER=”Nurse” around RISE=”rebel”
2213,Sickly little girl’s made comfortable (8),DISEASED,DI[ana]’S EASED
2214,Happiness is allowable in whimsical surroundings (8),FELICITY,LICIT=”allowable” in FEY=”whimsical”
2215,Prisoner came across puzzle (8),CONFOUND,CON[vict] FOUND
2216,House name put up for Christmas (4),NOEL,"LEO=an astrological “House”, plus N[ame], all reversed (“put up”)"
2217,Judge to hold forth after scratching head (4),RATE,[O]RATE=”hold forth” with its head removed
2218,"Setters gathered, drinking port? That’s deserved! (4-6)",WELL EARNED,WE=”Setters” plus LEARNED=”gathered” around L[eft]=”port”
2219,Beg for rugs once accommodated (8),SCROUNGE,(rugs once)*
2220,A monarch had a break and stopped (8),ARRESTED,A R[ex]/R[egina]=”monarch” plus RESTED=”had a break”
2221,Take stock — ship is free of corrosion (8),RUSTLESS,"RUSTLE=”Take stock”, plus S[team]S[hip]"
2222,Smirks about power of social outcasts (6),LEPERS,LEERS=”Smirks” around P[ower]
2223,Uproar in jail (4),STIR,double definition
2224,Ring up and put down (4),LAID,"DIAL=”Ring”, reversed (“up”)"
2225,Happen to be with a woman (6),AMANDA,"Definition: woman
AM=”happen to be” plus AND A=”with a”"
2226,“No more pills!” — birth control campaigner (6),STOPES,Definition: birth control campaigner
2227,Prepared obstacles to hold back river (4),ODER,A central European river. Hidden reversed in [Prepa]RED O[bstacles]
2228,Relocated abroad and no longer in England (10),BANGALORED,"Definition: Relocated abroad
=slang for being outsourced. “Relocated” is an anagrind: (abroad Engl[**and**])* with the “**and** no longer in”"
2229,Agree hosting small party for retirement is more likely than not (4-2),ODDS ON,"Definition: more likely than not
{NOD=”Agree”, around S[mall], plus DO=”party”} all reversed i.e. “for retirement”"
2230,"Stand opposite comedian Jack, perhaps (4,4)",FACE CARD,"Definition: Jack, perhaps
FACE=”Stand opposite” plus CARD=”comedian”"
2231,Sun’s leader incites staff representative (9),SPOKESMAN,"Definition: representative
S[un] plus POKES=”incites” plus MAN=”staff”"
2232,Run in (Dave’s first) for a bit of bacon (4),RIND,"Definition: bit of bacon
R[un] the cricketing abbreviation, plus IN, plus D[ave]"
2233,Ignore left leaving formerly respected institution? (4),BANK,"Definition: formerly respected institution
B[L]ANK=”Ignore” with L[eft] leaving it"
2234,"Drunk looked at following poster, hoping to get reaction (9)",TROLLEYED,"Definition: Drunk
EYED=”looked at”, following TROLL=”poster hoping to get reaction”"
2235,"Finish holiday and leave (5,3)",BREAK OFF,"Definition: Finish
BREAK=”holiday” plus OFF=”leave”"
2236,Top man in command (6),BEHEST,"Definition: command
BEST=”Top” with HE=”man” inside"
2237,"Ring sailor? No time, he complains (10)",BELLYACHER,"Definition: he complains
BELL=”Ring” plus YACH[T]ER=”sailor” without T[ime]"
2238,"Cutting relief? Very, very keen (4)",AVID,"Definition: very keen
V[ery] cutting into AID=”relief”"
2239,"Rebuke — it’s not acceptable with repressed women (3,3) NO-NO=”it’s not acceptable”, around W[ith], plus W[omen] – Edit thanks to Louise",NOW NOW,"Definition: Rebuke
~~I think this is NO-NO=”it’s not acceptable”, with two W[omen] – does “repressed” indicates the abbreviation / the containment?~~"
2240,Settled on Bashful originally — what about Happy? (6),BLITHE,"Definition: Happy
LIT=”Settled”, after B[ashful], plus EH=”what” reversed (“about”) –* Edit thanks to morphiamonet*
 
~~LITHE=”Settled”?, after B[ashful]~~"
2241,"Made sense, being ready to go in leaderless (5,2)",ADDED UP,"Definition: Made sense
[P]ADDED UP=”ready to go in” e.g. as a batsman"
2242,Pack one’s cases right and there’s loads of space (5),ACRES,"Definition: loads of space
ACE’S=”Pack one’s” – the ACE is the “one” of a pack of cards; around i.e. “cases” R[ight]"
2243,Plot to turn over rough male totty proves to be false (7),DEBUNKS,"Definition: proves to be false
BED=”Plot” reversed (“turn over”), plus [H]UNKS=”rough male totty”?"
2244,Mark takes direction in daze (6),TRANCE,"Definition: daze
TRACE=”Mark” around N[orth]=”direction”"
2245,Start of play in test — making things happen (9),PROACTIVE,"Definition: making things happen
ACT I=Act One=”Start of play”, inside PROVE=”test”"
2246,Cut joint — a quarter eaten (7),SHEARED,"Definition: Cut
SHARED=”joint” around E[ast]=”a quarter”"
2247,"Are Fiona and father repeatedly being punished for romance? (2,6,2,3,5)",AN AFFAIR OF THE HEART,"Definition: romance
*A[re] plus* (Fiona father father)* *Edit thanks to Herb and others*"
2248,"Broke law digging round new street fixture (3,6)",KEN BARLOW,Definition: street fixture
2249,"Sprout‘s something to eat, when standing a long time (7)",BURGEON,"Definition: Sprout
GRUB=”something to eat”, reversed (standing); plus EON=”a long time”"
2250,Politician‘s bill abandoned — about time! (7),LIBERAL,"Definition: Politician
(bill)* around ERA=”time”"
2251,"Part of set in use, otherwise theatre’s empty (2,5)",EN SUITE,"Definition: Part of set
(in use)* with “otherwise” as the anagrind; plus T[heatr]E"
2252,Country doctor may in turn take over (6),MONACO,"Definition: Country
M[edical] O[fficer]=”doctor”; plus CAN=”may” reversed (“in turn”); plus O[ver] another cricketing abbreviation"
2253,Prepare to make a scene (8),REHEARSE,"Cryptic definition – a theatrical scene, rather than a personal drama"
2254,A fit comparison (6),FIDDLE,Cryptic allusion to the comparison ‘as fit as a fiddle’
2255,Poem done in my style (8),ENDYMION,Poem by Keats. (done in my)*
2256,Small animal doctor in market (6),MARMOT,M[edical] O[fficer]=”doctor” in MART=”market”
2257,Right for boy to hold hands (5),EMEND,ED[ward]=”boy” around MEN=”hands”
2258,Being a term for life (9),EXISTENCE,double definition
2259,"Transport of delight? (8,4)",PLEASURE BOAT,"cryptic definition – a mode of transport, rather than transport=ecstasy"
2260,Admits information revealed in accounts (12),ACKNOWLEDGES,KNOWLEDGE=”information” inside AC[count]S
2261,"Unemployed crew with mischievous potentialities (4,5)",IDLE HANDS,IDLE=”Unemployed” plus HANDS=”crew”
2262,Swan circles about to tidy her feathers (5),PREEN,"PEN=female “Swan”, around RE=”about”"
2263,An alcoholic drink leads to a complaint (6),ANGINA,AN plus GIN=”alcoholic drink” plus A
2264,Ungenerous period for an interval (8),MEANTIME,MEAN=”Ungenerous” plus TIME=”period”
2265,One of two that is returned to the right (6),EITHER,"I.E.=”that is” reversed (“returned”), plus THE, plus R[ight]"
2266,Part friends? (8),ESTRANGE,"cryptic definition – “friends” as the object of “Part”, rather than “Part [as] friends”"
2267,Got in on line and danced (6),REELED,double definition
2268,"Worked in fields, but got laid off (6)",HEDGED,"double definition – to ‘lay off’ = to hedge, in gambling"
2269,"Mail a lord sent out, which is naturally under personal cover (9)",ARMADILLO,(Mail a lord)*
2270,Consistently blocking deliveries (12),STONEWALLING,cryptic definition – playing defensively to block cricketing “deliveries”
2271,Spilling a pint — clumsy! (5),INAPT,(a pint)*
2272,Party underling to gain power (8),DOMINION,DO=”Party” plus MINION=”underling”
2273,Plea for a two-point pact? (8),ENTREATY,"E[ast] and N[orth] are the two points, and TREATY=”pact”"
2274,"Money to be spent like water? (6,6)",LIQUID ASSETS,cryptic definition
2275,Watch the first man to take over — it’s a surprise (3-6),EYE OPENER,"EYE=”Watch”, plus OPENER=”the first man to take [an] over” in a cricket innings"
2276,Ada being nasty? Just having a laugh (8),BADINAGE,(Ada being)*
2277,Star might be a roof-raiser (8),SKYLIGHT,SKY LIGHT is a possible description of a “Star”
2278,Plan to uplift soldiers in retreat (6),DESIGN,"GI’S=”soldiers”, reversed (“uplift”) and inside DEN=”retreat”"
2279,We hear a letter gets an extension (6),ANNEXE,Sounds like ‘an X’=”a letter”
2280,So that’s what it means! (5),HENCE,"double definition, or maybe a cryptic definition – “So that’s what it [leads to]” rather than “So that’s what it [is intended to signify]”"
2281,"Not the accused, obvious difference (9)",PLAINTIFF,"Definition: Not the accused
PLAIN=”obvious” plus TIFF=quarrel=”difference”"
2282,Mother and father in America originally a secretive family (5),MAFIA,"Definition: secretive family
M[other] A[nd] F[ather] I[n] A[merica]"
2283,"Desert in Nigerian capital, table lacking in food is recalled (5)",NEGEV,"Definition: Desert
N[igerian], plus VEGE**table**=”food”, lacking the **table** and reversed (“recalled”)"
2284,"South American cocktail to serve — is Greek island into it? (5,4)",PISCO SOUR,"Definition: South American cocktail
POUR=”serve”, with IS and COS=”Greek island” inside it"
2285,Tone no good in giant (3),HUE,"Definition: Tone
HU[**g**]E=”giant”, minus the **g**[ood]"
2286,"A number in a fortunate position, gossip (8,3)",LAUGHING GAS,"Definition: A number
=something that numbs. ‘to be LAUGHING’=’to be in a fortunate position’, plus GAS=”gossip”"
2287,"In plant, slowing wheels stopped working (7)",RETIRED,"Definition: stopped working
REED=”plant”; with RIT[ardando]=”slowing” as a usical instruction, inside and reversed (“wheels”)"
2288,Again create film to get government department on board (7),REMODEL,"Definition: Again create
REEL=”film” around M[inistry] O[f] D[efence]=”government department”"
2289,Evil answer described by devilish antics (7),SATANIC,"Definition: Evil
A[nswer] inside (antics)*"
2290,"Vessel in wood, flowers overhead? (7)",TRESSES,"Definition: flowers overhead?
=things that flow over your head. S[team]S[hip]=”Vessel” in TREES=”wood”"
2291,Pluto and Evil Queen certainly parts — so described? (11),DISNEYESQUE,"Definition: so described
DIS=”Pluto”, the infernal world; plus (Queen)* with YES=”certainly” parting the anagram"
2292,One is cracking (3),ACE,"Definition: One
double definition"
2293,Sausage that’s very soft embraced by cooking pioneer (9),PEPPERONI,"Definition: Sausage
PP=pianissimo=”very soft”, inside (pioneer)*"
2294,Ray’s character written about in the morning publication (5),GAMMA,"Definition: Ray’s character
=a Greek character denoting a type of radioactivity ray. AM=”in the morning” plus MAG[azine]=”publication”, all reversed (“written about”)"
2295,On which an infant goes crazy (5),POTTY,"Definition: On which an infant goes
double definition"
2296,"Restaurant where tripe found in perfect dessert, sent back (9)",TRATTORIA,"Definition: Restaurant
ROT=”tripe”, inside AI=A1=”perfect” plus TART=”dessert”; all reversed (“sent back”)"
2297,Male part under head of pretty cat (7),PANTHER,"Definition: cat
ANTHER=”Male part” of a flower’s stamen, under P[retty]"
2298,Summer resort finally supporting staff — that’s swell (7),AUGMENT,"Definition: swell 
AUG[ust]=”Summer”, plus [resor]T underneath MEN=”staff”"
2299,"Leaders in numbers aiming to top Tour de France mountains? One’s not pipped! (5,6)",NAVEL ORANGE,"Definition: One’s not pipped
A seedless variety of orange. N[umbers] A[iming], on top of: VELO RANGE=”Tour de France mountains”, as ‘vélo’ is French for a bicycle"
2300,Paul’s on the money? Shut up! (7),IMPOUND,"Definition: Shut up
I’M=”Paul’s”, on POUND=”money”"
2301,"Bobby, sedentary champion trawlerman catching cold (7)",FISCHER,"Definition: Bobby, sedentary champion"
2302,"Low, though not the lowest in humour (3)",MOO,"Definition: Low
MOO[d]=”humour”, without its lowest letter"
2303,"Initially, freebie recorded as sold (7)",FLOGGED,"Definition: sold
F[reebie] plus LOGGED=”recorded”"
2304,Spray loose bowels of errant bum (7),AEROSOL,"Definition: Spray
(loose **ra**)* – where **ra**=”bowels of er**ra**nt”, and “bum” is the anagrind"
2305,"Forward a shade, beginning to edge into the darkness (6,5)",NUMBER EIGHT,"Definition: Forward
in rugby or football a NUMBER EIGHT would be a forward. UMBER=a brownish colour=”a shade”, plus E[dge]; all inside NIGHT=”the darkness”"
2306,"Put posters up about old American drink (4,3)",SODA POP,"Definition: American drink
POP ADS=”Put posters”, reversed (“up”) and around O[ld]"
2307,Old wino beats drunkard up (7),TOSSPOT,"Definition: Old wino 
TOPS SOT=”beats drunkard”, reversed (“up”)"
2308,The sack for a young person stealing favourite cigar (7),CHEROOT,"Definition: cigar
COT=”The sack [i.e. bed] for a young person”, around HERO=”favourite”"
2309,"Student partial to quite a fashionable, cooler cocktail (7,7)",TEQUILA SLAMMER,"Definition: cocktail
L[earner]=”Student”, inside (quite a)*, plus SLAMMER=”cooler”=jail"
2310,"A macadamia initially squeezed between buttocks, when doing a backflip, he scored! (7)",SMETANA,Definition: he scored
2311,"Not entirely drivel, you see (3)",ELY,"Definition: see
a cathedral city. Hidden in *“[driv]EL Y[ou]” *~~“Not [entir]ELY drivel”~~ *edit thanks to WordPlodder and others*"
2312,Volatile liquid essential to Elizabethan alehouses (7),ETHANAL,"Definition: Volatile liquid
Hidden in [Elizab]ETHAN AL[ehouses]"
2313,"Comet’s gas cloud? Not quite, to go by this instrument (7)",COMPASS,Definition: instrument
2314,City approached game without energy (9),CAMBRIDGE,"Definition: City
CAM[**e**]=”approached… without **e**nergy”, plus BRIDGE=”game”"
2315,Ships from France and Spain caught by obstruction (5),FLEET,"Definition: Ships
F[rance], plus E[spana] in LET=”obstruction”"
2316,Hard in ways that hurt mobile campaign (8),ROADSHOW,"Definition: mobile campaign
H[ard] inside: ROADS=”ways” plus OW=”that hurt”"
2317,"Whisky chain ignored Frank, incurring no penalty (4-4)",SCOT-FREE,"Definition: incurring no penalty
SCOT[**ch**]=”Whisky” without **ch**[ain], plus FREE=”Frank”"
2318,"Top design just lies awkwardly (4,4)",FAIRISLE,Definition: Top design
2319,"Sweet — half a ton’s worth? (5,3)",BULLSEYE,"Definition: Sweet
A bull’s eye in darts is worth 50, or half a ton/hundred"
2320,Ornamental topping one leaves for last (5),FINAL,"Definition: last
FIN[**i**]AL=”Ornamental topping” with **i**=”one” leaving *Edit thanks to Muffyword*
 
~~FINAL[e]=”Ornamental topping” with one letter leaving~~"
2321,Rash of ulcers gets end of nose to light up (9),FLUORESCE,"Definition: light up
(of ulcers)* plus [nos]E"
2322,"Distinguishing feature of beauty contest winner: ostentatious walk, one yard short (4)",SASH,"Definition: Distinguishing feature of beauty contest winner
SASH[ay]=”ostentatious walk”, short of A=”one” plus Y[ard]"
2323,“Grow” a cold on holiday island (7),ACCRETE,"Definition: Grow
A plus C[old] plus CRETE=”holiday island”"
2324,Cobalt in stream is cause of affliction (7),SCOURGE,"Definition: cause of affliction
CO[balt] in SURGE=”stream”"
2325,"One of 12 celebs swilling gin (4,4)",STAR SIGN,"Definition: One of 12
STARS=”celebs” plus (gin)*"
2326,Seem to waver in middle of hypocritical speech for the Irish nationalist? (8),CASEMENT,Definition: Irish nationalist
2327,Permit restricting polit­ical party’s means of opening (6),LANCET,"Definition: means of opening
LET=”Permit” around A[frican] N[ational] C[ongress] the South African political party"
2328,"Drug joint’s menu item? (3,5)",POT ROAST,"Definition: menu item
POT=”Drug” plus ROAST=”joint”"
2329,Pack member moves earth (6),SPADES,"Definition: Pack member
double definition: part of a “Pack” of cards; tools used to move earth"
2330,"Unforgiving, cut down on appreciative remarks abroad (9)",MERCILESS,"Definition: Unforgiving
LESS=”cut down” on MERCI=’thank you’ in French=”appreciative remarks abroad”"
2331,Cover for female in Pacific hurricane (5),FICHU,"Definition: Cover for female
A triangular shawl. Hidden in [Paci]FIC HU[rricane]"
2332,"Island, rock all around, needs large projecting light (5)",ORIEL,"Definition: projecting light
“light” meaning window. I[sland] with ORE=”rock” all around it, plus L[arge]"
2333,They’re white-faced when supporting pillar crumbles (8),PIERROTS,"Definition: They’re white-faced
a type of white-faced clown. PIER ROTS=”supporting pillar crumbles”"
2334,Oversubtle entertainment includes hot psychic talent (8),FINESPUN,"Definition: Oversubtle
FUN=”entertainment” around IN=fashionable=”hot” plus E[xtra] S[ensory] P[erception]=”psychic”"
2335,Learning about a sort of light art here (6),LOUVRE,"Definition: art here 
LORE=”Learning” around U[ltra]-V[iolet]=”a sort of light”"
2336,Father half charms people (6),FRENCH,"Definition: people
F[athe]R plus ENCH[ants]=”half charms”"
2337,"Self-respect and power is not something that could improve a mug (4,5)",FACE PAINT,"Definition: something that could improve a mug
FACE=”Self-respect” plus P[ower] plus AIN’T=”is not”"
2338,"Golfing ace left a German disk in Polish (4,2,3)",HOLE IN ONE,"Definition: Golfing ace
L[eft] plus EIN=”a [in] German” plus O=”disk”, all inside HONE=”Polish”"
2339,Welsh or Saxon captured English invader (5),HORSA,"Definition: English invader
led armies to invade England in the 5th century . Hidden in [Wels]H OR SA[xon]"
2340,Keep head office euros stuffed inside sack (5-2),HEAVE-HO,"Definition: sack
HAVE=”Keep” plus H[ead] O[ffice], with E[uros] inside."
2341,A politician avoids mushroom in Paris bun (7),CHIGNON,"Definition: bun
a hairstyle . **A MP**=”politician”, removed from CH[**amp**]IGNON=”mushroom in French/in Paris”"
2342,Egyptian god dispat­ched very big Greek goddess (4),IRIS,"Definition: Greek goddess
[**OS**]IRIS=”Egyptian god”, removing **O**[ver]**S**[ize]=”very big”"
2343,"Cold squaddies been fed in mess with this? (6,4)",CORNED BEEF,"Definition: this
C[old] plus O[ther] R[anks]=”squaddies”, plus (been fed)*"
2344,"Lagoon spread over wicket, hence embarrassing score (3,4)",OWN GOAL,"Definition: embarrassing score
(lagoon)* around W[icket]"
2345,Translated poem in page 2 that was buried in Italy (7),POMPEII,"Definition: buried in Italy
(poem)* inside P[age] and II=”2″"
2346,Three works about short cut in study of locks (10),TRICHOLOGY,"Definition: study of locks
The study of hair, or “locks”. TRILOGY=”Three works”, around CHO[p]=”short cut”"
2347,Fly‘s weight in grams (4),WING,"Definition: Fly
W[eight] IN G[rams]"
2348,Spell out where 2s might come from? (7),EXPOUND,"Definition: Spell out
Alsations might come EX- as in ‘out of’ a POUND"
2349,"Half an hour in local, hammered on this (7)",ALCOHOL,"Definition: this
HO[ur]=”Half an hour” in (local)*"
2350,Old poet eats duck egg or suchlike (5),OVOID,"Definition: egg or suchlike
OVID=”Old poet”, around O=”duck”=a score of zero in cricket"
2351,"If mantles are replaced, these may replace them (9)",FILAMENTS,"Definition: these may replace them
(If mantles)* – “mantles” and FILAMENTS are used in lighting devices"
2352,"Forehead to thigh, throbbing? More 25 needed (3,4,2,3,3)",THE HAIR OF THE DOG,"Definition: More 25 needed
25 being ALCOHOL. (Forehead to thigh)*"
2353,"German shepherd, a large one wearing fine fabric (8)",ALSATIAN,"Definition: German shepherd
A L[arge], plus A=”one” inside SATIN=”fine fabric”"
2354,"Nearly new 14 turned up, one chased by 15 (5)",VIXEN,"Definition: one chased by 15
NE[w] plus XIV=”14″, all reversed or “turned up”"
2355,"Procedure to agitate film-maker? (5,3)",MOTOR OIL,"Definition: film-maker
creates a lubricating film between motor parts. M[odus] O[perandi]=”Procedure” plus TO plus ROIL=”agitate”"
2356,Signal rise in English meat sandwiches (6),BEACON,"Definition: Signal rise
the rise or hill from which a signal can be sent. E[nglish] sandwiched in BACON=”meat”"
2357,Some kids need refreshment touring hot spots in Gulf (9),SHEIKDOMS,"Definition: spots in Gulf
(Some kids)* around H[ot]"
2358,Bang handle right near the top (6),FRINGE,"Definition: Bang
as in hair across the brow. FINGER=”handle”, with R[ight] moved closer to the top"
2359,"Nagging family infuriated Sunday school examiner? (10,5)",MAGNIFYING GLASS,"Definition: examiner
(Nagging family)* plus S[unday] S[chool]"
2360,Fine bulldogs and hunters (9),FOXHOUNDS,"Definition: hunters
F[ine] plus OX=”bull” plus HOUNDS=”dogs”"
2361,"One girl’s top in twisting plaits, making these? (8)",PIGTAILS,"Definition: these
I=”One” plus G[irl]=”girl’s top”, all inside (plaits)*"
2362,"Taking tube north, start to have some insight (8)",EPIPHANY,"Definition: insight
PIPE=”tube”, reversed or taken north; plus H[ave]; plus ANY=”some”"
2363,Finish off better stage technique (6),IMPROV,"Definition: stage technique
IMPROV[e]=”better” with its finish taken off"
2364,"Began occupying newfangled office (3,3)",LED OFF,"Definition: Began
Hidden in [newfang]LED OFF[ice]"
2365,Monkey‘s beginning to pick apples up (5),SCAMP,"Definition: Monkey
P[ick] plus MACS=Apple computers, all reversed or “up”"
2366,Repeated rhythm: how to make par (and golf as well as pals!) (8),BACKBEAT,"Definition: Repeated rhythm
BACK BEAT could be a cryptic instruction to reverse ‘beat’. 
You can reverse ‘rap’=’beat’ to make “par”; OR reverse ‘flog’=’beat’ to make “golf”; OR reverse ‘slap’=’beat’ to make “pals”"
2367,Cold-shoulders wallies (6),CHUMPS,"Definition: wallies
C[old] plus HUMPS=”shoulders”"
2368,Headwind I am enduring to harbour ships (8),INDIAMEN,"Definition: ships
Hidden in [Headw]IND I AM EN[during]"
2369,Fictitious name soon to get Screw’s backing (6),ANONYM,"Definition: Fictitious name
ANON=”soon”, plus MY=”Screw’s” reversed/backing"
2370,"Suit, black with silver border, to be carried off brilliantly (2,4,1,4)",GO WITH A BANG,"Definition: carried off brilliantly
GO WITH=”Suit”; plus BAN=”black”=slang for ‘boycott’ inside AG=chemical symbol of “silver”"
2371,"I call mobile, getting tone (5)",LILAC,"Definition: tone
(I call)*"
2372,One critical of French farmer’s tower (9),DETRACTOR,"Definition: One critical
DE=”of [in] French”, plus TRACTOR=”farmer’s tower”, something that tows"
2373,"Break into Chile, just like the old days? (9)",NEOLITHIC,"Definition: like the old days
(into Chile)*"
2374,"Smooth, even now (5)",STILL,"Definition: Smooth
Double definition"
2375,"FA team in pub, possibly swapping tips! (6-5)",DIDDLY SQUAT,"Definition: FA
=F*** All. “team in pub” might = **T**IDDLY SQUA**D** with the “tips” **T** and **D** swapping around"
2376,Unimportant that Greek character cuts monster (8),MINOTAUR,"Definition: monster
MINOR=”Unimportant”, with TAU=”Greek character” cutting inside"
2377,Who’d destroy housing out there more than others? (6),ODDEST,"Definition: out there more than others
Hidden in [Wh]O’D DEST[roy]"
2378,An option as he fell ill? (4-4),SELF HEAL,"Definition: An option as he fell ill
(as he fell)*"
2379,Flashy stuff British swimmer’s cloned (5-5),BLING BLING,"Definition: Flashy stuff
B[ritish] plus LING=”swimmer”=a fish of the cod family; repeated twice or “cloned”"
2380,Salt originally added to fish with batter on for cobblers (10),CODSWALLOP,"Definition: cobblers
S[alt] added after COD=”fish”, plus WALLOP=”batter”"
2381,Something fired up under black crow (5),BOAST,"Definition: crow
OAST=”Something fired up”=a type of kiln, under B[lack]"
2382,Chemical expert sits on the deadly liquid (12),ACETALDEHYDE,"Definition: Chemical
ACE=”expert” plus (the deadly)*"
2383,"Both sides of having girl — that makes things clearer! (4,5)",HAND GLASS,"Definition: that makes things clearer
**H** AND **G** are the “Both sides of **h**avin**g**“, plus LASS=”girl”"
2384,60s’ person who’s scared — I knew you’d say that! (4-6),MINDREADER,"Definition: I knew you’d say that
MIN[ute]=60 s[econds], plus DREADER=”person who’s scared”"
2385,Regularly sees main match before final (4),SEMI,"Definition: match before final
regular letters taken from S[e]E[s] M[a]I[n]"
2386,"Main distance from actual line I’m dancing (8,4)",NAUTICAL MILE,"Definition: Main distance
“Main” as in the sea. (actual line I’m)*"
2387,Change a result — it’d sound like cricket? (10),STRIDULATE,"Definition: sound like cricket
to make a chirping or scraping sound. (a result it’d)*"
2388,Having three sides after filling in test (10),TRILATERAL,"Definition: Having three sides
LATER=”after” inside TRIAL=”test”"
2389,Battle between black and white bags Lidl supply without issue (9),CHILDLESS,"Definition: without issue
CHESS=”Battle between black and white”, around (Lidl)* where “supply”=’in a supple way’ is the anagrind"
2390,Pilot Officer cuts short easy takeoff (5),SPOOF,"Definition: takeoff
P[ilot] O[fficer] inside SOF[t]=”short easy”"
2391,"Timeless body … ish! (2,2)",OR SO,"Definition: ish
[**t**]ORSO=”body”, less the **T**[ime]"
2392,Did utter sod ask it during openings? (4),SAID,"Definition: Did utter
“openings” of S[od] A[sk] I[t] D[uring]"
2393,Study Latin near Barking (5),LEARN,"Definition: Study
L[atin] plus (near)*"
