,Clue,Answer,Explanation
1088,Marshal turns up in part of a wetsuit with ripped edges (7),STEWARD,"Marshal turns up in part of a wetsuit with ripped edges (7)
<= A WETS(uit) + R(ippe)D 
If my parsing is correct, I don’t like this clue as “part of” is not precise enough for my liking."
1089,"This document supports your claim for publication of French edition (5,4)",TITLE DEED,"This document supports your claim for publication of French edition (5,4)
TITKE (“publication”) + DE (“of French”) +ED."
1090,Endless messy mud I let in (9),UNLIMITED,"Endless messy mud I let in (9)
*(mud I let in)"
1091,Changed sides for money to get shelter with soldier in return (9),REALIGNED,"Changed sides for money to get shelter with soldier in return (9)
REAL (“money”) + <=DEN G.I."
1092,Overruns popular party with socialists primarily (7),INFESTS,"Overruns popular party with socialists primarily (7)
IN + FEST + S(ocialists)"
1093,Worries about German trap set by the French (7),NIGGLES,"Worries about German trap set by the French (7)
<=G GIN + LES"
1094,Acting doctor has a higher degree (5),DRAMA,"Acting doctor has a higher degree (5)
DR. + A M.A."
1095,At first background laughter leads to hearing being indistinct (5),BLEAR,"At first background laughter leads to hearing being indistinct (5)
B(ackground L(aughter) + EAR"
1096,Get ready to go away from embargo muddle (5),AMBER,"Get ready to go away from embargo muddle (5)
*(embar) (EMBARGO – GO) 
Definition is too loose – “get ready to go” is a little better, but then “go” would be doing double duty."
1097,Starts to look at tracks through the country (6),LATVIA,"Definition:  country
Initial letters of “**L**ook **A**t **T**racks” + VIA (“through”)"
1098,Speaks of panic with son (6),STATES,"Definition: Speaks
STATE (“panic”) + S 
State as in “in a state” = “in a panic”."
1099,Naughty Carol keeps a pub (7),SINNING,"Definition: Naughty
INN in SING 
The capital letter on Carol gives me a problem here, as “Carol” and “to carol” are two different things. Could have been solved by putting Carol at the start of the clue (eg Carol keeps a pub – that’s naughty)"
1100,Problem for old Bob the repair man (7),STINKER,"Definition: Problem
S (“old Bob” = “shilling”) + TINKER"
1101,Purcell has developed melancholy (10),SEPULCHRAL,"Definition: melancholy
*(Purcell has)"
1102,Old people imprisoned – many lost (4),AGED,"Definition: Old people
(c)AGED"
1103,New information about soldier (5),GREEN,"Definition: New
GEN about R.E. (“soldier”) 
R.E. = Royal Engineer"
1104,Weirdo makes illegal drugs (8),CRACKPOT,"Definition: Weirdo
CRACK + POT are both illegal drugs. 
I may be splitting hairs, but I’d say that the clue should say “illegal drugs make weirdo”.
 
Think of the clue as a sum, with “weirdo” = 4, “crack” = 3, and “pot” = 1.
 
We would say that 1 and 3 makes 4, but we wouldn’t say that 4 makes 1 and 3."
1105,Teacher having gym with students is badly put down (8),MISSPELL,"Definition: badly put down
MISS (“Teacher”) + P.E. + LL (“students”)"
1106,Money put into academic funds (5),PURSE,"Definition: Money
Double definition"
1107,Further inside the Royal Society (4),ALSO,"Definition: Further
Hidden in “roy**AL SO**ciety”"
1108,Harmony in a musical instrument (10),CONCERTINA,"Definition: musical instrument
CONCERT + IN A"
1109,"Fielder’s desire to get on (4,3)",LONG LEG,"Definition: Fielder
LONG + LEG (“on”) 
In cricket parlance, “leg” ~ “on”.
 
Long leg is a fielding position behind the batsman, and near the boundary."
1110,Idea vet developed to change (7),DEVIATE,"Definition: to change
*(idea vet)"
1111,Speechless about batting a short time (6),MINUTE,"Definition:  a short time
MUTE about IN"
1112,Dishonour grips royal family (6),STRAIN,"Definition: family
ST(R)AIN"
1113,Learning about current in the river (5),LOIRE,"Definition: river
I(“current”) in LORE"
1114,Give hairstyle that’s in fashion? Certainly! (7),TONSURE,"Definition: Give hairstyle
TON (“fashion”) + SURE"
1115,Purity Connie falsely showed once appearing topless (9),INNOCENCE,"Definition: Purity
*(Connie) + (o)NCE"
1116,Comprehensive kid gets a quid (5),TOTAL,"Definition: Comprehensive
TOT + A + L (“quid”, as in LSD, pounds shillings and pence)"
1117,"A small fastening can alter one’s course (3,4)",TIN TACK,"Definition: A small fastening
TIN (“can”) + TACK"
1118,Worker’s first wife died in shop (9),STEVEDORE,"Definition: Worker’
EVE + D in STORE"
1119,First-rate fish served with pork (9),CRACKLING,"Definition: served with pork
CRACK (“first-class”) + LING"
1120,Stable hand crosses stream for a place to eat (9),GRILLROOM,"Definition: a place to eat
GROOM crosses RILL"
1121,"Now for a tango show (2,7)",AT PRESENT,"Definition: Now
A + T(“tango” in the phonetic alphabet) + PRESENT"
1122,"Drunken legions drink this . . . . (4,3)",SLOE GIN,"Definition: this
*(legions)"
1123,. . . . nastier sort of wine (7),RETSINA,"Definition: wine
*(nastier)"
1124,Box the revolutionary way (5),CHEST,"Definition: Box
CHE (Guevara) + ST. (“way”)"
1125,"Impossible idea one’s given up (3,2)",NOT ON,"Definition: Impossible
NOT(i)ON"
1126,Colourful design in second Mediterranean vessel (6),MOSAIC,"Definition: Colourful design
MO (“second”) + SAIC (“Mediterranean vessel”) 
A saic is a vessel like a ketch from the Eastern Med."
1127,Worker ludicrously busy round English church (8),MECHANIC,"Definition: Worker
E Ch. in MANIC"
1128,Wary scout I redirected in tour of a university (8),CAUTIOUS,"Definition: Wary
A U in *(scout I)"
1129,"Appropriate turkey, bird held back (6)",ASSUME,"Definition: Appropriate
ASS (“turkey”) + <=EMU"
1130,Furore created by odd drug dealer (not half) (6),RUMPUS,"Definition: Furore
RUM (“odd”) + PUS(her)"
1131,"At last, plan to guard explosive (2,3,3)",INTHEEND,"Definition: At last
H.E. in INTEND 
H.E. stands for High Explosive"
1132,"File to handle differently in current circumstances (3,2,3,4)",LIE OF THE LAND,"Definition: current circumstances
*(file to handle)"
1133,Friend behind city still in joyful mode (12),ECSTATICALLY,"Definition: in joyful mode
E.C. (“city”) + STATIC (“still”) + ALLY(“friend”) 
E.C., as any cruciverbalist will tell you, is a central London postcode."
1134,"Lines penned by website contributor, expert on public views (8)",POLLSTER,"Definition: expert on public views
LL (“lines”) in POSTER(“website contributor”)"
1135,Distinction retained in sacred itinerary (6),CREDIT,"Definition: Distinction
Hidden in “sa**CRED IT**inerary”"
1136,Crimson strand (6),MAROON,"Definition: Crimson
Double definition. 
According to Chambers, both “crimson” and “maroon” are purplish red, so this would appear to be OK, although, in my humble opinion, the two are different."
1137,"Incomplete dessert, otherwise termed a Greek dish (8)",MOUSSAKA,"Definition: a Greek dish
MOUSS(e) + A.K.A."
1138,"Information given on European game in stock source? (4,4)",GENE POOL,"Definition: stock source
GEN (“information”) + E(uropean) + POOL (“game”)"
1139,Sensitive proposal (6),TENDER,"Definition: Sensitive
Double definition"
1140,"Unintelligible work, one somewhat lacking in appeal (6)",OPAQUE,"Definition: Unintelligible
OP (“work”) + A (“one”) + QU(it)E"
1141,Ideal place almost in a group for George (9),AUTOPILOT,"Definition: George
UTOPI(a) in A LOT 
George is the nickname pilots give to the autopilot system."
1142,"Tons crews replaced in elevated position at sea (5,4)",CROWS NEST,"Definition: elevated position at sea
*(tons crews)"
1143,Old lady supported by formidable dog (7),MASTIFF,"Definition: dog
MA (“old lady”) + STIFF (“formidable”)"
1144,"Skill shown by hundred, a large number (5)",CRAFT,"Definition: Skill
C (“hundred”) + RAFT (“a large number”)"
1145,Patterned fabric that’s limitless in part of church (5),AISLE,"Definition: in part of church
(p)AISLE(y)"
1146,Small measure in section of hospital is soon to happen (8),IMMINENT,"Definition: soon to happen
IMM (1mm = “small measure”) + IN E.N.T. (Ear, Nose and Throat = “section of hospital”)"
1147,Tone cut in hearing (3),HUE,"Definition: Tone
Homophone of HEW (“cut”)"
1148,"Hard ancient judges to preside over attendants (4,5)",HOLD COURT,"Definition: to preside over attendants
H(ard) + OLD (“ancient”) + COURT (“judges”)"
1149,Sadly only spare figure without expertise (9),LAYPERSON,"Definition:  figure without expertise
*(only spare)"
1150,Drink taken by daughter amid outstanding praise (8),ACCOLADE,"Definition:  praise
COLA (“drink”) + D(aughter) in ACE (“outstanding”)"
1151,American’s behind passageway screens (3),ASS,"Definition: American’s behind
Hidden in p**ASS**ageway"
1152,Sweet stuff bordered by fancy lace (7),CARAMEL,"Definition: Sweet
RAM (“stuff”) in *(lace)"
1153,Changeable fellow facing predicament losing head (6),FICKLE,"Definition: Changeable
F(ellow) + (p)ICKLE"
1154,Indefinite sun in Cornish resort (5),LOOSE,"Definition: Indefinite
S(“sun”) in LOOE (a small town on the Cornish coast)"
1155,What one might see after summer holiday dance (5),TANGO,"Definition: dance
After a summer holiday, one’s tan may go."
1156,Issue beginning to engage mother country (9),EMANATION,"Issue beginning to engage mother country (9)
E(ngage) + MA + NATION"
1157,Burglar eviscerated on cross in cheery NY location? (5),BRONX,"Burglar eviscerated on cross in cheery NY location? (5)
B(urgla)r + ON + X (“cross”) 
“Making a Bronx cheer” is an American term for “blowing a raspberry”"
1158,Member tours old Ireland with lecherous look (7),LEERING,"Member tours old Ireland with lecherous look (7)
ERIN (“old Ireland”) in LEG (“member”)"
1159,One settles score against English in rage (7),AVENGER,"One settles score against English in rage (7)
V E in ANGER"
1160,Revolutionary 8 teacher to bend back and forth (3),NOD,"Revolutionary 8 teacher to bend back and forth (3)
<=DON (teacher at Oxbridge)"
1161,Naughty secretary Reed sacked becomes angry (3-8),BADTEMPERED,"Naughty secretary Reed sacked becomes angry (3-8)
BAD + TEMP + *(Reed)"
1162,Mean-spirited woman takes hour in work with needle (5),SHREW,"Mean-spirited woman takes hour in work with needle (5)
HR “(hour”) in SEW"
1163,Ringmaster from Halifax (3),ALI,"Ringmaster from Halifax (3)
Hidden in h**ALIf**ax. 
Referring of course to Mohammed Ali."
1164,New land area provides irridescent stuff (5),NACRE,"New land area provides irridescent stuff (5)
N + ACRE (“land area”) 
NACRE is another name for “mother of pearl”"
1165,School performer entertains the French film director (11),SCHLESINGER,"School performer entertains the French film director (11)
LE (“the FRench”) in Sch. SINGER 
John Schlesinger directed some great movies, including “Sunday Bloody Sunday” and “Midnight Cowboy”"
1166,"50 overs, then wicket having little value (3)",LOW,"50 overs, then wicket having little value (3)
L (“50”) + O (“overs”) + W (“wicket”)"
1167,National Insurance to fall within revised range on salary (7),EARNING,"National Insurance to fall within revised range on salary (7)
N.I. in *(range)"
1168,Little girl vanishes from conflicted background (7),AMBIENT,"Little girl vanishes from conflicted background (7)
VAL (“little girl”) vanishes from AMBIVALENT (“conflicted”)"
1169,Skeleton causing son a nightmare (5),SHELL,"Skeleton causing son a nightmare (5)
S(on) + HELL"
1170,With mischief-maker and fool I have to be unmoved (9),IMPASSIVE,"With mischief-maker and fool I have to be unmoved (9)
IMP (“mischief-maker”) + ASS (“fool”) + I’VE"
1171,Huge carnivore denied area left in capital (6),BERLIN,"Huge carnivore denied area left in capital (6)
BE(a)R + L + IN"
1172,Capone’s death in vehicle? Days numbered here? (8),CALENDAR,"Capone’s death in vehicle? Days numbered here? (8)
AL END “(Capone’s death”) in CAR"
1173,"Multi-talented artist traps keen crook in decline (5,5)",DAVID BOWIE,"Multi-talented artist traps keen crook in decline (5,5)
AVID BOW (“keen crook” in DIE (“decline”)"
1174,Something evil and good in grass (4),SING,"Something evil and good in grass (4)
SIN + G"
1175,Resolute peacekeepers fly across state (10),UNWAVERING,"Resolute peacekeepers fly across state (10)
UN (“peacekeepers”) + AVER (“state”) in WING (“fly”)"
1176,Vagrant without hospital place finally gets instrument (4),OBOE,"Vagrant without hospital place finally gets instrument (4)
(h)OBO + (plac)E"
1177,Tenant right underneath Masonic meeting-place (6),LODGER,"Tenant right underneath Masonic meeting-place (6)
LODGE(“Masonic meeting-place) + R"
1178,Beast on way over to find top universities (8),OXBRIDGE,"Beast on way over to find top universities (8)
OX (“beast”) + BRIDGE (“way over”)"
1179,Board fixer in extract secures victory over GP (7-3),DRAWINGPIN,"Board fixer in extract secures victory over GP (7-3)
WIN + GP in DRAIN (“extract”)"
1180,Silly brats a pain for Nasser? (3- 7),PANARABIST,"Silly brats a pain for Nasser? (3- 7)
*(brats a pain) 
Nasser, president of Egypt from 1956 to 1970, was a propoent of pan-Arabism."
1181,Hanging American writers in south-east (8),SUSPENSE,"Hanging American writers in south-east (8)
US PENS (“American writers”) in S.E."
1182,"Learner in Iceland explosively summoned (6,2)",CALLED IN,"Learner in Iceland explosively summoned (6,2)
L in *(Iceland)"
1183,Man has to catch some deer for Achilles et cetera (6),HEROES,"Man has to catch some deer for Achilles et cetera (6)
ROE (“deer”) in HE’S (“man has”)"
1184,Shrivel up accompanied by the monarch (6),WITHER,"Shrivel up accompanied by the monarch (6)
WITH E.R."
1185,It could be stormy: Lewis wife departs (4),ISLE,"It could be stormy: Lewis wife departs (4)
*(lewis – w) 
Many islands are known as “Stormy Isles” (Azores, Orkney, some of the Hebrides, etc)"
1186,Record to break when in range (4),ALPS,"Record to break when in range (4)
LP in AS (“when”)"
1187,Do not be tempted by ugly sister (6),RESIST,"Do not be tempted by ugly sister (6)
*(sister)"
1188,Religious leaders maybe bless ushers on a regular basis (8),ABBESSES,"Religious leaders maybe bless ushers on a regular basis (8)
(m)A(y)B(e) B(l)E(s)S (u)S(h)E(r)S"
1189,Volunteers to keep key drug in crockery (6),TEAPOT,"Volunteers to keep key drug in crockery (6)
E (“key”) in TA (“volunteers”) + POT (“drug”)"
1190,Sovereign takes pains with Iceland’s fate (8),LACHESIS,"Sovereign takes pains with Iceland’s fate (8)
L (pound = “sovereign”) + ACHES + IS (.is is Iceland’s internet code) 
Lachesis was one of the three Fates in Greek mythology."
1191,Graceless supporter one caught in current trap (9),INELEGANT,"Graceless supporter one caught in current trap (9)
LEG AN (“supporter one”) caught in I NET (“current trap”)"
1192,Power plant part includes one (5),STEAM,"Power plant part includes one (5)
A in STEM"
1193,"Taking part of Toad almost his downfall, to be completely honest (3,2,4,5)",ACTINGOODFAITH,"Taking part of Toad almost his downfall, to be completely honest (3,2,4,5)
ACTING (“taking part) +*(of toad hi)"
1194,"Stormy Weather is his, with special backing from Carol (1,3,5,5)",I SAW THREE SHIPS,"Stormy Weather is his, with special backing from Carol (1,3,5,5)
*(weather is his) + <=Sp."
1195,Quality cats essentially praise (9),ATTRIBUTE,"Quality cats essentially praise (9)
c(AT)s + TRIBUTE"
1196,One of three sisters gets my back trouble after clearing out doghouse (8),CORDELIA,"One of three sisters gets my back trouble after clearing out doghouse (8)
COR (“my!”) + D(oghous)E + <=AIL 
Cordelia was King Lear’s youngest daughter (of three)."
1197,End of sentimental film about pub singer (6),LINNET,"End of sentimental film about pub singer (6)
(sentimenta)L + E.T. (“film) about INN 
A linnet is a small songbird, therefore a “singer”."
1198,Gloomy party keeps ships in the Middle East (8),DARKSOME,"Gloomy party keeps ships in the Middle East (8)
ARKS in DO + M.E."
1199,Soggy god has reason to leave wife (6),MARSHY,"Soggy god has reason to leave wife (6)
MARS + (w)HY"
1200,Hunting vermin is pointless with a northern playwright (8),RATTIGAN,"Hunting vermin is pointless with a northern playwright (8)
RATTI(n)G + AN 
Terence Rattigan, who wrote *The Browing Version*, *The Winslow Boy* and *Separate Tables*, among others."
1201,Most frugal cuts set in stone (7),SPAREST,"Most frugal cuts set in stone (7)
PARES (“cuts”) in St. (“stone”)"
1202,Quiet individual excelled (5),SHONE,"Quiet individual excelled (5)
SH (“quiet!”) + ONE"
1203,"Burt Lancaster, initially, when prime minister could have met three sisters here (7,5)",BLASTED HEATH,"Burt Lancaster, initially, when prime minister could have met three sisters here (7,5)
B(urt) L(ancaster) + AS TED HEATH 
From Act 1, Scene 3 of Macbeth
 
Stay, you imperfect speakers, tell me more: 
By Sinel’s death I know I am thane of Glamis; 
But how of Cawdor? the thane of Cawdor lives, 
A prosperous gentleman; and to be king 
Stands not within the prospect of belief, 
No more than to be Cawdor. Say from whence 
You owe this strange intelligence? or why 
Upon this blasted heath you stop our way 
With such prophetic greeting? Speak, I charge you."
1204,Ancient Greeks record material with centre part moved to the end (9),EPHESIANS,"Ancient Greeks record material with centre part moved to the end (9)
EP + HESSIAN with the central S moved to the end. 
Ephesus is now in Turkey, but was in Greece in ancient times."
1205,American muscle in a way dodgy (7),SUSPECT,"American muscle in a way dodgy (7)
US PEC in St."
1206,Some disheartened by identical plant (6),SESAME,"Some disheartened by identical plant (6)
S(om)E + SAME"
1207,"Distracted, I spoil a march, not seeing the bigger picture (12)",PAROCHIALISM,"Distracted, I spoil a march, not seeing the bigger picture (12)
*(I spoil a march)"
1208,Happy couple will yawn off and on being overwhelmed by requirements (9),NEWLYWEDS,"Happy couple will yawn off and on being overwhelmed by requirements (9)
W(i)L(l)Y(a)W(n) in NEEDS"
1209,Is obliged to hear about society in Shropshire town (8),OSWESTRY,"Is obliged to hear about society in Shropshire town (8)
OWES TRY about S"
1210,Support without winning Queen’s Teaspoon? (7),STIRRER,"Support without winning Queen’s Teaspoon? (7)
STIRR(up) + E.R."
1211,One sort of fertiliser not round like reptiles (7),IGUANAS,"One sort of fertiliser not round like reptiles (7)
1 + GUAN(o) + AS"
1212,Fought being restrained (6),FENCED,"Fought being restrained (6)
Double definition"
1213,One of Chekhov’s sisters fashionable in Irish academy (5),IRINA,"One of Chekhov’s sisters fashionable in Irish academy (5)
IN (“fashionable”) in Ir. A"
1214,Hosts taken aback about man’s separation (6),SCHISM,"Definition: separation
<=MCS (“masters of ceremonies” = “hosts”) about HIS “(man’s”)"
1215,"Scotch and beer sustains a politician (5,3)",STAMP OUT,"Definition: Scotch
A M.P. in STOUT"
1216,"Retreating army controlled by noble, at the margins, close to battle (6)",NASEBY,"Definition: battle
<=SA ((Salvation) “army”) in N(obl)E + BY 
The battle of Naseby (1645) was a defest for the Royalists in the English Civil War."
1217,"Want English butcher back in charge (4,4)",FEEL LIKE,"Definition: Want
<=E KILL in FEE"
1218,"In New York, head for pasta (6)",NOODLE,"Definition: In New York, head
Double definition 
I hadn’t really considered “noodle” to be an Americanism, but at least one of the online dictionaries indicates it is."
1219,"Study conducted about the old British bakery produce (3,5)",RYE BREAD,"Definition: bakery produce
READ (“study”) about YE (“the old”) Br. (“British”)"
1220,Writer’s iPhone used regularly (3),POE,"Definition: Writer
i**P**h**O**n**E**"
1221,Increasingly difficult for Eastender reporting fire (6),ARDOUR,"Definition: fire
Homophone of ” ‘arder”"
1222,Tone down article dismissing second upper-class cleric (7),SUBDEAN,"Definition: Tone 
SUBD(u)E + AN"
1223,"Herb, a guy primarily besotted? (6)",LOVAGE,"Definition: Herb
A G(uy) in LOVE"
1224,Girl’s parking among others (3),PEG,"Definition: Girl
P (“parking”) + E.G. (“among others”)"
1225,What one does with a page bringing pastry? (8),TURNOVER,"Definition: What one does with a page
Double definition"
1226,Sort of patch in middle of skirt appearing repeatedly (4-2),IRON ON,"Definition: Sort of patch
(sk)IR(t) + ON twice (“repeatedly”) 
This doesn’t work for me as “middle of skirt” is either KIR or I"
1227,"Mother and I visiting Lakes, shakily begin voyage (4,4)",MAKE SAIL,"Definition:  begin voyage
MA + I in *(lakes)"
1228,Police on mountain returning undisturbed (6),PLACID,"Definition: undisturbed
C.I.D. on <=ALP"
1229,Judge is firm with staff member maybe losing head (8),CONSIDER,"Definition: Judge
CO + (i)NSIDER"
1230,Like a bird towards the tail (6),ASTERN,"Definition: towards the tail
AS + TERN"
1231,Relative cooking at home chops salad (3-2-3),SON-IN-LAW,"Definition: Relative
ON (“cooking”) + IN in SLAW"
1232,"It’s hard when having to comprehend landing-place in wartime disputes (3,5)",HAS WORDS,"Definition: disputes
SWORD in H + AS 
Sword was one of the Normandy landings"
1233,Brother perhaps joined priest and American composer (8),SIBELIUS,"Definition: composer
SIB (“brother perhaps) + ELI (“priest” in the Old Testament) + US 
Refers to Jean Sibelius, the Finnish composer who died in 1957."
1234,Italian lifted daughter inside to view stained garment (3-3),TIE-DYE,"Definition:  stained garment
<=IT + D in EYE"
1235,New album snaps start to indicate Pacific resort (6),MALIBU,"Definition: Pacific resort
I(ndicate) in *(album)"
1236,Soldiers are grabbing a mouthful by the way (6),OBITER,"Definition: by the way
OR is (not are?) grabbing BITE"
1237,Latest score in rugby’s entertaining final (6),TRENDY,"Definition: Latest
END (“final”) in TRY (“core in rugby”)"
1238,"Right dictionary always needed to find “small ungulate” (3,4)",ROE DEER,"Definition: small ungulate
R + O.E.D. + e’er"
1239,Odd tipple drunk by crewman? (3),RUM,"Definition: Odd
Double definition"
1240,Friend’s running 400 metres backwards (3),PAL,"Definition: Friend
<=LAP 
400m is the size of a lap of most athletics tracks"
1241,"Father has ailments after cutting back on budget (2,6)",NO FRILLS,"Definition: budget
<=ON + Fr. + ILLS 
Def: A budget airline could also be described as a no frills airline."
1242,One firmly sticks rod on clean ground (8),BARNACLE,"Definition: One firmly sticks
BAR + *(clean)"
1243,"Checked on freshwater fish being served up in pub (6,2)",REINED IN,"Definition: Checked
RE(“on”) + <=IDE in INN"
1244,"Tiny centrepieces displayed in Bath, Rome, Nice (6)",ATOMIC,"Definition: Tiny
The centre pieces of b**AT**h, r**OM**e and n**IC**e"
1245,"Faulty globe put up, given knowledge (6)",BROKEN,"Definition: Faulty
<=ORB + KEN"
1246,Potato dish from Ireland left around English street (6),ROESTI,"Definition: Potato dish
R.O.I (Republic of “Ireland”) around E St."
1247,Slight favourite that is maintaining second in steeplechase (6),PETITE,"Definition: Slight
PET + (s)T(eeplechase) in I.E."
1248,"Doctor is not late at bar – he never drinks! (5,9)",TOTALABSTAINER,"Doctor is not late at bar – he never drinks! (5,9)
*(is not late at bar)"
1249,Émigré needs English vote backing strike (5),EXPAT,"Émigré needs English vote backing strike (5)
E + X(“vote”) +<=TAP"
1250,Possibly releases a French victim on Sunday (9),UNBUTTONS,"Possibly releases a French victim on Sunday (9)
UN + BUTT (as in “butt of a joke”) ON + S(unday)"
1251,Essential to take boat west to spot the beaver (7),MUSKRAT,"Essential to take boat west to spot the beaver (7)
<=ARK in MUST"
1252,"Retired, being embarassed about the act (7)",REPOSED,"Retired, being embarassed about the act (7)
RED about POSE"
1253,"Starts, oddly, with a year-old goat (5)",SATYR,"Starts, oddly, with a year-old goat (5)
S(t)A(r)T(s) + YR"
1254,Ringleader clearly not a Royalist (9),ROUNDHEAD,"Ringleader clearly not a Royalist (9)
ROUND(“riing”) + HEAD(“leader”)"
1255,"Litmus paper eg to peel off after examination (4,5)",TEST STRIP,"Litmus paper eg to peel off after examination (4,5)
STRIP after TEST"
1256,Arab gets Skoda’s first German car (5),SAUDI,"Arab gets Skoda’s first German car (5)
S(koda) + AUDI"
1257,Enter quickly (without directions) to obtain skittle (7),NINEPIN,"Enter quickly (without directions) to obtain skittle (7)
NE(“directions” in NIP IN"
1258,RAF tale about a dangerous carrier (3-4),RAT FLEA,"RAF tale about a dangerous carrier (3-4)
*(raf tale)"
1259,"Found. initially, in no doubt – then lost (3-6)",OFF COURSE,"Found. initially, in no doubt – then lost (3-6)
F(ound) in OF COURSE"
1260,Green bottled water makes a comeback (5),NAIVE,"Green bottled water makes a comeback (5)
<=EVIAN"
1261,"Last Judgment, financially speaking (3,2,9)",DAYOFRECKONING,"Last Judgment, financially speaking (3,2,9)
Cryptic definition"
1262,"They should attract young and old, for instance (9)",OPPOSITES,"They should attract young and old, for instance (9)
Double definition"
1263,Change brought about by Raleigh’s beheading (5),ALTER,"Change brought about by Raleigh’s beheading (5)
(w)ALTER (Raleigh)"
1264,Husband affected by wanderlust you could say (9),ADULTERER,"Husband affected by wanderlust you could say (9)
(Not very) cryptic definition"
1265,Southern Region introduces decoration on the wagon (5),SOBER,"Southern Region introduces decoration on the wagon (5)
O.B.E. in S.R."
1266,Does it pan out where diggers are found? (9),ANTIPODES,"Does it pan out where diggers are found? (9)
*(does it pan)"
1267,Cramped spaces are fine in small numbers (5),NOOKS,"Cramped spaces are fine in small numbers (5)
O.K. in Nos."
1268,"Lived as desired, after a revolution (7)",RESIDED,"Lived as desired, after a revolution (7)
*(desired)"
1269,Either message shows who might carry it (6),HERMES,"Either message shows who might carry it (6)
Hidden in eit**HER MES**sage."
1270,Full of anti-oxidants? (9),RUSTPROOF,"Full of anti-oxidants? (9)
Cryptic definition"
1271,"Part of London bus also overlooked from the bridge (5,4)",UPPER DECK,"Part of London bus also overlooked from the bridge (5,4)
Double definition"
1272,"Short parallel lines, in pairs, symbolically (5,4)",EQUAL SIGN,"Short parallel lines, in pairs, symbolically (5,4)
More a description than a cryptic clue?"
1273,Juliet’s last embrace means so much more (7),TENFOLD,"Juliet’s last embrace means so much more (7)
(julie)T + ENFOLD"
1274,"This girl is a beauty, we’re told (6)",ISABEL,"This girl is a beauty, we’re told (6)
Homophone of IS A BELLE"
1275,Smart leaders of new industries fire their yesmen (5),NIFTY,"Smart leaders of new industries fire their yesmen (5)
First letters (“leaders of”) the last five words."
1276,Old language in code starting with next letter (5),NORSE,"Old language in code starting with next letter (5)
N(instead of M)ORSE"
1277,Saw a risk for trapeze artist when climbing (5),TENON,"Saw a risk for trapeze artist when climbing (5)
<=NO NET"
1278,Pastry from Greek island area (6),SAMOSA,"Pastry from Greek island area (6)
SAMOS + A. Samos being an island in the Aegean."
1279,Women’s groups note song about climber (8),WISTERIA,"Women’s groups note song about climber (8)
WIs (“women’s groups) + TE (“note”) + <=AIR"
1280,"Prompt outburst of emotion, not love (2,4)",ON TIME,"Prompt outburst of emotion, not love (2,4)
*(emotin) 
Personally, I would take “without love” to mean that no Os at all, but I can see what the setter was trying to do."
1281,"Make notes about girl, first of many sending junk mail (8)",SPAMMING,"Make notes about girl, first of many sending junk mail (8)
SING about PAM + M(any)"
1282,"Former monarch, half German? (4,5,4)",GOOD QUEEN BESS,"Former monarch, half German? (4,5,4)
Half of “German” is “G ER” so GOOD and QUEEN ELIZABETH (aka “QUEEN BESS”)"
1283,"Somehow paint ankle and feet without using an artist’s spatula (7,5)",PALETTE KNIFE,"Somehow paint ankle and feet without using an artist’s spatula (7,5)
*(pit ankle feet) (“paint ankle feet” without “an”)"
1284,"He let wobble go wobbly ahead of time? That’s not fair! (5,3,4)",BELOW THE BELT,"He let wobble go wobbly ahead of time? That’s not fair! (5,3,4)
*(he let wobble) + T"
1285,"Evelyn regularly has enough for ten LPs (4,5,4)",FIVE POUND NOTE,"Evelyn regularly has enough for ten LPs (4,5,4)
(e)V(e)L(y)N = 5, POUND and NOTES and ten LPs (or 50ps) is £5"
1286,Girl in a state (in Havana) (8),VIRGINIA,"Girl in a state (in Havana) (8)
Double definition and Va. (the abbreviation for Virginia) is in haVAna. 
Originally, I was going to call foul on this as I thought that Wanderer wanted to use Havana (the cigar) as a synonym for Virginia (the tobacco)."
1287,"Missing male member of French man, originally a politician (3,3)",LIB DEM,"Missing male member of French man, originally a politician (3,3)
LI(m)B + DE M(an)"
1288,"Romeo going off with Juliet at last, having discontented time in cramped accommodation? (8)",ROOMETTE,"Romeo going off with Juliet at last, having discontented time in cramped accommodation? (8)
*(romeo) + (Julie)T + T(im)E"
1289,Cheesemaker’s backing? It’s worth two 23 24 25s (6),TENNER,"Cheesemaker’s backing? It’s worth two 23 24 25s (6)
<=RENNET"
1290,Temporary measures to prevent cavities (8),STOPGAPS,"Temporary measures to prevent cavities (8)
“to prevent gaps” would be to “stop gaps”"
1291,Month in which model gets just a bit staid and plumpish (8),MATRONLY,"Month in which model gets just a bit staid and plumpish (8)
T in Mar. (short for March) + ONLY"
1292,"Silly moo x 3? Not right now (4,5,4)",SOME OTHER TIME,"Silly moo x 3? Not right now (4,5,4)
*(moo times three)"
1293,"Putting a bun in the oven, mischief-maker and sailor eat last of the egg and bacon (12)",IMPREGNATING,"Putting a bun in the oven, mischief-maker and sailor eat last of the egg and bacon (12)
IMP + ((eg)G + (baco)N in RATING)"
1294,"Setter uses this repeatedly (4,5,4)",TIME AFTER TIME,"Setter uses this repeatedly (4,5,4)
My original thinking was that “setter” has TT in it, therefore “time after time”, nut it is also true that “time” is the theme of the puzzle, with seasons, months and time featuring prominently."
1295,"Bust bouncing about in red underwear, initially (6)",RUINED,"Bust bouncing about in red underwear, initially (6)
*(in red u) where “u” is the first letter of “underwear”"
