,Clue,Answer,Explanation
1565,Single tree’s engulfed in flames,ON FIRE,"Definition: in flames
ONE (single) around or ‘engulfing’ FIR (tree)"
1566,Watch someone on safari,HUNTER,Double definition
1567,"Soft line taken on drug, still",PLACID,"Definition: still
P (soft) + L (line) + ACID (drug)"
1568,Parliament each day finishes early,DAIL,"Definition: Parliament
DAIL~~y~~ (each day) with last letter removed or ‘finishing early’"
1569,I’d feel nervous before opening contest,FIELD EVENT,"Definition: contest
Anagram of I’D FEEL (anagrind is ‘nervous’) + VENT (opening)"
1570,Lad entertains popular girl at good social occasion,SINGALONG,"Definition: social occasion
SON (lad) around or ‘entertaining’ IN (popular) + GAL (girl) followed by G (good)"
1571,"Actor frowned, say, quite regularly",FONDA,"Definition: Actor
Every other letter in FrOwNeD sAy or ‘quite frequently’"
1572,Fifty people squashed into first-class compartment finally making complaint,AILMENT,"Definition: complaint
L (50) + MEN (people) inside or ‘squashed into’ AI (first class) + T (final letter of compartment)"
1573,A bishop captivated by European entertainer,ACROBAT,"Definition: entertainer
A + B (bishop) inside or ‘captivated by’ CROAT (European)"
1574,Many gents perhaps crossing back street with frequency,LOTS OF,"Definition: Many
LOO (gents) around or ‘crossing’ ST (street) reversed or ‘back’ + F (frequency)"
1575,Cool duo dispensing with piano,AIR,"Definition: Cool
~~p~~AIR (duo) without P (piano)"
1576,Vessel sinks around edges of island and splits into bits,SUBDIVIDES,"Definition:  splits into bits
SUB (vessel) + DIVES (sinks) around ID (first and last letter or ‘edges of’ IslanD)"
1577,Really offensive remark? Way to go!,DROP-DEAD,Triple definition
1578,"Passover food Matthew’s mentioned, I see",MATZOH,"Definition: Passover food
MATZ (sounds like Matt’s) + OH (I see)"
1579,Degenerate buccaneer heading off,RAKE,"Definition: Degenerate
~~d~~RAKE (buccaneer) with first letter removed or ‘heading off’"
1580,Assassination in Lebanese port: detective has conspirator hauled up,TYRANNICIDE,"Definition: Assassination
TYRE (Lebanese port) around DI (detective) + CINNA (conspirator in play) reversed or ‘hauled up’. Nothing whatsoever to do with killing dinosaurs!"
1581,"Excitable lads with yen to meet Romeo, lover in Shakespeare play",LYSANDER,"Definition: lover in Shakespeare play
Anagram of LADS + YEN (anagrind is ‘excitable’) and R (Romeo)"
1582,Covering length and breadth in some land I disputed,DIMENSIONAL,"Definition: Covering length and breadth
Anagram of IN SOME LAND I (anagrind is ‘disputed’)"
1583,"A foreign vehicle ends in the scrapyard, because neglected",UNCARED FOR,"Definition: neglected
UN (a in French or ‘foreign’) + CAR (vehicle) + E D (last letters or ‘ends’ of thE scrapyarD) + FOR (because)"
1584,"Reporter’s travelled to South Africa, skirting one former British colony",RHODESIA,"Definition: former British colony
Sounds like or ‘reported’ RODE (travelled) + SA (South Africa) around or ‘skirting’ I (one)"
1585,A game fighter’s ace defence,APOLOGIA,"Definition: defence
A + POLO (game) + GI (fighter) + A (ace)"
1586,"Succeed, having nothing, as Yorkshireman might say?",WIN OUT,"Definition: Succeed,
WI’ NOUT (a play on the way that a Yorkshireman might say he has nothing)"
1587,Pioneer going round posh royal house,STUART,"Definition: royal house
START (pioneer) around U (posh)"
1588,Meal ticket,FARE,Double definition
1589,Husband holds up nail,NAB,"Definition: nail
Hidden and reversed or ‘up’ within the clue husBANd"
1590,3 1 7 in Nottinghamshire also hires out club,ISHERWOOD,"Definition: 3
Double wordplay in this one! (a): I (1 – not 1down as we first assumed!) + SHERWOOD (forest (7d) in Nottinghamshire) – just up the road from us! (b): anagram of HIRES (anagrind is ‘out’) + WOOD (club)"
1591,Mad Percy eviscerated going after game,LOOPY,"Definition: Mad
P~~erc~~Y with the middle letters removed or ‘eviscerated’ after LOO (game)"
1592,Favourite pig close to sentient revived old dance,TWO-STEP,"Definition: old dance
PET (favourite) SOW (pig) + T (last letter of, or ‘close to’ sentienT) all reversed or ‘revived’ (brought round?)"
1593,Devil won’t need Black Death area in London,EAST END,"Definition: area in London
~~b~~EAST (devil) without B (black) + END (death)"
1594,Leader in Aerosmith quits festival compound,ESTER,"Definition: compound
E~~a~~STER (festival) without A (first letter or ‘leader’ of Aerosmith)"
1595,Such fat as may cause disease is dripping,SATURATED,Double definition
1596,Huguenot in front posed no threat,OUT OF THE RUNNING,"Definition: no threat
Anagram of HUGUENOT IN FRONT (anagrind is ‘posed’)"
1597,Dark clothing,NIGHTWEAR,A play on clothing worn in the dark
1598,"Senior electrician, being short, makes tactless remark",GAFFE,"Definition: tactless remark
GAFFE~~r~~ (senior electrician) with the last letter omitted, or ‘being short’"
1599,"More goes into personal best, this for season",POTHERB,"Definition: this for season
OTHER (more) in PB (personal best)"
1600,Slang used by gay son for weapon sailors unleash,POLARIS,"Definition: weapon sailors unleash
POLARI (slang used by gay) + S (son). Brings back memories of Julian and Sandy in ‘Round the Horne’ – compulsive Sunday lunchtime radio listening in the mid- to late-60s"
1601,Liberal called about lump of wood,GNARL,"Definition: lump of wood
L (Liberal) RANG (called) reversed or ‘about’"
1602,Salad ingredient sent lead-free from Ottawa,RAW TOMATO,"Definition: Salad ingredient
Anagram of ~~f~~ROM OTTAWA without the first letter, or ’lead-free’ – anagrind is ‘sent’"
1603,Diminutive client in brothel is big man in 7,LITTLE JOHN,"Definition: big man in 7
LITTLE (diminutive) JOHN (client in brothel)"
1604,Informer stopped by those working for Resistance,RHEOSTAT,"Definition: for Resistance
RAT (informer) round or ‘stopped by’ an anagram of THOSE (anagrind is ‘working’) – we’re not sure about the definition here – a rheostat varies resistance, so we suppose it could be considered synonymous with resistance, but it doesn’t quite seem to work"
1605,Quiller Memorandum could one produce,WRITER,"Definition: Quiller
We’re not 100% sure about this. A ‘quiller’ could be a cryptic definition for a writer who uses a quill pen, and a writer would presumably produce a Memorandum – the grammar in the clue is somewhat archaic and might refer to the use of quill pens? Any better parsing out there?"
1606,Successful stroke from firm now more valued in FTSE?,COUP,"Definition: Successful stroke
CO (firm) + UP (more valued in FTSE)"
1607,"Speculator, ace, returned in happy state around five",ADVENTURER,"Definition: Speculator
A (ace) + anagram of RETURNED (anagrind is ‘in happy state’) around V (five)"
1608,Prince appearing at the end eats rook and turtle part,PLASTRON,"Definition: turtle part
P (prince) + LAST ON (appearing at the end) round, or ‘eating’ R (rook)"
1609,Following others to stay over in green area,FOREST,"Definition: green area
F (following) + REST (others) round or ‘staying’ O (over)"
1610,Pair in which old man retains pant-front shape?,DYAD,"Definition: Pair
DAD (old man) around or ‘retaining’ Y (pant-front shape)"
1611,Austrian scorer to live invested in groschen which is crazy,SCHOENBERG,"Definition: Austrian scorer
BE (live) ‘invested’ in an anagram of GROSCHEN (anagrind is ‘crazy’)"
1612,Departure where King George breathes his last outside holy city,DIGRESSION,"Definition: Departure
GR (King George) with DIES (breathes his last) outside + SION (holy city)"
1613,"Being kind vergers in Foula, they must hold hands",FATHERLY,"Definition: Being kind
F~~oul~~A (first and last letters, or ‘vergers’) + THEY round or ‘holding’ R L (right and left – hands)"
1614,Irritating as first part in Dantean work,INFERNAL,"Definition: Irritating
We think this is a play on a possible adjective describing Dante’s ‘Inferno’, but we’re not sure about the ‘first part’ reference, unless it refers to the first seven letters?"
1615,Crowd with Paul’s inside for cake,GATEAU,"Definition: cake
GATE (crowd) + ~~p~~AU~~l~~ (inside letters)"
1616,Eight pints of something bitter available,GALLON,"Definition: Eight pints
GALL (something bitter) + ON (available)"
1617,Send for servant-boy,PAGE,"Double definition – although, being pedantic, we’re not sure that ‘page’ as a verb necessarily means ‘send for’"
1618,Man and wife into god,PAWN,"Definition: Man
W (wife) in PAN (god)"
1619,No longer is to care for adopting US city wilderness,WASTELAND,"Definition: wilderness
WAS (no longer is) + TEND (care for) around or ‘adopting’ LA (US city)"
1620,Idle fellow declining second drink?,WATER,"Definition: drink
WA~~s~~TER (idle fellow) without or ‘declining’ S (second)"
1621,"Piece of turf, mostly turned over, containing nothing of rounded shape",OVOID,"Definition: of rounded shape
DIVO~~t~~ (piece of turf with the last letter omitted, or ‘mostly’) reversed or ‘turned over’ around or containing O (nothing)"
1622,Professor’s last economic question not ending in defeat again,RECONQUER,"Definition: defeat again
R (last letter of Professor) + ECON (economic) + QUER~~y~~ (question) without last letter or ‘not ending’"
1623,Prepared meat from hunting,GAME,Double definition. This was a late entry despite the crossing letters. We hadn’t really thought about game as in “I’m game” of you are willing or prepared to do something!
1624,"English area dump, horrible collection of rubbish",EMU PARADE,"Definition: collection of rubbish
E (English) + anagram of AREA DUMP (anagrind is ‘horrible’). This was a new one for us and not in Chambers, but we found it on-line as a collection of rubbish by school children or soldiers. We wondered whether Phi had come across this one on wonderful site he mentioned a while ago but we couldn’t find it there!"
1625,Meeting with doctor not supplying a very soft medication,OINTMENT,"Definition: medication
~~app~~OINTMENT (meeting) with A + PP (very soft) removed or ‘not supplied’)"
1626,Artist involved in collision and false charge,BUM RAP,"Definition: false charge
RA (artist) inside BUMP (collision)"
1627,Speech recalled votes against bringing in Marines,SERMON,"Definition: Speech
NOES (votes against) reversed or ‘recalled’ around or ‘bringing in’ RM (Marines)"
1628,"What’s this, in simplicity",IMPLICIT,"A difficult one to describe; it is a play on the fact that as it is hidden within the clue, it is implicit in sIMPLICITy"
1629,Dilute tea drunk by a number in a Trade Union,ATTENUATE,"Definition: Dilute
Anagram of TEA (anagrind is ‘drunk’) after or ‘by’ TEN (number) in A TU (Trade Union)"
1630,"Inspire one in Open, having made cut",FIRE,"Definition: Inspire
FRE~~e~~ (open) without last letter or ‘having made cut’ around I (one)"
1631,A crime in urban area (not capital) shows foolishness,ASININITY,"Definition: foolishness
A + SIN (crime) + IN + ~~c~~ITY (urban area) without first letter or ‘capital’"
1632,Some matches? Some form of battle,CHESS,"Definition: form of battle
Hidden within the clue – Some matCHES Some"
1633,Plan I ditched – not quite theend,DEATH,"Definition: end
~~i~~DEA (plan) with I removed or ‘ditched’ + TH~~e~~ with last letter removed or ‘not quite’"
1634,"Christians enthral us, misbehaving",LUTHERANS,"Definition: Christians
Anagram of ENTHRAL US (anagrind is ‘misbehaving’)"
1635,Court complaint about Director gets the bird,WOODGROUSE,"Definition: bird
WOO (court) + GROUSE (complaint) around D (director)"
1636,Impermanent figure currently heading for morgue in hospital,SNOWMAN,"Definition: Impermanent figure
NOW (currently) + M (heading for Morgue) inside or ‘in’ SAN (hospital)"
1637,Topless lingerie item producing giddying effect,EDDY,"Definition: giddying effect
~~t~~EDDY (lingerie item) with first letter removed or ‘topless’"
1638,I’m blocking a friend’s bitterness,ACRIMONY,"Definition: bitterness
I’M inside or ‘blocking’ A + CRONY (friend)"
1639,Father linked to Mafia boss from the start,DA CAPO,"Definition: from the start
DA (father) + CAPO (mafia boss)"
1640,"Moving round slowly, releasing a line, inspiring awe",WONDROUSLY,"Definition: inspiring awe
Anagram of ROUND SLOW~~L~~Y (anagrind is ‘moving’) without or ‘releasing’ L (line)"
1641,Half of this getting covered by rumbling sound,THUNDER,"Definition: rumbling sound
TH~~is~~ (half of ‘this’) + UNDER (covered by)"
1642,Uncommon meeting of army groups,RARE,"Definition: Uncommon
RA + RE (two army groups)"
1643,Bankrupt’s mischievous about deliveries,IMPOVERISH,"Definition: Bankrupt
IMPISH (mischievous) around or ‘about’ OVER (deliveries)"
1644,"A trophy, very large, is enshrining man’s glorification",APOTHEOSIS,"Definition: glorification
A + POT (trophy) + OS (very large) + IS around or ‘enshrining’ HE (man)"
1645,Swirling steam surrounding your stone,AMETHYST,"Definition: stone
Anagram of STEAM (anagrind is swirling’) around or ‘surrounding’ THY (your)"
1646,What’s sensitive to light after swallowing second drink?,RETSINA,"Definition: drink
RETINA (what’s sensitive to light) around or ‘swallowing’ S (second)"
1647,Fancy that chap entering running race,CHIMERA,"Definition: Fancy
HIM (that chap) inside or ‘entering’ an anagram of RACE (anagrind is ‘running’)"
1648,Endless nonsense about uppity attitude in funeral service,BURIAL,"Definition: funeral service
BUL~~l~~ (rubbish) without last letter or ‘endless’ about AIR (attitude) reversed or ‘uppity’"
1649,"Spoke, identifying name of Egyptian port?",SAID,Double definition
1650,Expert taking in new spots,ACNE,"Definition: spots
ACE (expert) around or ‘taking in’ N (new)"
1651,"Lives with husband born in Turkey, perhaps where there’s no privacy",FISH BOWL,"Definition: where there’s no privacy
IS (lives) + H (husband) + B (born) inside FOWL (turkey perhaps)"
1652,Group keeping most of company away from scrutiny,SECRET,"Definition: away from scrutiny
~~SECT (group) around or ‘keeping’ REp (company) with last letter removed or ‘almost’ ~~ Joyce seems to be in the minority here! Most of you think it should read SET (group) around or ‘keeping’ CRE~~w~~ (company) with last letter removed or ‘almost’"
1653,Internet giant (giant without borders) associated with large-scale streaming,AMAZONIAN,"Definition: associated with large-scale streaming
AMAZON (internet giant) + ~~g~~IAN~~t~~ (middle letters of GIANT or ‘without borders’)"
1654,One shouldn’t initially prosecute publication,ISSUE,"Definition: publication
I + S (initial letter of Shouldn’t) + SUE (prosecute)"
1655,Politician protecting gentleman over something that colours views?,PRISM,"Definition: something that colours views?
MP (politician) around or ‘protecting’ SIR (gentleman) reversed or ‘over’"
1656,Certainly breaking step that is thought highly of,TREASURED,"Definition: thought highly of
SURE (certainly) inside or ‘breaking’ TREAD (step)"
1657,"He may hear private confessions, new Pope’s averred",EAVESDROPPER,"Definition: He may hear private confessions
Anagram of POPE’S AVERRED (anagrind is ‘new’)"
1658,"What’s done by “cruel, evil,” NSA?",SURVEILLANCE,"A play on the fact that a CRUEL EVIL NSA may be involved with this, plus an anagram of CRUEL EVIL NSA (NSA stands for the National Security Agency)"
1659,Vacant part of Libya was eliminated in revolution,MILES AWAY,"Definition: Vacant
Hidden and reversed or ‘in revolution’ in the clue LibYA WAS ELIMinated"
1660,"After breathing space, English foil attack?",LUNGE,"Definition:  foil 
LUNG (breathing space) + E (English)"
1661,Heard it from Navajo nomad? Almost conclusively it comes from grapevine,RIOJA,PLEASE HELP! I don’t think we have been so totally stumped in the parsing of a clue! Many thanks to Gaufrid @1 who managed to help us out very quickly with this one!
1662,Return of fascist groups means Zion must adapt,NEO NAZISM,"Definition: Return of fascist groups
Anagram of MEANS ZION"
1663,Trust councillor to prepare for broadcast,CREDIT,"Definition: Trust
CR (Councillor) + EDIT (prepare for publication)"
1664,Dissident soldiers behind old boy caught aboard plane,OBJECTOR,"Definition: Dissident
OR (soldiers) behind OB (old boy) + C (caught) inside or ‘aboard’ JET (plane)"
1665,Boundless packaging started with fine slushy drink,FRAPPE,"Definition: slushy drink
F (fine) + ~~w~~RAPPE~~r~~ (packaging) with first and last letter removed or ‘boundless’"
1666,Informant primarily involved in break-up of a rash legal system,SHARIA,"Definition:  legal system
I (first letter of Informant or ‘primarily’) inside or ‘involved in’ an anagram of A RASH (anagrind is ‘break-up)"
1667,"Standard heath rises, choked by live parasitic plant",BROOMRAPE,"Definition: parasitic plant
PAR (standard) + MOOR (heath) reversed or ‘rising’ inside or ‘choked by’ BE (live)"
1668,"With the man’s waistband raised, see fly’s irregular exposure",WHISTLE BLOWING,"Definition: irregular exposure
W (with) + HIS (man’s) + BELT (waistband) reversed or ‘raised’ + LO (see) WING (fly). **Thanks to K’s D for pointing out the missing LO and apologies for it taking me so long to make the changes and say thank you**!"
1669,"Keeping head down, conceals immoral actions",EVILS,"Definition: immoral actions
VEILS (conceals) with V (head of veils) being moved down"
1670,Assign new lines to escape rent in radio-telephony,RESCRIPT,"Definition: Assign new lines to
ESC (escape) + RIP (rent) inside or ‘in’ RT (radio-telephony)"
1671,Stink in US accepted by second person once ex-president was named thus,THEODORE,"Definition: ex-president was named thus
ODOR (stink in USA) inside or ‘accepted by THEE (used to be used to describe second person)"
1672,Inflammatory item from civil engineer in local journal bundle?,INCENDIARY BOMB,"Definition: Inflammatory item
CE (Civil Engineer) inside INN (local) + DIARY (journal) + BOMB (bundle)"
1673,"Old special constable having a third go, embarrassed to change sides",OSCILLATE,"Definition: to change sides
O (old) + SC (special constable) + ILL AT E~~ase~~ (missing last third) This one took us a while to parse and it was only when we looked up synonyms for embarrassed that the penny dropped!"
1674,Inland Revenue catching several in charge with elements in another arrangement,ISOMERIC,"Definition: with elements in another arrangement
IR (Inland Revenue) around or ‘catching’ SOME + IC (in charge)"
1675,"Online provocateur, endlessly forthright writer",TROLLOPE,"Definition: writer
TROLL (online provocateur) + OPE~~n~~ (forthright) with last letter missing or ‘endlessly’"
1676,Accuse an element of vindictiveness,INDICT,"Definition: Accuse
Hidden within the clue vINDICTveness"
1677,Sport brings in one million for German city,WEIMAR,"Definition: German city
WEAR (sport) around or ‘bringing in’ I (one) + M (million)"
1678,Former security force curtailed equilibrium,STASI,"Definition: Former security force
STASI~~s~~ (equilibrium) with last letter removed or ‘curtailed’"
1679,Tips on code hacking – marks in rings in encrypted Morse : this could be X or Y,CHROMOSOME,"Definition: this could be X or Y
CH (first letters or ‘tips’ of Code Hacking) + M (marks) in OO (rings) inside an anagram of MORSE (anagrind is ‘encrypted’)"
1680,Rebecca or Emma maybe show Kelvin disapproval,BOOK,"Definition: Rebecca or Emma maybe
BOO (show disapproval) + K (Kelvin)"
1681,Unknown quantity say (not a Y) – it’s added on,ANNEXE,"Definition: it’s added on
Sounds like AN X (x being an unknown quantity in mathematics)"
1682,My reaction to horror film is heard – interval treat required?,ICE CREAM,"Definition: interval treat 
Sounds like I SCREAM – something you may do when watching a horror film"
1683,No less than a collection of maps comprising Eastern Time,AT LEAST,"Definition: No less than
ATLAS (collection of maps) around or ‘comprising’ ~~ET (Eastern Time) ~~ E (Eastern) + T (time) Thanks Gwep for pointing out the error!"
1684,"Spy keeping mum? On the contrary, this might be ink",MAGENTA,"Definition: might be ink
MA (mum) around or ‘keeping’ AGENT (spy)"
1685,Knowing unknown factors say,WISE,"Definition: Knowing
Sounds like Ys (unknown factors – again y is used as an unknown factor in mathematics)"
1686,"I composed second letter at that time about love, see?",BEETHOVEN,"Definition: I composed
BEE (second letter) + THEN (at that time) around O (love) + V (see)"
1687,This might be A Font Used by Vampires,BLOOD TYPE,"Definition: This might be A
A play on the fact that vampires may well use a typeface (‘font’) written in blood! Why are the initial letters in capitals though?"
1688,Cart rolled over a few feet,YARD,"Definition: a few feet
Reversal of DRAY (cart) or ‘rolled over’"
1689,Dress figure taking odd bits off dummies,COSTUME,"Definition: Dress
COST (figure) + UME (odd letters in dUmMiEs)"
1690,Americans pull over to view,YANKEES,"Definition: Americans
YANK (pull) + SEE (to view) reversed or ‘over’"
1691,"Shiner is like hole in the sky, I heard",BLACK EYE,"Definition: Shiner
BLACK (like hole in the sky as in black hole) + EYE (sounds like I)"
1692,Uncooked dessert’s passed back round table,DRAW UP,"Definition: table
PUD (dessert) reversed or ‘passed back’ around RAW (uncooked). We’re not sure that ‘table’ can stand for ‘draw up’ though. Chambers defines it as ‘put forward’ whereas ‘draw up’ is defined as ‘to compose or put into shape’. You could feasibly ‘draw up’ something without ‘putting it on the table’!"
1693,Boom box,SPAR,Double definition
1694,Contracts as ten merge after organisation,AGREEMENTS,"Definition: Contracts
Anagram of AS TEN MERGE (anagrind is ‘after organisation’)"
1695,Henry has new wet load tumbling in drier,HANDTOWEL,"Definition: drier
H (Henry) + an anagram of N (new) WET LOAD (anagrind is ‘tumbling’)"
1696,An honour by society – ultimately true or porky?,OBESE,"Definition: porky
OBE (an honour) + S (society) + E (last letter of truE or ‘ultimately’)"
1697,"Edible fungi, take a thousand and die in the end – this is a warning",OR ELSE,"Definition: this is a warning
~~m~~ORELS (edible fungi) without or ‘taking’ M (thousand) + E (last letter of diE or ‘in the end’)"
1698,Miss is heading off to be sick,OMIT,"Definition: Miss
~~v~~OMIT (sick) without the first letter or ‘heading off’"
1699,Smart animal that’s good for pulling hansoms primarily,ELEGANT,"Definition: Smart
ELE~~ph~~ANT with G (good) instead of PH (initial letters of Pulling Hansoms or ‘primarily’)"
1700,"Maybe hermit returns alone, bewildered in city",BARCELONA,"Definition: city
CRAB (as in hermit crab) reversed or ‘returning’ + anagram of ALONE (anagrind is ‘bewildered’)"
1701,Zip component in movement?,OP ART,"Definition: movement
O (zip) + PART (component)"
1702,Little pony’s not on – it’s sentimental,WEEPY,"Definition: sentimental
WEE (little) + P~~on~~Y with ON removed"
1703,Lotus perhaps is left with a blemish,SPORTS CAR,"Definition: Lotus perhaps 
S (short for is) + PORT (left) + SCAR (blemish)"
1704,I’ll skip interludes in flat spin to get dénouement,END RESULT,"Definition: dénouement
Anagram of INTERLUDES without or ‘skipping’ I (anagrind is ‘in a flat spin’)"
1705,A wax put over paint,TEMPERA,"Definition: paint
TEMPER (wax) on top of or ‘put over’ A. This one took a lot of head scratching before we finally cracked it! In Chambers ‘wax’ as a noun can be ‘a fit of anger’."
1706,NCO cut short dropping bomb has yen to become gangster,YARDIE,"Definition: gangster
~~bomb~~ARDIE~~r~~ (NCO) without or ‘dropping’ bomb and last letter removed or ‘cut short’ + Y (yen). There doesn’t seem to be any indication that Y should be at the front though."
1707,Neat gall in flower,OXLIP,"Definition: flower
OX (neat) + LIP (gall)"
1708,Part of church for hearing a sinner,KNAVE,Sounds like NAVE (part of church)
1709,One of the axes cut head off unmannerly peasant in 1381 say,YEAR,"Definition: 1381 say
Y (one of the axes when drawing graphs in mathematics) + ~~b~~EAR (unmannerly peasant) with first letter removed or with ‘head cut off’. At least that’s all we can come up with. BEAR is in Chambers as “any rude, rough or ill-mannered fellow”, which could well describe a peasant! 1381 was the year of the Peasants’ revolt so that’s presumably why a ‘peasant’ was mentioned in the clue rather than a ‘fellow’. It did have us looking at wiki at one point to see whether we had forgotten any of the main characters – we could only remember Wat Tyler!"
1710,Turned joint round inside to circulate 18,RIOJA,"Definition: 18
J (joint – as in the drug) + O (round) inside AIR (to circulate) all reversed or ‘turned’"
1711,"Facing work, American writer grabs seat",OPPOSITE,"Definition: Facing
OP (work) + POE (American writer) around or ‘grabbing’ SIT (seat)"
1712,Tax-payer behind goes half-concealed to court,ASSESSEE,ASS (behind) + ~~go~~ES without the first two letters or ‘half-concealed’ + SEE (court)
1713,18 silence Irish extremists,SHIRAZ,"Definition: 18
SH (silence) + IR (Irish) + AZ (first and last letters or ‘extremists’ in the alphabet)"
1714,Useless half of Cava taken home,VAIN,"Definition: Useless
~~ca~~VA (half of Cava) + IN (home)"
1715,"Domestic academic, actually 18",CHARDONNAY,"Definition: 18
CHAR (domestic) + DON (academic) + NAY (actually)"
1716,Source of 18 providing Tarzan’s transport,VINE,"Definition: Source of 18
A play on the fact that Tarzan used vines to move about in the forest"
1717,Colour of Triumph Spitfires’s end,WINE,"Definition: Colour
WIN (triumph) + E (last letter or ‘end’ of Spitfire) – the gateway clue"
1718,18 Pastries one carries,PIESPORTER,"Definition: 18
PIES (pastries) + PORTER (one who carries)"
1719,Food given legal test periodically,EATS,"Definition: Food
Hidden in the clue – lEgAl TeSt, taking every other letter or ‘periodically’"
1720,"18 from Switzerland, having one over the eight, upset French chef",CHENIN BLANC,"Definition: 18
CH (Switzerland) + NINE (one over the eight) reversed or ‘upset’ + BLANC (French chef as in Raymond Blanc). Joyce’s favourite clue because she likes RB – Bert gave her a day’s cookery course at his hotel as a birthday present when she was 60!"
1721,Lines appearing near house 18,SEMILLON,"Definition: 18
LL (lines) + ON (appearing) after SEMI (house). The clue doesn’t indicate the order of the various parts – just that they should be ‘near’ each other! Given that it was one of the themed clues, we didn’t struggle with this one."
1722,18 Taxi heard in middle of quiet town,KABINETT,"Definition: 18
Sounds like CAB (taxi) + IN + ETT (middle letters within quiET Town). We were very tempted by trying to insert Cabernet despite not being able to parse it so this one was our last one in."
1723,18 ground I trip on repeatedly,PINOT NOIR,"Definition: 18
Anagram of I TRIP ON ON ‘repeatedly’ indicates that you need ‘on’ twice (anagrind is ‘ground’)"
1724,"Extremely anxious, feline’s found during day 18",FRASCATI,"Definition: 18
AS (first and last letters of AnxiouS or ‘extremely’) + CAT (feline) inside or ‘found during’ FRI (day)"
1725,"Showing sobriety, one man’s unoccupied with head later",SOLEMNNESS,"Definition: Showing sobriety
SOLE (one) + M~~a~~N (middle letter removed or ‘unoccupied’) + NESS (head)"
1726,18 curtailed fire below where 18’s sold,BARSAC,"Definition: 18
SAC~~k~~ (fire) with last letter removed or ‘curtailed’ below BAR (where wine is sold)"
1727,18 banks giving statement,ROSE,"Definition: 18
Please can someone help us here? All we can think, is that it is a homophone of ROWS (banks) + SAY (giving statement?) – however, if we’re on the right track, it feels as though the clue ought to read ‘banks give statement’. On the other hand if you read the words together as in ‘rows say’ it could be heard perhaps as ‘banks giving statement’."
1728,"Intermittent police drink in office’s periphery, when retired",EPISODIC,"Definition: Intermittent
CID (police) + SIP (drink) in OE (first and last letters of OfficE or ‘periphery’) reversed or ‘retired’"
1729,18 road connects major one,ASTI,"Definition: 18
ST (road) inside or ‘connecting’ AI (major road)"
1730,Patty’s worked up by A levels,STRATA,"Definition: levels
TART’S (patty’s ) reversed or ‘worked up’ by A"
1731,Cunning grasping father’s divorced,APART,"Definition: divorced
ART (cunning) around or ‘grasping’ PA (father)"
1732,"There’s green energy also, where 28/25 is produced",NEW ZEALAND,"Definition: where 28/25 is produced
NEW (green) + ZEAL (energy) + AND (also)"
1733,Cheese shop originally stocking particular confectionery,BROWNIES,"Definition: confectionery
BRIE (cheese) + S (initial letter of shop or ‘originally’) around or ‘stocking’ OWN (particular)"
1734,"Web users clear about bounder, most prominent of spammers",NETROOTS,"Definition: Web users
NETT (clear) around or ‘about’ ROO (bounder) + S (first letter or ‘most prominent’ of spammers). A new word for us but it was very clear from the wordplay although we did check it before writing up the blog."
1735,"Aroused one man, wearing reflective leather",IN HEAT,"Definition: Aroused
I + HE (man) inside or wearing TAN (leather) reversed or ‘reflective’"
1736,Former rock band spring up in charts again,REMAPS,"Definition: charts again
REM (former rock band) + SPA (spring) reversed or ‘up’"
1737,Gorge 23 bananas,SATE,"Definition: Gorge
Anagram of EATS (23ac) (anagrind is ‘bananas’)"
1738,"Horn, say, doing for some fortification",RAMPART,"Definition: fortification
A play on the fact that a PART of a RAM or RAM PART could be a horn!"
1739,A long time in servant’s servitude,PEONAGE,"Definition: servitude
EON (long time) inside PAGE (servant). We almost looked up PALTAGE and PAGEAGE in the dictionary!"
1740,Upset the old with cut in pension,HOTEL,"Definition: pension
Anagram of THE OL~~d~~ with last letter removed or ‘cut’ (anagrind is ‘upset’)"
1741,I forecast performer turning in almost late,TAROT CARD,"Definition: I forecast
ACTOR (performer) reversed or ‘turning’ inside TARD~~y~~ (late) with last letter removed or ‘almost’"
1742,"Supports perch, jiggling rear end",ROOTS,"Definition: Supports
ROOST (perch) with last two letters changing places or ‘jiggling rear end’"
1743,Dinosaur dung put on after start of irrigation,IGUANODON,"Definition: Dinosaur
GUANO (dung) + DON (put on) after I (start of Irrigation)"
1744,Cheers paramour restraining family fool? There should be discussion here,TALKING IT OVER,"Definition: There should be discussion here
TA (cheers) + LOVER (paramour) around or ‘restraining’ KIN (family) + GIT (fool)"
1745,Recipient’s to finish in a river,ADDRESSEE,"Definition: Recipient’
DRESS (to finish) inside A + DEE (river)"
1746,No love for dull escort,BRING,"Definition: escort
B~~o~~RING (dull) with O (love) removed"
1747,"Official’s to bring up including key point, right?",REGISTRAR,"Definition: Official’
REAR (to bring up) around or ‘including’ GIST (key point) + R (right)"
1748,Greek character keeping in money,RHINO,"Definition: money
RHO (Greek character) around or ‘keeping’ IN"
1749,"Water swamping weak, weak light",TWINKLE,"Definition: weak light
TINKLE (water) around or ‘swamping’ W (weak)"
1750,Writing one note less about France’s European currency once,PFENNIG,"Definition: European currency once
PENNI~~n~~G (writing) with one N (note) removed or ‘one note less’ around or ‘about’ F (France)"
1751,A day in which King becomes King?,ARTHUR,"Definition: King
A + THUR (day) around R (King)"
