,Clue,Answer,Explanation
2901,"Clinging, several skirts black (6)",SLINKY,"Definition: Clinging
S[evera]L + INKY (black). I was originally skeptical about the appropriateness of ‘skirts’ here but, as has been pointed out in a comment, ‘skirts’ can mean the same as ‘outskirts’. I still have reservations about the lack of a possessive in the case at hand."
2902,A hot lover? (5),FLAME,"Definition: A hot lover?
I suppose we have to call this a cryptic definition although I think it does not exactly fit the bill. Not to say it isn’t a fine clue."
2903,"Careful eater, new age views primarily turning up (5)",VEGAN,"Definition: Careful eater
N (new) + AGE (age) + V[iews] all backwards (turning up)"
2904,Shocking no-ball I belted back across stagnant pool (9),BILLABONG,"Definition: stagnant pool
Reverse hidden word"
2905,Acting heads of iffy hedge funds earn trillion nicker (5),THIEF,"Definition: nicker
Anagram (acting) of I[ffy] H[edge] F[unds] E[arn] T[rillion]"
2906,Very famous reporter is half-cut (1-4),A-LIST,"Definition: Very famous
[journ]ALIST (reporter is half-cut)"
2907,I refer to a play that everyone can watch (4-2-3),FREE-TO-AIR,"Definition: that everyone can watch
Anagram (play) of I REFER TO A"
2908,Obstinately unshaven guards love sailors (10),STUBBORNLY,"Definition: Obstinately
O (love) + RN (sailors, i.e. Royal Navy) together in STUBBLY (unshaven)"
2909,Applaud evacuation of central Antwerp (4),CLAP,"Definition: Applaud
C[entra]L A[ntwer]P"
2910,Tiny step in the direction of European dominance (3-4),TOE-HOLD,"Definition: Tiny step
TO (in the direction of) + E (European) + HOLD (dominance)"
2911,He observed heavenly bodies of female stars on island (7),GALILEO,"Definition: He observed heavenly bodies
GAL (female) + I (island) + LEO (stars, as in constellation)"
2912,"Use amenity whenever you like (3,4)",ANY TIME,"Definition: whenever you like
Anagram (use) of AMENITY"
2913,"Extremely saturnine posh chap devours seconds and explodes (4,3)",SETS OFF,"Definition: explodes
S[aturnin]E + S (seconds) in (devours) TOFF (posh chap)"
2914,Initially hoping beer is healthy (4),HALE,"Definition: healthy
H[oping] + ALE (beer)"
2915,"He drugs old ladies, a niche interest (5,5)",GRAND OPERA,"Definition: niche interest
GRAN DOPER (he drugs old ladies) + A (a)"
2916,Italian smoker from Bristol prancing round home unclothed (9),STROMBOLI,"Definition: Italian smoker
[h]OM[e] in anagram (prancing) of BRISTOL"
2917,Georgia Brown swapped briefs (5),TANGA,"Definition: briefs
TAN (brown) + GA (Georgia) swapped. I had never heard of Tanga briefs."
2918,Liberal dons tweeted in the vernacular (5),SLANG,"Definition: the vernacular
L (Liberal) in (dons) SANG (tweeted)"
2919,Films about Berlioz oddly ignored last of old tunesmiths (9),MELODISTS,"Definition: tunesmiths
[b]E[r]L[i]O[z] + [ol]D together in MISTS (films)"
2920,"Orchestral players start to swear, wearing women’s underwear (5)",BRASS,"Definition: Orchestral players
S[wear] in (wearing) BRAS (women’s underwear)"
2921,"Dropping new name, Lenin no doubt relaxed (9)",LEISURELY,"Definition: relaxed
LE[n]I[n] (dropping new name, Lenin) + SURELY (no doubt)"
2922,It fights infection in short and underdeveloped bone of the ear (10),ANTIBIOTIC,"Definition: It fights infection
AN[d] + TIBI[a] (underdeveloped bone) + OTIC (of the ear)"
2923,Provided unlimited coffee and wine (7),OFFERED,"Definition: Provided
[c]OFFE[e] + RED (wine)"
2924,Dismal delay for airborne migrant (7),GREYLAG,"Definition: airborne migrant
GREY (dismal) + LAG (delay)"
2925,Regularly removing trustful dancer’s clothing (4),TUTU,"Definition: dancer’s clothing
T[r]U[s]T[f]U[l]"
2926,"Finally getting rid of banks altogether (2,3)",IN ALL,"Definition: altogether
[f]INALL[y]"
2927,A third of fitted carpeting is non- flammable (9),FIREPROOF,"Definition: non- flammable 
FI[tted] + REPROOF (carpeting)"
2928,Unimaginative lot fated to wander around Foreign Office (4- 6),FLAT-FOOTED,"Definition: Unimaginative
FO (Foreign Office) in (around) anagram (to wander) of LOT FATED"
2929,"Leaves boxes of pine to be engulfed by matches (3,6)",TEA CHESTS,"Definition: Leaves boxes
ACHE (pine) in (to be engulfed by) TESTS (matches) with another clever cryptic definition"
2930,"Unfinished business observed by policeman behind WC (5,4)",LOOSE ENDS,"Definition: Unfinished business
LOO (WC) + SEEN (observed) + DS (policeman)"
2931,Repetitive strain injury of Mr A Rowe (7),EARWORM,"Definition: Repetitive strain
Anagram (injury) of MR A ROWE with a brilliant cryptic definition. An ‘earworm’ is something like a fragment of a song that plays over and over in one’s mind. I originally took ‘injury’ to be part of the definition but thanks to a comment from trenodia (see below) am now clear that it is the anagram indicator."
2932,Watch predecessor put students up (7),SUNDIAL,"Definition: Watch predecessor
NUS (students) + LAID (put) all backwards (up)"
2933,Grub of spectacular variety (5),LARVA,"Definition: Grub
Hidden word"
2934,Collect idiot’s confession (5),AMASS,"Definition: Collect
“AM ASS” (idiot’s confession)"
2935,Self-satisfied fools moving closer to summit (4),SMUG,"Definition: Self-satisfied
MUGS (fools) with ‘S’ (closer) moved to the start (to summit)"
2936,Naive fellow in Switzerland gets the bird (10),GREENFINCH,"Definition: the bird
GREEN (naive) + F (fellow) + IN (in) + CH (Switzerland)"
2937,"Once defeated, reserves surrender (4)",CEDE,"Definition: surrender
Hidden word"
2938,Small standard box (4),SPAR,"Definition: box
S (small) + PAR (standard)"
2939,"Awful winter across east, hail and wind together (10)",INTERWEAVE,"Definition: wind together
Anagram (awful) of WINTER + E (east) + AVE (hail, as in Hail Caesar!)"
2940,Seat on jumbo for VIP who had hiccups (6),HOWDAH,"Definition: Seat on jumbo for VIP
Anagram (hiccups) of WHO HAD"
2941,Current price includes apparatus for water (8),IRRIGATE,"Definition: water
I (current) + RIG (apparatus) in (includes) RATE (price)"
2942,Wine very nearly reaches its destination (8),VERMOUTH,"Definition: Wine
VER[y] + MOUTH (its destination)"
2943,Almost run into front of Kate Humble (4),MEEK,"Definition: Humble
MEE[t] (almost run into) + K[ate]. Kate Humble is a television presenter working mainly for the BBC."
2944,Love visiting big wild desert (4),GOBI,"Definition: desert
O (love) in anagram (wild) of BIG"
2945,Occupants go to nurse French child female abandoned (8),TENANTRY,"Definition: Occupants
EN[f]ANT (French child female abandoned) in (to nurse) TRY (go)"
2946,Stir caused by this European snake in Scottish town (8),TEASPOON,"Definition: Stir caused by this
E (European) + ASP (snake) together in TOON (Scottish town)"
2947,Former president scrapping Romney’s mission (6),ERRAND,"Definition: mission
[mit]ERRAND (former president scrapping Romney, i.e. Mit)"
2948,Slip below bypass (10),UNDERSKIRT,"Definition: Slip
UNDER (below) + SKIRT (bypass)"
2949,Bats employ echo to find something to drink (4),MEAD,"Definition: something to drink
E (echo, as in the phonetic alphabet) in (employ) MAD (bats). Do we have a minor issue here in that the cryptic reading should properly be “Bats employ*s*…”?"
2950,Shoot and leave without record (4),DART,"Definition: Shoot
D[ep]ART (leave without record). An EP (for Extended Play) was a 45rpm vinyl record with, typically, four tracks."
2951,"Flowers cover baggy pants? There’s money in them (5,5)",PIGGY BANKS,"Definition: There’s money in them
Anagram (pants) of BAGGY in PINKS (flowers)"
2952,Carpet salesman finished right at the front (7),REPROVE,"Definition: Carpet
REP (salesman) + OVER (finished) with the ‘R’ moved to the front"
2953,Sporting listeners dreaded missing start of football (5),EARED,"Definition: Sporting listeners
[f]EARED (dreaded missing start of football) with a cryptic definition"
2954,"Not playing away, half fit, ragged, stuffed by United (8)",FAITHFUL,"Definition: Not playing away
U (united) in anagram (ragged) of HALF FIT with a cryptic definition"
2955,Heavyweight’s up on his feet and punching still (15),NOTWITHSTANDING,"Definition: still
TON (heavyweight) backwards (up) + WITH (and) + STANDING (on his feet)"
2956,Race round Arab capital in Africa (6),HARARE,"Definition: capital in Africa
AR (Arab?) in HARE (race). ‘Ar’ is a common abbreviation for Arabic but not, as far as I can determine, for Arab."
2957,Priest runs fitness centre during fair (9),CLERGYMAN,"Definition: Priest
R (runs) + GYM (fitness centre) together in CLEAN (fair)"
2958,County docked place for driving enthusiast (7),DEVOTEE,"Definition: enthusiast
DEVO[n] (county docked) + TEE (place for driving)"
2959,"Seamen struggle with it, circling harbour? (9)",MAINSHEET,"Definition: Seamen struggle with it
H (harbour) in (circling) anagram (struggle) of SEAMEN IT"
2960,Experts attempt to save Arden’s last tree perhaps (8),ANCESTRY,"Definition: tree perhaps
[arde]N in ACES (experts) + TRY (attempt)"
2961,Each province cuts tuberous plant for main region (7),OCEANIA,"Definition: main region
EA (each) + NI (province, i.e. Northern Ireland) in OCA (tuberous plant). Oca is a South American edible tuber."
2962,Managed to fire rifle (7),RANSACK,"Definition: rifle
RAN (managed) + SACK (fire)"
2963,Rumours East German admitted to doctor (6),GOSSIP,"Definition: Rumours
OSSI (East German) in GP (doctor). ‘Ossi’ is an informal and derogatory term for a former East German — a term I had not known before."
2964,Male participates in Polish- American dance (5),RUMBA,"Definition: dance
M (male) in (participates in) RUB (polish) + A (American)"
2965,Safe’s opening before key secures a painting (8),SEASCAPE,"Definition: painting
S[afe] + A (a) in ESCAPE (key)"
2966,Part of the body – part I’m to freshen up? (6),ARMPIT,"Definition: Part of the body
Anagram (to freshen up) of PART IM"
2967,"Attempt to squeeze behind back of settee, finding trash (8)",TRUMPERY,"Definition: trash
RUMP (behind) + [sette]E together in TRY (attempt)"
2968,"Mature, very deep emotion backfiring on wife in the end (6)",EVOLVE,"Definition: Mature
V (very) + LOVE (deep emotion) together backwards (backfiring) on [wif]E"
2969,"Old currency beginning to circulate, then monetise differently (9)",CENTESIMO,"Definition: Old currency
C[irculate] + anagram (differently) of MONETISE. A centesimo was a fractional currency unit of several countries including Italy."
2970,"The blooming thing scores, netting header for United (5)",LOTUS,"Definition: The blooming thing
U[nited] in LOTS (scores)"
2971,"Having wiped rear, animal is dry (4)",BRUT,"Definition: dry
BRUT[e] (having wiped rear, animal)"
2972,"English rocks, small pebbles on a beach (7)",SHINGLE,"Definition: small pebbles on a beach
Anagram (rocks) of ENGLISH"
2973,Criticise long dash (7),PANACHE,"Definition: dash
PAN (criticise) + ACHE (long)"
2974,Time machine initially returning to see Titanic (4),MEGA,"Definition: Titanic
AGE (time) + M[achine] backwards (returning)"
2975,"In Antarctica, separate line found in hollow space (5)",CALVE,"Definition: In Antarctica, separate
L (line) in CAVE (hollow space)"
2976,Bird with seed in middle of reserve (9),SANDPIPER,"Definition: Bird
AND (with) + PIP (seed) together in [re]SER[ve]"
2977,Spaceship leaves (6),ROCKET,"Definition: Spaceship
Double definition"
2978,"As region unfamiliar, get map out (8)",ORGANISE,"Definition: get map out
Anagram (unfamiliar) of AS REGION"
2979,Truism from femme fatale cut short (6),MANTRA,"Definition: Truism
MAN TRA(p) (femme fatale cut short)"
2980,"Pool of money, might you say, for fine fabric (8)",CASHMERE,"Definition: fine fabric
CASH MERE (pool of money, might you say)"
2981,"Club welcoming laugh, finally, in comedy routine (6)",SHTICK,"Definition: comedy routine
[laug]H in (welcoming) STICK (club)"
2982,"Rugby boys once in maul, taking a battering (6)",ALUMNI,"Definition: Rugby boys once
Anagram (taking a battering) of IN MAUL"
2983,Force members to talk in wood (5),COPSE,"Definition: wood
Homophone (to talk) of COPS (force members)"
2984,Carry on forward to embrace relative (7),PERSIST,"Definition: Carry on
SIS (relative) in PERT (forward)"
2985,Defying authority is abhorrent (9),REVOLTING,"Definition: Defying authority
Double definition"
2986,Fly with such skill I left in the soup (8),PILOTAGE,"Definition: Fly with such skill
I + L (left) together in POTAGE (soup)"
2987,"Contents of a tiny urn she hates to scatter (3,5)",THE ASHES,"Definition: Contents of a tiny urn
Anagram (to scatter) of SHE HATES"
2988,"Not entirely lax, ladies and gentlemen (4)",LOOS,"Definition: ladies and gentlemen
LOOS[e] (not entirely lax)"
2989,Gangster as tennis player? (9),RACKETEER,"Definition: Gangster
Double definition"
2990,Muscle in to play the guitar for a colourful band (8),SPECTRUM,"Definition: a colourful band
PEC (muscle) in STRUM (play the guitar)"
2991,English align converts with John (8),ANGLICAN,"Definition: English
Anagram (converts) of ALIGN + CAN (john)"
2992,"Point made, a story’s covered (4)",EAST,"Definition: Point
Hidden word"
2993,Underground worker needing victory over a wise woman (7),MINERVA,"Definition: wise woman
MINER (underground worker) + V (victory) + A (a). Minerva was the Roman goddess of wisdom."
2994,"Marry, having a piece of cake with soft filling (6)",SPLICE,"Definition: Marry
P (soft) in (filling) SLICE (a piece of cake)"
2995,Figures in the East End said “hold it!” (6),FREEZE,"Definition: “hold it!”
East End (of London) homophone of “threes” (figures)"
2996,Nick Cook (5),POACH,"Definition: Nick
Double definition"
2997,In case archbishop covers up investigation . . . . (6),SEARCH,"Definition: investigation
Hidden word"
2998,. . . . press “one” if worried to find the answer (8),RESPONSE,"Definition: the answer
Anagram (if worried) of PRESS ONE"
2999,Expedient to be young with a lisp (6),USEFUL,"Definition: Expedient
Homophone with lisp of “youthful” (young)"
3000,Drop iron? (8),DECREASE,"Definition: Drop
DE-CREASE (iron?). We have seen similar clues before, I believe."
3001,"Persistently troubling relative, joint almost seized (8)",HAUNTING,"Definition: Persistently troubling
AUNT (relative) in (seized) HING[e] (joint almost)"
3002,Straight in with one strike (6),HONEST,"Definition: Straight
Hidden word"
3003,Appreciate speed (4),RATE,"Definition: Appreciate
Double definition"
3004,Officer found unaccompanied in pass sounds a bit of a nut (7),COLONEL,"Definition: Officer
LONE (unaccompanied) in COL (pass) -and- homophone of “kernel” (a bit of a nut)"
3005,Appeared without a plan and decorated (7),PAPERED,"Definition: decorated
Anagram (plan) of [a]PPEARED. Do we like ‘plan’ as an anagram indicator? I cannot say I do, especially as used here."
3006,Spirit not one that’s inherited (4),GENE,"Definition: that’s inherited
GEN[i]E (spirit not one)"
3007,Pretend backing league regularly is real (6),ACTUAL,"Definition: real
ACT (pretend) + L[e]A[g]U[e] backwards"
3008,Find recent leads go blue (8),INDECENT,"Definition: blue
[f]IND [r]ECENT"
3009,G12? (8),MIDNIGHT,"Definition: 12
[ni]G[ht]"
3010,Syndicate for clarinet not in fashion (6),CARTEL,"Definition: Syndicate
Anagram (fashion) of CLAR[in]ET"
3011,Doctor having a fatal accident (8),DROWNING,"Definition: a fatal accident
DR (doctor) + OWNING (having)"
3012,Dynamism of topless 21 orgy (6),ENERGY,"Definition: Dynamism
[g]ENE (topless 21) + [o]RGY (topless orgy)"
3013,"National Trust country house, perhaps in Dorset? (8,6)",SOUTHERN COUNTY,"Definition: Dorset?
Anagram of NT COUNTRY HOUSE. A great anagram find!"
3014,Sufficient notice before match (8),ADEQUATE,"Definition: Sufficient
AD (notice) + EQUATE (match)"
3015,Prime minister’s garden (4),EDEN,"Definition: Prime minister
Double definition"
3016,Rover breaking into flat is forgiven (8),PARDONED,"Definition: forgiven
R (r…) + DONE (…over) together in PAD (flat)"
3017,Tidy million finally polished off (6),NEATEN,"Definition: Tidy
[millio]N + EATEN (polished off)"
3018,Things that happen in Eastenders almost never return (6),EVENTS,"Definition: Things that happen
There are two ways to read this clue. The one that I feel sure Goliath intended is: [ea]ST + NEVE[r] together backwards (return). The other is a simple reverse hidden word."
3019,Game corner in series first half (7),SNOOKER,"Definition: Game
NOOK (corner) in SER[ies]"
3020,Senior finished pocketing money (7),DOYENNE,"Definition: Senior
YEN (money) in DONE (finished). This clue led me to realize that I had only a fuzzy sense of what ‘doyenne’ means. One definition is “the most respected or prominent woman in a particular field”. I have a fond memory of the word being used in its male form, ‘doyen’, in “Round the Horne” referring to Rambling Syd Rumpo, played by Kenneth Williams and introduced as the Doyen of Folk Singers."
3021,Time off for what is charged by museum (8),VACATION,"Definition: Time off
VA (museum, i.e. the Victoria and Albert) + CATION (what is charged, cf. ANION)"
3022,Traitor act needed to break into trade secret (8),DESERTER,"Definition: Traitor
Compound anagram: DESERTER + ACT (act) is an anagram of TRADE SECRET"
3023,People agree rationally (8),MENTALLY,"Definition: rationally
MEN (people) + TALLY (agree)"
3024,"Having a higher temperature, compiler’s admitted to part of the hospital (6)",WARMED,"Definition: Having a higher temperature
ME (compiler) in (admitted to) WARD (part of hospital)"
3025,Film producer made us do it (6),STUDIO,"Definition: Film producer
Anagram (made) of US DO IT"
3026,Stay with mother in control (6),REMAIN,"Definition: Stay
MA (mother) in REIN (control)"
3027,Once upon a time in the north (4),THEN,"Definition: Once upon a time
Hidden word"
3028,"Lock up in box, care taken moving around inside (11)",INCARCERATE,"Definition: Lock up
IN (in) + anagram (moving around) of CARE in (inside) CRATE (box)"
3029,"Not entirely occupied, passenger vehicle (3)",BUS,"Definition: passenger vehicle
BUS[y] (not entirely occupied)"
3030,"Grip affected, nail finally secured (5)",CLAMP,"Definition: Grip
[nai]L in CAMP (affected)"
3031,"A law accompanying Queen, great leader (9)",ALEXANDER,"Definition: great leader
A (a) + LEX (law) + AND (accompanying) + ER (Queen)"
3032,"Area unseen behind lorry is notedly difficult, initially, to see (5,4)",BLIND SPOT,"Definition: Area unseen
B[ehind] L[orry] I[s] N[otedly] D[ifficult] + SPOT (to see)"
3033,"Heart, perhaps, that’s stopped? (5)",ORGAN,"Definition: Heart, perhaps
Double/cryptic definition"
3034,Singer set about Mozart’s first quaver (7),TREMBLE,"Definition: quaver
M[ozart] in TREBLE (singer)"
3035,Cook too much fish (4),CHAR,"Definition: Cook too much
Double definition"
3036,A lot of money is mine! (4),BOMB,"Definition: A lot of money
Double definition. The slang use of ‘bomb’ to mean a lot of money is new to me."
3037,"Primarily blaming bank, one getting things mixed up (7)",BLENDER,"Definition: one getting things mixed up
B[laming] + LENDER (bank)"
3038,Sound call for massage (5),KNEAD,"Definition: massage
Homophone (sound) of “need” (call)"
3039,“Knackered hug slot” – it is bedtime! (6-3),LIGHTS OUT,"Definition: bedtime
Anagram (knackered) of HUG SLOT IT"
3040,Check and state oath (9),DAMNATION,"Definition: oath
DAM (check) + NATION (state)"
3041,English taking apart absurd Nazi state (5),REICH,"Definition: Nazi state
E (English) in (taking apart) RICH (absurd)"
3042,Don’t open dress – it’s private! (3),OWN,"Definition: private
[g]OWN (don’t open dress)"
3043,"Then not the other things? (4,3,4)",THIS AND THAT,"Definition: Then not the other things?
Cryptic definition"
3044,"In Caribbean location, extremes of temperature required to keep warm (8)",INCUBATE,"Definition: to keep warm
IN (in) + CUBA (Caribbean location) + T[emperatur]E"
3045,Wine boxes in for a member of the orchestra (8),CLARINET,"Definition: a member of the orchestra
IN (in) in (boxes) CLARET (wine)"
3046,Express has to criticise one’s papers (5),RAPID,"Definition: Express
RAP (to criticise) + ID (one’s papers)"
3047,"Old enough, for instance (7)",EXAMPLE,"Definition: instance
EX (old) + AMPLE (enough)"
3048,"Development in space, it is free of contamination (7)",ASEPTIC,"Definition: free of contamination
Anagram (development in) SPACE IT"
3049,"Explain, as complicated (9)",ELABORATE,"Definition: Explain
Double definition"
3050,"Rat that shouldn’t go in an omelette! (3,3)",BAD EGG,"Definition: Rat
Double definition"
3051,"March, perhaps – or jump (6)",SPRING,"Definition: March, perhaps
Double definition"
3052,Thick actors getting put out (9),BROADCAST,"Definition: getting put out
BROAD (thick) + CAST (actors)"
3053,A lovely outstanding day to tick off (8),ADMONISH,"Definition: to tick off
A (a) + MON (day) in (outstanding) DISH (lovely)"
3054,"There’s little time to get into needlework, note (8)",CROTCHET,"Definition: note
T (little time) in CROCHET (needlework)"
3055,"Ring home, Italy, as Italian composer (7)",BELLINI,"Definition: Italian composer
BELL (ring) + IN (home) + I (Italy)"
3056,"Flowering plant, variant of a big one (7)",BEGONIA,"Definition: Flowering plant
Anagram (variant) of A BIG ONE"
3057,Hurry off in a minute (shortly) to collect child (6),SKIDOO,"Definition: Hurry off
KID (child) in SOO[n] (a minute shortly)"
3058,"Found in hoover, minute mice perhaps? (6)",VERMIN,"Definition: mice perhaps?
Hidden word"
3059,"Loveless editor, hopelessly exhausted (5)",TIRED,"Definition: exhausted
Anagram (hopelessly) of EDIT[o]R"
3060,"Rebels turn, then ram (15)",REVOLUTIONARIES,"Definition: Rebels
REVOLUTION (turn) + ARIES (ram)"
3061,"Exhausted, collapse after opener’s dismissed (3,2)",ALL IN,"Definition: Exhausted
[f]ALL IN (collapse after opener’s dismissed)"
3062,"What whets appetite at Pisa, not elsewhere? (9)",ANTIPASTO,"Definition: What whets appetite
Anagram (elsewhere) of AT PISA NOT"
3063,"Albert was one I admired, primarily for alliances (9)",CONSORTIA,"Definition: alliances
CONSORT (Albert was one) + I [I] A[dmired]"
3064,Leaf disease carries nasty odour (5),THUMB,"Definition: Leaf
HUM (nasty odour) in TB (disease). This uses an informal British usage of ‘hum’."
3065,Fancy our artistic burl and its supplier? (15),ARBORICULTURIST,"Definition: its supplier?
Anagram (fancy) of OUR ARTISTIC BURL"
3066,Son put up with depression (5),SLUMP,"Definition: depression
S (son) + LUMP (put up with)"
3067,"Tiny transmitter in bottle with battery (5,4)",NERVE CELL,"Definition: Tiny transmitter
NERVE (bottle) + CELL (battery)"
3068,"Singer Michael owns book about rare old motor (6,3)",BUBBLE CAR,"Definition: old motor
B (book) in (owns) BUBLE (singer Michael) + CA (about, i.e. circa) + R (rare)"
3069,Old bowler who goes after ducks? (5),DRAKE,"Definition: Old bowler
Double definition, the first referring to Sir Francis Drake who was playing bowls on Plymouth Hoe when informed of the approaching Spanish Armada."
3070,"Beer in such vitamins spoiled pigs (4,11)",MALE CHAUVINISTS,"Definition: pigs
ALE (beer) in anagram (spoiled) of SUCH VITAMINS"
3071,Stage actor’s shabby garments in Warhorse? (10),GREATCOATS,"Definition: garments in Warhorse
Anagram (shabby) of STAGE ACTOR"
3072,"Two women, one who kept diary (6)",EVELYN,"Definition: one who kept diary
EVE (one woman) + LYN (second woman). The diarist in question is John Evelyn who was a C17 English writer, gardener and diarist."
3073,"Broadcast embarrassing mistake, causing uproar (8)",CLANGOUR,"Definition: uproar
Homophone (broadcast) of “clanger” (embarrassing mistake)"
3074,Zeno’s place trimmed ermine (4),STOA,"Definition: Zeno’s place
STOA[t] (trimmed ermine). Zeno was a Stoic philosopher, ‘stoic’ from ‘stoa’ the Greek word for porch and so named because at least one of this school of philosophers taught on his front porch."
3075,Someone who trips over wayward boot (10),FOOTBALLER,"Definition: Someone who trips over wayward boot
Anagram (wayward) of BOOT in FALLER (someone who trips) &Lit. A bit of a struggle here for a barely satisfactory definition."
3076,Lecture swimmer and French runner (6),CARPET,"Definition: Lecture
CARP (swimmer) + ET (and French) with two definitions"
3077,One East German in weird elevated state (8),MISSOURI,"Definition: state
I (one) + OSSI (East [in] German) in RUM (weird) all backwards (elevated)"
3078,Capital’s no-frills labour protest (4),OSLO,"Definition: Capital
GO-SLOW (labour protest) with first and last letters removed (no-frills)"
3079,Whitehall scientist makes contact with her (10),TECHNOCRAT,"Definition: Whitehall scientist
Anagram (makes) of CONTACT HER"
3080,"Star’s articulated vehicle, say, pulled up on purpose (10)",BETELGEUSE,"Definition: Star
BETEL (homophone of BEETLE) + EG (say) backwards (pulled up) + USE (purpose). Does it matter that there is no ‘nut’ in this clue? I can’t decide."
3081,Obscene call for dancer in Paris Lido (8),BLUEBELL,"Definition: dancer in Paris Lido
BLUE (obscene) + BELL (call). The dancers at *Le Lido*, a famous cabaret in Paris, are called The Bluebell Girls. I actually knew this although I am not sure how."
3082,Constant hardline bishop leaves (8),UNENDING,"Definition: Constant
UN[b]ENDING (hardline bishop leaves)"
3083,Protect river parasites (6),POLICE,"Definition: Protect
PO (river) + LICE (parasites)"
3084,Go by the Spanish part of church (6),ELAPSE,"Definition: Go by
EL (the Spanish) + APSE (part of church)"
3085,Second-rate piano hit (4),BUMP,"Definition: hit
BUM (second-rate) + P (piano)"
3086,"Wander across, ending on top (4)",ROVE,"Definition: Wander
OVER (across) with the last letter (R) moved to the front (ending on top)"
3087,"Dangerous situation where straight tackles ending in minor gains (7,4)",HORNETS NEST,"Definition: Dangerous situation
[mino]R + NETS (gains) together in (tackles) HONEST (straight)"
3088,Crack running this way and that (3),GAG,"Definition: Crack
Palindrome"
3089,"Giant proves quarrelsome, sapped of energy (5)",ARGUS,"Definition: Giant
ARGU[e]S (quarrelsome, sapped of energy). Argus was a hundred-eyed giant in Greek mythology."
3090,"Poor old king, it’s recalled, put in river (9)",DESTITUTE,"Definition: Poor
TUT (old king) + ITS (it’s) together backwards (recalled) in DEE (river)"
3091,Censor in decline given extremes of popular novel (3-6),RED-PENCIL,"Definition: Censor
Anagram (novel) of DECLINE P[opula]E"
3092,Welsh name not starting – something stopped? (5),ORGAN,"Definition: something stopped?
[m]ORGAN (Welsh name not starting)"
3093,"Dribble ending on knickers, one throwing up? (7)",SLOBBER,"Definition: Dribble
[knicker]S + LOBBER (one throwing up)"
3094,"Twelve numbers, back to back (4)",NOON,"Definition: Twelve
NO NO (numbers) put back to back"
3095,Nation close to freedom fighter (4),MALI,"Definition: Nation
[freedo]M + ALI (fighter)"
3096,"One’s drawn a hound, one in brown (7)",CURTAIN,"Definition: One’s drawn
CUR (a hound) + I (one) in TAN (brown)"
3097,"Middle of crowd, a relative place of safety (5)",OASIS,"Definition: place of safety
[cr]O[wd] + A (a) + SIS (relative)"
3098,Pottery feature in the picture (9),CHINAWARE,"Definition: Pottery
CHIN (feature) + AWARE (in the picture)"
3099,Cologne newspaper embraced by the nation (9),FRAGRANCE,"Definition: Cologne
RAG (newspaper) in FRANCE (the nation)"
3100,Bolt pulled back to secure first of inmates in group of three (5),TRIAD,"Definition: group of three
I[nmates] in (to secure) in DART (bolt) backwards"
3101,Speaker’s mocking whiskey ingredient (3),RYE,"Definition: whiskey ingredient
Homophone (speaker’s) of “wry” (mocking)"
3102,Is a Bayeux tapestry arrow so beautiful? (3-8),EYE-CATCHING,"Definition: Is a Bayeux tapestry arrow
Double definition"
3103,"Vacuous homage a nonsense, irritating thing (4,4)",HEAT RASH,"Definition: irritating thing
H[omag]E + A (a) + TRASH (nonsense)"
3104,Dance party taking place south of European capital (8),RIGADOON,"Definition: Dance
RIGA (European capital) + DO (party) + ON (taking place). I had to look up this one: a rigadoon is a lively dance of the 17th and 18th centuries."
3105,Follow leaders in Election Night Special uttering expletives (5),ENSUE,"Definition: Follow
E[lection] N[ight] S[pecial] U[ttering] E[xpletives]"
3106,"Teacher drinking endless coffee, one on a motorbike? (7)",SIDECAR,"Definition: one on a motorbike?
DECA[f] (endless coffee) in SIR (teacher)"
3107,Greek character partial to ethanol is perking up (7),EPSILON,"Definition: Greek character
Reverse hidden word"
3108,"Pass beyond outskirts of Rimini during trip, one flying over Italian embassy, perhaps? (9)",TRICOLOUR,"Definition: one flying over Italian embassy, perhaps?
R[imin]I + COL (pass) in TOUR (trip)"
3109,Unpleasant matter about right for filthy fashion? (6),GRUNGE,"Definition: filthy fashion
R (right) in (about) GUNGE (unpleasant matter)"
3110,"Sound politician, British author (6)",GREENE,"Definition: British author
Homophone of “green” (politician, as in a member of the Green Party)"
3111,Queen admitted to old club where cheap food served (9),BRASSERIE,"Definition: where cheap food served
ER (queen) in (admitted to) BRASSIE (old club). I had to look up brassie — it is a old-fashioned type of golf club."
3112,"A great fiddler, one not believing in integrity, initially (8)",PAGANINI,"Definition: A great fiddler
PAGAN (one not believing) + IN (in) + I[ntegrity]"
3113,Probable failure grounded after failing (8),UNDERDOG,"Definition: Probable failure
Anagram (after failing) of GROUNDED"
3114,Scent anger (7),INCENSE,"Definition: Scent
Double definition"
3115,Agree on origins of remarkably arcane monster (7),CHIMERA,"Definition: monster
CHIME (agree) + R[emarkably] A[rcane]"
3116,"Speaker in court before judge, upstanding (6)",WOOFER,"Definition: Speaker
WOO (court) + REF (judge) backwards (upstanding)"
3117,Opponent caught in trick (5),ANTIC,"Definition: trick
ANTI (opponent) + C (caught)"
3118,Second warning in case of misconduct (6),MOMENT,"Definition: Second
OMEN (warning) in M[isconduc]T"
3119,Calamity of girl with bloomers back to front (8),DISASTER,"Definition: Calamity
DI (girl) + ASTERS (bloomers) with final ‘S’ moved to the front"
