,Clue,Answer,Explanation
6835,Greek character welcoming home a pachyderm (5),RHINO,"Definition: a pachyderm
RHO (Greek character) contains (welcoming) IN (home)"
6836,Ultimate in excitement in bubbly composition (5),MOTET,"Definition: composition
excitemenT (ultimate, last letter of) in MOET (bubbly)"
6837,Legendary bowler gets duck (5),DRAKE,"Definition: Legendary bowler
double definition – Sir Francis Drake who according to legend went bowling as the Spanish Armada approached. This made me smile – nothing to do with cricket for a change!"
6838,Lively movement in Spooner’s beer glass (9),JITTERBUG,"Definition: Lively movement
a BITTER JUG for the Reverend Spooner"
6839,"It charts the highs and lows of English film drama – gather round (6,3)",RELIEF MAP,"Definition: It charts the highs and lows
anagram (drama) of E (English) and FILM inside (with…round) REAP (gather)"
6840,Material that’s hard to see in space? On the contrary (5),DENIM,"Definition: Material
EN (space in printing) in DIM (hard to see)"
6841,"Money’s short, unable to be spent frequently – that’s careless (6)",CASUAL,"Definition: careless
CASh (money, short) with UnAbLe (missing every other letter, spent frequently)"
6842,"Country park mostly indistinct, having no boundaries – area unknown (8)",PARAGUAY,"Definition: Country
PARk (mostly) vAGUe (indistinct) missing outside letters (having no boundaries) then A (area) and Y (unknown)"
6843,"Looking ahead, Essex Police cut administration, continually being decentralised (10)",EXPECTANCY,"Definition: Looking ahead
the outside letters (being decentralised) EsseX PolicE CuT AadministrationN ContinuallY"
6844,Character not the first to get urge (4),ITCH,"Definition: urge
aITCH (H, character) missing the first letter"
6845,"Leaving jacket, nipped out for a smoke? (4)",PIPE,"Definition: a smoke
anagram (out) of nIPPEd missing outide letters (leaving jacket)"
6846,They may come across a school where truants hide in the back of cupboard (4-6),SKIN DIVERS,"Definition: They may come across a school
SKIVERS (truants) contain (hide) IN and cupboarD (the back letter of) – they may come across a school of fish"
6847,"Sort of material found in corset – needing to be used regularly, having put on weight (8)",CRETONNE,"Definition: Sort of material
CoRsEt (needing to be used regularly, every other letter) with (having put on) TONNE (weight)"
6848,Creature‘s droppings mostly deposited in middle of aviary (6),IGUANA,"Definition: Creature
GUANo (droppings. mostly) inside avIAry (middle letters of)"
6849,"Being old and moody, one might hit you in the nose (5)",ODOUR,"Definition: one might hit you in the nose
O (old) and DOUR (moody)"
6850,Current delay is over – without it having started (9),INITIATED,"Definition: having started
I (symbol for electric current) then DETAIN (delay) reversed (is over) containing (without) IT"
6851,"Soaps go in for dramatising unseen killer (6,3)",POISON GAS,"Definition: unseen killer
anagram (dramatised) of SOAPS GO IN"
6852,First? Almost not the first (5),EARLY,"Definition: First
nEARLY (not the first) – a nice reversal of 2dn AT LASt (not the last)"
6853,"Tired chap works for peanuts (4,5)",DIRT CHEAP,"Definition: for peanuts
anagram (works) of TIRED CHAP"
6854,"You’ll find 12 in this, ultimately detailed? (5)",ATLAS,"Definition: You’ll find 12 in this
AT LASt (ultimately, without a tail letter)"
6855,Key Stage One accommodates new class (8),ELEGANCE,"Definition: class 
E (key, music) LEG (stage) then ACE (one) contains (accomodates) N (new)"
6856,Show surprise when Judd Trump misses middle pocket (4),JUMP,"Definition: Show surprise
JUdd trMP missing central letters (middle pcoket)"
6857,Recording includes Daniel Craig’s first steps (10),TAPDANCING,"Definition: steps
TAPING (recording) contains DAN (Daniel) Craig (first letter of)"
6858,Tail deteriorate after losing wicket and appeal (6),ENDEAR,"Definition: appeal
END (tail) and wEAR (deteriorate) missing W (wicket)"
6859,"Type of seat found in bar perhaps, and in Paris, on reflection – without question (9)",BANQUETTE,"Definition: Type of seat
BAN (bar, perhaps) ~~ET (perhaps?)~~ ET (and, in Paris) *and the ET again but this time* reversed (on reflection) contains QU (question). ~~I can’t explain why ET is “perhaps”. Perhaps I have got this wrong altogether.~~"
6860,"Good morning – I say, how’s your bad leg? (5)",GAMMY,"Definition: how’s your bad leg
G (good) AM (morning) and MY (I say!) – how a bad leg is"
6861,"Appearing at last, chicken tikka’s pink when cooked – call for a bit of service? (6,4)",NAPKIN RING,"Definition: a bit of service
anagram (when cooked) of chikeN tikkA (appearing at last, last letters of) and PINK followed by RING (call) – a bit of a dinner service"
6862,"With vigour, I consumed Argentine food (9)",PEPPERONI,"Definition: food
PEP (vigour) I contains (consumed) PERON (an Argentine)"
6863,Extremes of Australian bush unfortunately not the best for dairy farming (9),HUSBANDRY,"Definition:  farming
anagram (unfortunately) of AustraliaN (extreme letters of) and BUSH then ~~DRY (not the best?)~~ DaiRY missing AI (A1, the best) – I’m not sure why dry would mean “not the best”. The only contrived explanation I can come up with is that dry beer is brewed to remove the bitter taste, so it could not be “best bitter”."
6864,Where you’ll get seconds – doughnuts one 21 picked up (8),RINGSIDE,"Definition: Where you’ll get seconds
RINGS (doughnuts) I (one) then ED (editor, journo) reversed (picked up) – seconds in boxing"
6865,Girl taking pot with old hack (6),JOURNO,"Definition: hack
JO (girl’s name) and URN (pot) with O (old)"
6866,Piece of meat that’s medium on the inside – one needs to chew hard (5),CHOMP,"Definition: to chew hard
CHOP (piece of meat) contains (that has…on the inside) M (medium)"
6867,Looking for a publication on climbing (5),AFTER,"Definition: Looking for
A FT (publication) then RE (on, regarding) reversed (climbing)"
6868,Prejudice shown when in support of substantial cut (4),BIAS,"Definition: Prejudice
AS (when) underneath (in support of) BIg (substantial, cut short)"
6869,"Perhaps school member only returning a musical instrument (4,4)",BASS TUBA,"Definition: musical instrument
BASS (fish, member of a school pehaps) with BUT (only) reversed and A"
6870,"Writer, when shaving, coins fundamental word in Italian (6)",PENCIL,"Definition: Writer
PENCe (coins, missing bottom letter, when shaved fundamantally) and IL (an italian word). I think I have this right. Perhaps il could be a “fundamental word in Italian”? Either way to just pick a single word from another language without a more explicit indication of which word is required does not seem in keeping with the tight clueing style of the rest of the crossword."
6871,"In full gear suffering after attending opening of library (2,5)",AT LARGE,"Definition: In full
anagram (suffering) of GEAR following AT (attending) and Library (opening letter of)"
6872,Most complicated threads to embroider (7),HARDEST,"Definition: Most complicated
anagram (to embroider) of THREADS"
6873,Desert bar as one male enters rolling about (5),NAMIB,"Definition: Desert 
BAN (bar) contians (as…enters) I (one) M (male) all reversed (rolling about)"
6874,Novelist who grasps poetry with practice (9),WODEHOUSE,"Definition: Novelist
WHO contains (grasps) ODE (poetry) with USE (practice)"
6875,"Talented creator, born for hairdressing (12)",BRILLIANTINE,"Definition: hairdressing
BRILLIANT (talented) I (the creator of this crossword) and NE (born) – a dressing for the hair"
6876,"Film director using uncut material by Shakespeare, good for opening (5,7)",TERRY GILLIAM,"Definition: Film director
TERRY (uncut material) and wILLIAM (Shakespeare) with G (good) as the opening letter – the pile on terry cloth is uncut, leaving it as loops rather than strands"
6877,Game bird training horse to turn after limb originally injured (9),PTARMIGAN,"Definition: Game bird
PT (physical training) NAG (horse) reversed (to turn) following (after) ARM (limb) and Injured (originally, initial letter)"
6878,Line delineates a piece of field abounding with trees (5),LEAFY,"Definition: abounding with trees
LEY (line) contains (delineates) A Field (first letter, a piece of)"
6879,Stars accepted arrangement of host nation (7),LESOTHO,"Definition: nation
LEO (stars) contain (accepted) HOST* anagram=arrangement of"
6880,Academy paintings captivate minister for defence (7),RAMPART,"Definition: defence
RA (Royal Academy) ART (paintings) contain (captivate) MP (minister)"
6881,Fancy gentleman diving into British river (6),DESIRE,"Definition: Fancy
SIR (gentleman) inside (diving into) DEE (a British river)"
6882,Toothless thing in rubbish eaten by garden creature ultimately (8),EDENTATE,"Definition: Toothless thing
TAT (rubbish) inside (eaten by) EDEN (garden) and creaturE (ultimately, last letter of)"
6883,Busybody keeps relative half- cut with wine (6),BEAUNE,"Definition: wine
BEE (busy body) contains (keeps) AUNtie (relative, half cut)"
6884,Crux of plot appears in similar opera (6),SALOME,"Definition: opera
pLOt (crux, essential part, middle letters of) in SAME (similar)"
6885,Landscape painter touring Britain tracks course in Scotland (9),TURNBERRY,"Definition: course in Scotland
TURNER (landscape painter) contains (touring) B (Britain) then RY (railway, tracks)"
6886,"Hefty fare that man contested at Waterloo after gripe (4,10)",BEEF WELLINGTON,"Definition: Hefty fare
WELLING (man who contested at Waterloo) following BEEF (gripe)"
6887,Land near the houses (5),EARTH,"Definition: Land
found inside (housed by) nEAR THe"
6888,Revolutionary spirit attracts two angelic-looking people (8),CHERUBIM,"Definition: angelic-looking people
CHE (revolutionary) RUM (spirit) contains (attracts) BI (two)"
6889,Academic’s landlord extended after vacation (8),LETTERED,"Definition: Academic’s
LETTER (landlord) with ExtendeD (after vaction, vacant=empty) – what an academic is"
6890,"Chicken dish Leonard cooked with ginger (5,6,3)",RHODE ISLAND RED,"Definition: Chicken
anagram (cooked) of DISH LEONARD followed by RED (ginger)"
6891,"Composer Michael wanted to embrace aristocrat – he almost reaches (6,3)",NEARLY MAN,"Definition: he almost reache
Michael NYMAN contains (to embrace) EARL (aristocrat)"
6892,Dotty taking alcoholic drink in outskirts of Stroud (8),STIPPLED,"Definition: Dotty
TIPPLE (alcoholic drink) in StrouD (outskirts of)"
6893,"River boat, one with elite soldiers (8)",ARKANSAS,"Definition: River
ARK (boat) AN (one) with SAS (elite soldiers)"
6894,Father having to cough up a tropical fruit (6),PAPAYA,"Definition: tropical fruit
PA (father) with PAY (to cough up) then A"
6895,Attempt to penetrate wood to uproot evergreen shrub (6),MYRTLE,"Definition: evergreen shrub
TRY (attempt) inside (to penetrate) ELM (wood) all reversed (to uproot)"
6896,Drive doctor to river (5),MOTOR,"Definition: Drive
MO (doctor) TO and R (river)"
6897,Protective cover on sides of settee when painting (8),SEASCAPE,"Definition: painting
CAPE (protective cover) on SetteE (side letters from) and AS (when)"
6898,"Running ahead, look around (6)",UPKEEP,"Definition: Running
UP (ahead) PEEK (look) reversed (around)"
6899,Oil wasted on voyage to get to port city (7),TRIPOLI,"Definition: port city
OIL* anagram=wasted following (on) TRIP (voyage)"
6900,One stopping athlete becoming more fluid (7),RUNNIER,"Definition: more fluid
I (one) inside (stopping, like a cork) RUNNER (athlete)"
6901,Pressure acceptable when gripping learner beginning to acquire dance (5),POLKA,"Definition: dance
P (pressure) then OK (acceptable) containing (when gripping) L (learner) followed by Aquire (beginning letter of)"
6902,Blue bonnet for US baby has not got there yet (9),ADULTHOOD,"Definition: baby has not got there ye
ADULT (blue, as of a film) and HOOD (bonnet for US)"
6903,Line of South American people once enraged (12),INCANDESCENT,"Definition: enraged 
people of INCAN DESCENT are a line of South American people once"
6904,Clamp left in odd place in ship (12),STRANGLEHOLD,"Definition: Clamp
L (left) in STRANGE (odd) then HOLD (place in ship)"
6905,"A bit daft carrying around US money in Morecambe, perhaps (9)",ECCENTRIC,"Definition: A bit daft
C (circa, around) CENT (US money) in ERIC (Eric Morcambe perhaps)"
6906,Tribe from Nice nice? Not totally (5),ICENI,"Definition: Tribe
found inside (not totally) nICE NIce"
6907,Rock emits no water (7),MOISTEN,"Definition: water
anagram (rock) of EMITS NO"
6908,Turn back on one’s husband being ghastly (7),OGREISH,"Definition: ghastly
GO (turn) reversed (back) then RE (regarding, on) I’S (one’s) H (husband)"
6909,Heard long joke’s synopsis (6),DIGEST,"Definition: synopsis
sounds like (heard) “die jest” (long and joke)"
6910,Sort inside leak that’s superficial (4-4),SKIN-DEEP,"Definition:  superficial
KIND (sort) inside SEEP (leak)"
6911,Traps ahead buried in batches (3-3),SET-UPS,"Definition: Traps
UP (ahead) inside (buried in) SETS (batches)"
6912,"In modern times, life is thrown away (6)",AFIELD,"Definition: away
anagram (is thrown) of LIFE in AD (modern times)"
6913,"Monsieur invested in exotic cargo, Frenchman’s no primitive (3-6)",CRO-MAGNON,"Definition: primitive
M (monsieur) inside CARGO* anagram=exotic then NON (no, in French)"
6914,"A dance in textbook popular with a lead dancer (5,9)",PRIMA BALLERINA,"Definition: lead dancer
A BALL (dance) in PRIMER (textbook) then IN with A"
6915,Wine glass containing nothing (5),PINOT,"Definition: Wine
PINT (glass) contains O (nothing)"
6916,Eastern spies do overcome incidents (8),EPISODES,"Definition: incidents
E (eastern) then anagram (overcome) of SPIES DO"
6917,Greek character capturing monarch spots jewels (8),PERIDOTS,"Definition: jewel
PI (Greek character) contains (captures) ER (Elizabeth Regina, monarch) then DOTS (spots)"
6918,Liquid chocolate drunk all the time (6-3-5),AROUND-THE-CLOCK,"Definition: all the time
anagram (liquid) of CHOCOLATE DRUNK"
6919,"Relative bearing granddad with resistance to continue (7,2)",SOLDIER ON,"Definition: to continue
SON (relative) contains (bearing) OLDIE (granddad) with R (resistance)"
6920,Half of bees swarmed? Well judged (8),ESTEEMED,"Definition: Well judged
beES (half of) then TEEMED (swarmed)"
6921,Very fast making a witticism (8),CRACKING,"Definition: Very fast
double definition"
6922,Father about to enter church for shade (6),CERISE,"Definition: shade
SIRE (father) reversed (about) inside CE (Church of England)"
6923,Man on board second-rate ship uneasy with old interior (6),BISHOP,"Definition: Man on board
B (second rate) SHIP* anagram=uneasy contains (with…interior) O (old) – man on a chess board"
6924,Determined to write up records (5),NOTES,"Definition: records
SET ON (determined) reversed (to write up)"
6925,Black girl between two pairs in popular dance (8),BOOGALOO,"Definition: popular dance
B (black) then GAL (girl) between OO and OO (two pairs)- a pair in cricket is a failure to score in either innings, so two zeros"
6926,"Nail poster, ill trimmed, on pole (4)",BROD,"Definition: Nail
Bill (poster, missing ill) on ROD (pole) – I wasted a lot of time trying to make this be BRAD (another nail)"
6927,"Stand-in to declare being old, worse than mediocre? (10)",SUBAVERAGE,"Definition: worse than mediocre
SUB (stand-in) AVER AGE (to declare being old)"
6928,Fish and boiled tater (5),TETRA,"Definition: Fish
TATER* anagram=boiled"
6929,One Mexican speciality or another company polished off before sickness (5),TAMAL,"Definition: One Mexican speciality
TAco (another Mexican speciality) missing CO (company) before MAL (sickness)"
6930,"Bank entering shifting mart – might it yield profitable deal? (8, 2 words)",TREEFARM,"Definition: might it yield profitable deal
REEF (bank) in MART* anagram=shifting – deal is timber"
6931,"Tarry as once in highland valley, heading to eastward? (4)",LENG,"Definition: Tarry as once
GLEN (highland valley) with first letter moved to the right (eastern end)"
6932,"Pre-lunch period in international, extremely dull (6)",TAMEST,"Definition: extremely dull
AM (pre-lunch period) in TEST (international, cricket match)"
6933,Senior servant once wildly eager for anti-sun protection (8),PUGGAREE,"Definition: anti-sun protection
PUG (senior civil servant, obsolete) with EAGRE* anagram=wildly"
6934,"Keeping constant, watch grand musical beat indicator? (8)",SPHYGMUS,"Definition: beat indicator
SPY (watch) contains (keeping) H (h, Planck’sconstant) then G (grand) and MUS (musical) – the pulse, heartbeat indicator"
6935,"Primitive latrine, we hear , burst in the bothie? (6)",LOUPIT,"Definition: burst in the bothie
LOU PIT sounds like (we hear) “loo pit” (primitive latrine) – definition is ‘burst’, ‘in the bothie’ indicates Scottish usage"
6936,Showing (not losing) what early Olympian competed with (4),DISC,"Definition: what early Olympian competed with
DISClosing (showing) missing LOSING"
6937,Unpaired accessory soon trashed with old blockhead around (8),MONOSOME,"Definition: Unpaired accessory
SOON* anagram=trashed inside MOME (blockhead, old=Spenserian) – the unpaired accessory or X chromasome. I didn’t quite understand this definition from Chambers, and looking up “accessory chromasome” in Wikipedia just left memore confused."
6938,"Hand maybe drops in, about to dry out? (5)",DETOX,"Definition: dry out
inDEX (hand, on a scale maybe) missing IN containing (about) TO"
6939,"Lover of Paris – Sainte-Chapelle? Place she is at, excited (5)",HELEN,"Definition: Lover of Paris
SAINT-CHAPELLE is an anagram (excited) of PLACE HELEN (she) IS AT"
6940,Draw: opener of exhibition mostly for adults only inveigling teen wrongly (10),EXENTERATE,"Definition: Draw
Exhibition (opening letter of) X-RATEd (for adults only, mostly) containing (inveigling) TEEN* anagram=wrongly"
6941,"What John Peel did in day listener retains, looking back? (4)",RADE,"Definition: What John Peel did
D (day) inside (retained by) EAR (listener) reversed (looking back) – an old Northern English spelling for ride, John Peel was a Cumbrian fox hunter imortalised in the folk song: *D’ye ken John Peel with his coat so gray?*
 *D’ye ken John Peel at the break o’ day?*
 *D’ye ken John Peel when he’s far, far a-way.*
 *With his hounds and his horn in the morning?*"
6942,"Mangle battered linen fabric, not fine (8)",DRABETTE,"Definition: linen fabric, not fine
BATTERED* anagram=mangle – a coarse linen fabric"
6943,Decanter tray I’d let circulate with lobster (12),BOTTLESLIDER,"Definition: Decanter tray
anagram (circulate) of I’D LET and LOBSTER"
6944,Give too much publicity to pooves jostling round English king (10),OVEREXPOSE,"Definition: Give too much publicity to
POOVES* anagram=jostling containing E (English) REX (king)"
6945,Extra-large canvas making appearance in Shakespeare (6),OSTENT,"Definition:  appearance in Shakespeare
OS (out-size, extra large) TENT (canvas)"
6946,"Coming out on top is one trailing in award, i.e. behind (5)",ABAFT,"Definition: behind
BAFTA (award) with the trailing A now on the top"
6947,"Moral guide, one surrounded by lip (7)",LABARUM,"Definition: Moral guide
A (one) inside LABRUM (lip)"
6948,Too much time in public (5),OVERT,"Definition: in public
OVER (too much) and T (time)"
6949,"Cheer accepted by baron fellow, one’s who’s socially superior (7)",BRAHMAN,"Definition: one’s who’s socially superior
RAH (cheer) inside B (baron) and MAN (fellow)"
6950,One to hustle and back up politician getting in (6),RAMPER,"Definition: One to hustle
REAR (back) reversed (up) containing MP (politician)"
6951,"Remaining dormant, duke leads select group, conservative in view (12)",DELITESCENCE,"Definition: Remaining dormant
D (duke) in front of (leads) ELITE (select group) then C (conservative) in SCENE (view) – I notice that Azed has clued conservative all lower case, though the abbreviation is for Conservative (a proper noun). Can any long-time Azed followers tell me if ignoring capitalisation is Azed’s usual style? I’m not complaining about the clue, just curious to know."
6952,"Tax to be paid twits posted, money included (10)",ASSESSMENT,"Definition: Tax to be paid
ASSES (twits) SENT (posted) containing M (money)"
6953,"Aromatic soporific phony flogged undiluted, at disappearing? (7)",HYPNONE,"Definition: Aromatic soporific
PHONY* anagram=flogged with NEat (undiluted) missing AT"
6954,"Bloomer made by artilleryman, amateur (7)",GUNNERA,"Definition: Bloomer
GUNNER (artilleryman) and A (amateur)"
6955,"Barbarian yob, a victim of venery? (6)",HUNTED,"Definition: a victim of venery
HUN (barbarian) and TED (teddy boy, yob)"
6956,"Love, extremes of love, admitted by Vita endlessly – for me? (6)",VIOLET,"Definition: for me
O (love) LovE (extreme letters of) inside VITa (endlessly) – Violet Trefusis, lover of Vita Sackville-West"
6957,Skin lotion treatment’s beginning with a dab (5),TONER,"Definition: Skin lotion
Treatment (beginning letter of) with ONER (dab, an expert)"
6958,"Bach., deliriously in love? The opposite – one shares digs, though (5)",COHAB,"Definition: one shares digs, though
O (love) in BACH* anagram=deliriously"
6959,High-flier finally trading in gold to cut deal (7),SEAGULL,"Definition: High-flier
tradinG (final letter) in AU (gold, chem symbol) inside (to cut) SEAL (deal)"
6960,"Death came back, area wiped out by a single plague (7)",ENDEMIC,"Definition: plague
END (death) then CaME reversed (back) with A (area) replaced by (wiped out by) I (one, a single)"
6961,"Author of the 1 across spoken language, only half finished (7)",CHEKHOV,"Definition: Author of the 1 across
CHEKH sounds like (spoken) Czech (language) with OVer (finished, only half of)"
6962,"One contributing to cutting, ironic works about head of state (7)",INCISOR,"Definition: One contributing to cutting
IRONIC* anagram=works inside (about)State (first letter, head of)"
6963,Plus fours finally donned by a clique (5),ASSET,"Definition: Plus
fourS (final letter) inside (donned by) A SET (clique)"
6964,Mainly question ladies and gents about new and old money (9),DOUBLOONS,"Definition: old money
DOUBt (question, mainly=unfinished) then LOOS (ladies and gents) containing (about) N (new)"
6965,"Free record mostly difficult, say, to turn (9)",DISCHARGE,"Definition: Free
DISC (record) HARd (difficult, mostly) then EG (say) reversed (to turn)"
6966,Material essential to Sudden Impact (5),DENIM,"Definition: Material
found inside (essential to) sudDEN IMpact"
6967,Beware of reported laid explosives (5),MINED,"Definition: laid explosives
sounds like (reported) “mind” (beware of)"
6968,Bring nuts buried by pigs for a lark or two? (9),SONGBIRDS,"Definition: a lark or two
BRING* anagram=nuts inside (buried by) SODS (pigs)"
6969,"Company contained, not getting one over (9)",CONCLUDED,"Definition: over
CO (company) then iNCLUDED (contained) missing I (one)"
6970,Noble Italian ignoring prisoner’s former account (5),TESSA,"Definition: former account
conTESSA (noble Italian) missing CON (prisoner) – a former tax-exempt savings account"
6971,Chap against pursuing a place in France (7),ALENCON,"Definition: place in France
LEN (chap, man’s name) and CON (against) following (pursuing) A"
6972,Animated tirade on origins of violence inside borstals (7),VIBRANT,"Definition: Animated
RANT (tirade) following first letters (origins) of Violence Inside Borstals"
6973,"Indefinitely adjourned by English following inside manoeuvring (4,3)",SINE DIE,"Definition: Indefinitely adjourned
E (English) following INSIDE* anagram=manoeuvring"
6974,Classical father arranged authentic backing (7),LAERTES,"Definition: Classical father
SET (arranged) REAL (authentic) all reversed (backing) – the father of Odysseus and Ctimene. I presume the “father” element relates to the Greek myth where Laertes is dying from grief for his lost son Odysseus, who returns to him first in disguise and ultimately reveals his true identity."
6975,"Sarcastic old model ruined party? (6,9)",SOCIAL DEMOCRATS,"Definition: party
anagram (ruined) of SARCATSIC, O (old) and MODEL"
6976,Sterility of clot injected with unlimited enzyme (7),ASEPSIS,"Definition: Sterility
ASS (clot) contains (injected with) pEPSIn (enzyme, unlimited=no end letters)"
6977,Released single (9),UNHITCHED,"Definition: Released
definition, cryptic definition – not married"
6978,"Dwelt, as it happens, with daughter (5)",LIVED,"Definition: Dwelt
LIVE (as it happens) with D (daughter)"
6979,Gourmet’s timeless photo following European article (9),EPICUREAN,"Definition: Gourmet
PICtURE (photo) missing T (time) following E (European) then AN (indefinite article)"
6980,Transfer 25% of cash in transaction (5),DECAL,"Definition: Transfer
Cash (first letter, first 25% of) in DEAL (transaction)"
6981,Fail to connect using crude jingoism that’s no good (7),MISJOIN,"Definition: Fail to connect
anagram (crude) of JINgOISM missing G (good)"
6982,"What might be best cultivated around the present time? (9,6)",CHRISTMAS CACTUS,"Definition: What might be best cultivated around the present time
something that is growing at Christmas (the time for giving presents) – I can’t see what this should be a cactus rather than any other plant. “Because it fits the crossing letters” seems a weak reason to give."
6983,Possibly flat surface in new unopened screen (9),RESIDENCE,"Definition: Possibly flat
SIDE (surface) in anagram (new) of sCREEN (unopened)"
6984,Contentious society girl presently dining in Paris? (9),DEBATABLE,"Definition: Contentious
DEB (society girl) then À TABLE (presently dining, “at the table” in French)"
6985,Babushka eager for fabric (7),NANKEEN,"Definition: fabric
NAN (babushka, grandmother) then KEEN (eager)"
6986,Resume method following break (7),RESTART,"Definition: Resume
ART (method) following REST (break)"
6987,Secured position in Oxford? (5),LACED,"Definition: Secured position in Oxford
cryptic definition – an Oxford is a type of shoe"
6988,Was about to season highly and cook (5),DEVIL,"Definition: to season highly and cook
LIVED (was) reversed (about)"
6989,"Turning up in woman’s top I borrowed from 14 21 Inn? (6,5)",PUBLIC HOUSE,"Definition: Inn
UP reversed (turning) then ICH (I in German, borrowed from Prince Albert) in BLOUSE (woman’s top)"
6990,"A general rule, exceptions show (3)",LEE,"Definition: A general
found inside (shown by) ruLE Exceptions"
6991,"Essentially better without officer, company’s individually prepared for service (2,7)",EN COCOTTE,"Definition: prepared for service
bETTEr (essentially, inside letters) contain (without) NCO (officer) and CO (company) – food individually prepared for service in a restaurant"
6992,"Terribly bad advice to spend a thousand on amateur footballer (5,7)",DAVID BECKHAM,"Definition: footballer
anagram (terribly) of BaD ADVICE missing (to spend) A then M (thousand) following on HAM (amateur"
6993,"You are inclined to take in when and where Krays operated (3,4,3)",THE EAST END,"Definition: where Krays operated
THEE (you) TEND (are inclined) contains (to take in) AS (when) – the Kray twins were notorious London gangsters"
6994,"A ring through the 24’s frock- coat (6,6)",PRINCE ALBERT,"Definition: A ring through the 24
~~no idea about parsing this~~ *double definition – a frock coat and a ring through the penis (the old man)*"
6995,Eastern porter that’s infused with a malt (5),HAMAL,"Definition: astern porter 
found inside (has infused) witH A MALt"
6996,Number three’s number two drama (3),NOH,"Definition: drama
NO (No. number) and tHree (number two, second letter of)"
6997,The elderly view Vatican City will (5),VISTO,"Definition: The elderly view
V (Vatican City) then IS TO – an old word for view or prospect"
6998,"By chance, affliction heading to 12 30 address that’s familiar (3,4)",OLD CHAP,"Definition: address that’s familiar
COLD (affliction) with C (the heading) moved to the right (the east end) by HAP (chance)"
6999,The Sage of Cricklewood read about pricks (5),COREN,"Definition: The Sage of Cricklewood
CON (read) contains (is pricked by) RE (regarding, about) – nickname for humorist and broadcaster Alan Coren"
7000,"Working metal, soldier’s Going West, Young Man (9)",SIGNORINO,"Definition: Young Man
ON (working) IRON (metal) GI’S (soldier’s) all reversed (going west, right to left on a map)"
7001,Wound up in Detroit after private secretary split (11),PARTITIONED,"Definition: split
anagram (wound up) of IN DETROIT following PA (personal assistant, private secretary)"
7002,Union out of line waiting to get new and powerful man on board (5),QUEEN,"Definition: powerful man on board
QUEuE (line) missing U (union) then N (new) – a chess man"
7003,Pathetic offer (6),TENDER,"Definition: Pathetic
double definition"
7004,What’s essential to little Constance is extended split (6),CLOVEN,"Definition: split
I can’t explain this – something about O (love) in CN?"
7005,A little tipple (as in gallon) will be agreeable (8),PLEASING,"Definition: agreeable
found inside (a little of) tipPLE AS IN Gallon"
7006,"Court of Appeal’s run out of soap we hear (3,6)",THE ARCHES,"Definition: Court of Appeal
THE ARCHErS (radio soap opera, one we hear) missing R (run) – an ecclesiastical court"
7007,"Character from TV movie – reportedly it’s about the world of Dickens (4,8)",PHIL MITCHELL,"Definition: haracter from TV
PHILM sounds like “film” (movie) then IT has C (circa, about) and HELL (the world of Dickens?) – character from the Eastenders soap opera. ~~I’m just guessing about the world of Dickens being hell.~~ *Dickens is a euphemism for The Devil, so the world of Dickens is hell. *"
7008,"Oddly 5 and 31 sprinter-turned- chaser (8,9)",VICTORIA PENDLETON,"Definition: sprinter-turned- chaser
anagram (odly) of CLOVEN (5 down) and PARTITIONED (31 across) – Victoria was a very successful sprinter in track cycling later rode as a steeplechase jockey"
7009,Train’s stopping point is not at Barking (7),STATION,"Definition: Train’s stopping point
anagram (barking ma) of IS NOT AT"
7010,To mug up on detailed plan B is part of the formula for it (6),BORIDE,"Definition: B is part of the formula for it
ROM (mug) reversed (up) on IDEa (plan, de-tailed)- B is the chemical symbol for Boron"
7011,Approaches Navy to get involved . . . . (3-3),RUN-UPS,"Definition: Approaches
~~another I can’t explain~~ N (Navy) to get involved USURP (the following solution…) – I think adding ‘with’ would make this explanation clearer, there is no indication that Navy should be inside USURP*"
7012,. . . . to unjustly take pedalo – this might be dual-purpose (5),USURP,"Definition: to unjustly take
PEDALO + USURP is an anagram of DUAL-PURPOSE"
7013,Bird said “. . . . no time to stop for a natter . . . .”? (8),WOODCHAT,"Definition: Bird
sounds like (said) “would chat” – the implication being one can’t because one has not enough time"
7014,Miss Bergman is missing in this 15×15 space? (4),GRID,"Definition: this 15×15 space
inGRID (Miss Bergman) missing IN"
7015,Drink in a pub not entirely cold sent back by military commander (4-4),COCA-COLA,"Definition: Drink
A LOCAl (pub, not entirely) revresed (sent back) and C (cold) all following (by) OC (officer in charge, military commander)"
7016,Delight in the morning milk (5),AMUSE,"Definition: Delight
AM (in the morning) and USE (milk)"
7017,Weapon observed during the peepshow (4),EPEE,"Definition: Weapon
found inside (observed during) thE PEEpshow"
7018,"Very deep saying recalled, amid praise (10)",BOTTOMLESS,"Definition: Very deep
MOTTO (saying) reversed (recalled) inside BLESS (praise)"
7019,"One’s emptied volume into river, the entire works (6)",OEUVRE,"Definition: the entire works
OnE (emptied, no middle letters) then V (volume) in URE (Yorkshire river)"
7020,"Member, in being welcomed by leaders in Chinese government, on the up (8)",CLIMBING,"Definition: on the up
LIMB (member) IN inside (being welcomed by) first letters (leaders) of Chinese and Government"
7021,"Infatuated with food, boy guzzles (5,2)",STUCK ON,"Definition: Infatuated with
TUCK (food) inside (guzzled by) SON (boy)"
